,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
9,Valdecilla,2,2,2000-01-01 07:39:00,-1.5266666666666666
0,Valdecilla,1,3,2000-01-01 07:59:00,-1.1466666666666665
13,Valdecilla,3,2,2000-01-01 08:14:00,-3.456666666666667
10,Valdecilla,2,4,2000-01-01 09:14:00,-1.97
1,Valdecilla,1,5,2000-01-01 09:34:00,-0.9233333333333335
14,Valdecilla,3,4,2000-01-01 09:54:00,-1.85
22,Valdecilla,4,3,2000-01-01 10:44:00,-0.37666666666666665
11,Valdecilla,2,6,2000-01-01 11:04:00,-1.7466666666666668
2,Valdecilla,1,7,2000-01-01 11:24:00,-1.35
15,Valdecilla,3,6,2000-01-01 11:44:00,-2.2800000000000002
23,Valdecilla,4,5,2000-01-01 12:14:00,-1.2866666666666666
12,Valdecilla,2,8,2000-01-01 12:54:00,-2.5633333333333335
3,Valdecilla,1,9,2000-01-01 13:14:00,-2.2966666666666664
16,Valdecilla,3,8,2000-01-01 13:39:00,-2.893333333333333
24,Valdecilla,4,7,2000-01-01 14:04:00,-2.0
4,Valdecilla,1,11,2000-01-01 14:50:00,-2.3433333333333333
17,Valdecilla,3,10,2000-01-01 15:15:00,-2.9799999999999995
25,Valdecilla,4,9,2000-01-01 15:39:00,-1.9400000000000002
30,Valdecilla,10,2,2000-01-01 16:04:00,-2.1766666666666667
5,Valdecilla,1,13,2000-01-01 16:24:00,-1.72
18,Valdecilla,3,12,2000-01-01 16:49:00,-0.99
26,Valdecilla,4,11,2000-01-01 17:14:00,-0.9600000000000002
31,Valdecilla,10,4,2000-01-01 17:54:00,-2.3099999999999996
6,Valdecilla,1,15,2000-01-01 18:14:00,-2.2133333333333334
19,Valdecilla,3,14,2000-01-01 18:39:00,-1.9899999999999998
27,Valdecilla,4,13,2000-01-01 19:04:00,-0.7799999999999999
32,Valdecilla,10,6,2000-01-01 19:44:00,-2.6100000000000003
7,Valdecilla,1,17,2000-01-01 20:04:00,-3.006666666666667
20,Valdecilla,3,16,2000-01-01 20:29:00,-2.4966666666666666
28,Valdecilla,4,15,2000-01-01 20:54:00,-3.4166666666666665
33,Valdecilla,10,8,2000-01-01 21:19:00,-3.0333333333333328
8,Valdecilla,1,19,2000-01-01 21:39:00,-3.513333333333334
21,Valdecilla,3,18,2000-01-01 22:04:00,-4.01
29,Valdecilla,4,17,2000-01-01 22:29:00,-4.386666666666667
34,Valdecilla,10,10,2000-01-01 22:49:00,-5.566666666666667
