,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
0,Valdecilla,1,2,2000-01-01 09:53:00,2.216666666666667
20,Valdecilla,2,7,2000-01-01 10:08:00,0.0
1,Valdecilla,1,4,2000-01-01 10:38:00,1.4333333333333333
4,Valdecilla,1,9,2000-01-01 10:38:00,0.7416666666666667
22,Valdecilla,2,9,2000-01-01 10:53:00,0.0
2,Valdecilla,1,6,2000-01-01 11:23:00,2.5166666666666666
6,Valdecilla,1,11,2000-01-01 11:23:00,0.4708333333333333
24,Valdecilla,2,11,2000-01-01 11:38:00,0.0
3,Valdecilla,1,8,2000-01-01 12:08:00,3.433333333333333
8,Valdecilla,1,13,2000-01-01 12:08:00,0.325
26,Valdecilla,2,13,2000-01-01 12:23:00,0.0
5,Valdecilla,1,10,2000-01-01 12:53:00,4.716666666666667
9,Valdecilla,1,15,2000-01-01 12:53:00,0.020833333333333332
7,Valdecilla,1,12,2000-01-01 13:38:00,3.033333333333333
27,Valdecilla,2,21,2000-01-01 16:08:00,0.0
10,Valdecilla,1,23,2000-01-01 16:38:00,0.21250000000000002
18,Valdecilla,2,3,2000-01-01 16:38:00,1.0666666666666667
28,Valdecilla,2,23,2000-01-01 16:53:00,0.0
11,Valdecilla,1,25,2000-01-01 17:23:00,0.43749999999999994
19,Valdecilla,2,5,2000-01-01 17:23:00,0.36666666666666664
29,Valdecilla,2,25,2000-01-01 17:38:00,0.0
12,Valdecilla,1,27,2000-01-01 18:08:00,0.10833333333333332
21,Valdecilla,2,7,2000-01-01 18:08:00,3.6333333333333333
30,Valdecilla,2,27,2000-01-01 18:23:00,0.0
13,Valdecilla,1,29,2000-01-01 18:53:00,1.0458333333333334
23,Valdecilla,2,9,2000-01-01 18:53:00,-0.13333333333333333
31,Valdecilla,2,29,2000-01-01 19:08:00,0.0
14,Valdecilla,1,31,2000-01-01 19:38:00,0.033333333333333326
25,Valdecilla,2,11,2000-01-01 19:38:00,0.13333333333333333
32,Valdecilla,2,31,2000-01-01 19:53:00,0.0
15,Valdecilla,1,33,2000-01-01 20:23:00,0.1958333333333333
33,Valdecilla,2,33,2000-01-01 20:38:00,0.0
16,Valdecilla,1,35,2000-01-01 21:08:00,0.22916666666666666
34,Valdecilla,2,35,2000-01-01 21:23:00,0.35
17,Valdecilla,1,37,2000-01-01 21:53:00,0.07916666666666666
35,Valdecilla,2,37,2000-01-01 22:08:00,0.0
