,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
12,Valdecilla,2,7,2000-01-01 10:08:00,0.0
0,Valdecilla,1,9,2000-01-01 10:38:00,0.21999999999999997
13,Valdecilla,2,9,2000-01-01 10:53:00,0.0
1,Valdecilla,1,11,2000-01-01 11:23:00,0.03666666666666667
14,Valdecilla,2,11,2000-01-01 11:38:00,0.0
2,Valdecilla,1,13,2000-01-01 12:08:00,0.30416666666666664
15,Valdecilla,2,13,2000-01-01 12:23:00,0.0
3,Valdecilla,1,15,2000-01-01 12:53:00,-0.016666666666666663
16,Valdecilla,2,21,2000-01-01 16:08:00,-0.07666666666666669
4,Valdecilla,1,23,2000-01-01 16:38:00,0.15666666666666668
17,Valdecilla,2,23,2000-01-01 16:53:00,-0.12666666666666665
5,Valdecilla,1,25,2000-01-01 17:23:00,-0.15000000000000002
18,Valdecilla,2,25,2000-01-01 17:38:00,0.22999999999999998
6,Valdecilla,1,27,2000-01-01 18:08:00,-0.046666666666666676
19,Valdecilla,2,27,2000-01-01 18:23:00,-0.043333333333333335
7,Valdecilla,1,29,2000-01-01 18:53:00,-0.32666666666666666
20,Valdecilla,2,29,2000-01-01 19:08:00,0.15333333333333332
8,Valdecilla,1,31,2000-01-01 19:38:00,0.053333333333333344
21,Valdecilla,2,31,2000-01-01 19:53:00,0.29
9,Valdecilla,1,33,2000-01-01 20:23:00,-0.06666666666666668
22,Valdecilla,2,33,2000-01-01 20:38:00,0.05333333333333332
10,Valdecilla,1,35,2000-01-01 21:08:00,-0.13333333333333336
23,Valdecilla,2,35,2000-01-01 21:23:00,-0.0033333333333333106
11,Valdecilla,1,37,2000-01-01 21:53:00,0.42333333333333334
24,Valdecilla,2,37,2000-01-01 22:08:00,-0.06666666666666667
