,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-0.8200000000000001
0,Sardinero,1,3,2000-01-01 08:10:00,-1.353333333333333
15,Sardinero,3,4,2000-01-01 08:40:00,1.0566666666666666
1,Sardinero,1,5,2000-01-01 09:10:00,1.9433333333333338
16,Sardinero,3,6,2000-01-01 09:40:00,1.9933333333333336
2,Sardinero,1,7,2000-01-01 10:10:00,-0.31
28,Sardinero,111,1,2000-01-01 10:41:00,0.7033333333333334
17,Sardinero,3,8,2000-01-01 11:10:00,3.53
3,Sardinero,1,9,2000-01-01 11:40:00,0.14999999999999997
18,Sardinero,3,10,2000-01-01 12:10:00,1.2366666666666666
4,Sardinero,1,11,2000-01-01 12:40:00,0.6166666666666666
19,Sardinero,3,12,2000-01-01 13:10:00,1.8699999999999999
5,Sardinero,1,13,2000-01-01 13:40:00,0.39333333333333337
20,Sardinero,3,14,2000-01-01 14:10:00,1.7233333333333334
6,Sardinero,1,15,2000-01-01 14:37:00,0.5599999999999999
21,Sardinero,4,2,2000-01-01 15:10:00,-0.8233333333333333
7,Sardinero,2,3,2000-01-01 15:40:00,-0.6033333333333333
22,Sardinero,4,4,2000-01-01 16:10:00,-1.4033333333333333
8,Sardinero,2,5,2000-01-01 16:40:00,0.3033333333333334
23,Sardinero,4,6,2000-01-01 17:10:00,0.3733333333333333
9,Sardinero,2,7,2000-01-01 17:40:00,0.8699999999999998
24,Sardinero,4,8,2000-01-01 18:40:00,2.7133333333333334
10,Sardinero,2,9,2000-01-01 19:10:00,1.8833333333333335
25,Sardinero,4,10,2000-01-01 19:40:00,0.32666666666666666
11,Sardinero,2,11,2000-01-01 20:10:00,1.1333333333333333
26,Sardinero,4,12,2000-01-01 20:40:00,-1.4700000000000002
12,Sardinero,2,13,2000-01-01 21:10:00,-2.466666666666667
27,Sardinero,4,14,2000-01-01 21:40:00,-4.119999999999999
13,Sardinero,2,15,2000-01-01 22:10:00,-1.5466666666666666
