,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-0.7333333333333333
0,Sardinero,1,3,2000-01-01 08:10:00,-0.85
15,Sardinero,3,4,2000-01-01 08:40:00,0.1916666666666666
1,Sardinero,1,5,2000-01-01 09:10:00,-0.32499999999999996
16,Sardinero,3,6,2000-01-01 09:40:00,-0.041666666666666685
2,Sardinero,1,7,2000-01-01 10:10:00,-1.2833333333333334
29,Sardinero,109,1,2000-01-01 10:41:00,0.09583333333333317
17,Sardinero,3,8,2000-01-01 11:10:00,3.2958333333333334
3,Sardinero,1,9,2000-01-01 11:40:00,0.5375
18,Sardinero,3,10,2000-01-01 12:10:00,1.6625
4,Sardinero,1,11,2000-01-01 12:40:00,-1.0458333333333334
19,Sardinero,3,12,2000-01-01 13:10:00,0.27083333333333326
5,Sardinero,1,13,2000-01-01 13:40:00,0.6291666666666667
20,Sardinero,3,14,2000-01-01 14:10:00,1.2791666666666668
6,Sardinero,1,15,2000-01-01 14:37:00,2.216666666666667
21,Sardinero,4,2,2000-01-01 15:10:00,-1.8333333333333333
7,Sardinero,2,3,2000-01-01 15:40:00,-2.0791666666666666
22,Sardinero,4,4,2000-01-01 16:10:00,-0.9125000000000001
8,Sardinero,2,5,2000-01-01 16:40:00,-0.39583333333333337
23,Sardinero,4,6,2000-01-01 17:10:00,-1.5541666666666667
9,Sardinero,2,7,2000-01-01 17:40:00,0.041666666666666685
28,Sardinero,104,2,2000-01-01 18:11:00,3.0999999999999996
24,Sardinero,4,8,2000-01-01 18:40:00,0.3958333333333333
10,Sardinero,2,9,2000-01-01 19:10:00,0.6208333333333333
25,Sardinero,4,10,2000-01-01 19:40:00,0.7791666666666667
11,Sardinero,2,11,2000-01-01 20:10:00,0.5750000000000001
26,Sardinero,4,12,2000-01-01 20:40:00,1.3083333333333333
12,Sardinero,2,13,2000-01-01 21:10:00,-1.2333333333333334
27,Sardinero,4,14,2000-01-01 21:40:00,0.975
13,Sardinero,2,15,2000-01-01 22:10:00,-2.4375
