,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-2.3933333333333335
0,Sardinero,1,3,2000-01-01 08:10:00,-1.0533333333333335
15,Sardinero,3,4,2000-01-01 08:40:00,-0.9233333333333335
1,Sardinero,1,5,2000-01-01 09:10:00,1.8466666666666665
16,Sardinero,3,6,2000-01-01 09:40:00,-0.06
2,Sardinero,1,7,2000-01-01 10:10:00,0.27
29,Sardinero,109,1,2000-01-01 10:41:00,1.5966666666666665
17,Sardinero,3,8,2000-01-01 11:10:00,-0.12999999999999998
3,Sardinero,1,9,2000-01-01 11:40:00,2.0999999999999996
18,Sardinero,3,10,2000-01-01 12:10:00,2.2066666666666666
4,Sardinero,1,11,2000-01-01 12:40:00,1.396666666666667
19,Sardinero,3,12,2000-01-01 13:10:00,0.32666666666666666
5,Sardinero,1,13,2000-01-01 13:40:00,2.0966666666666667
20,Sardinero,3,14,2000-01-01 14:10:00,0.20999999999999996
6,Sardinero,1,15,2000-01-01 14:37:00,3.3566666666666665
21,Sardinero,4,2,2000-01-01 15:10:00,0.16333333333333336
7,Sardinero,2,3,2000-01-01 15:40:00,0.5866666666666667
22,Sardinero,4,4,2000-01-01 16:10:00,0.1900000000000001
8,Sardinero,2,5,2000-01-01 16:40:00,0.5433333333333332
23,Sardinero,4,6,2000-01-01 17:10:00,0.6933333333333334
9,Sardinero,2,7,2000-01-01 17:40:00,-0.29
28,Sardinero,104,2,2000-01-01 18:11:00,-1.3833333333333333
24,Sardinero,4,8,2000-01-01 18:40:00,1.5733333333333335
10,Sardinero,2,9,2000-01-01 19:10:00,1.1366666666666667
25,Sardinero,4,10,2000-01-01 19:40:00,0.15999999999999998
11,Sardinero,2,11,2000-01-01 20:10:00,0.5866666666666667
26,Sardinero,4,12,2000-01-01 20:40:00,-0.33000000000000007
12,Sardinero,2,13,2000-01-01 21:10:00,-1.726666666666667
27,Sardinero,4,14,2000-01-01 21:40:00,-2.663333333333333
13,Sardinero,2,15,2000-01-01 22:10:00,-3.2266666666666666
