,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-1.5133333333333332
0,Sardinero,1,3,2000-01-01 08:10:00,-2.163333333333333
15,Sardinero,3,4,2000-01-01 08:40:00,0.12000000000000002
1,Sardinero,1,5,2000-01-01 09:10:00,0.9066666666666666
16,Sardinero,3,6,2000-01-01 09:40:00,-0.5433333333333333
2,Sardinero,1,7,2000-01-01 10:10:00,-0.44000000000000006
29,Sardinero,109,1,2000-01-01 10:41:00,-0.9966666666666668
17,Sardinero,3,8,2000-01-01 11:10:00,0.9
3,Sardinero,1,9,2000-01-01 11:40:00,-0.4733333333333333
18,Sardinero,3,10,2000-01-01 12:10:00,1.1366666666666667
4,Sardinero,1,11,2000-01-01 12:40:00,1.43
19,Sardinero,3,12,2000-01-01 13:10:00,1.0633333333333332
5,Sardinero,1,13,2000-01-01 13:40:00,-0.5633333333333332
20,Sardinero,3,14,2000-01-01 14:10:00,-1.6733333333333333
6,Sardinero,1,15,2000-01-01 14:37:00,3.03
21,Sardinero,4,2,2000-01-01 15:10:00,0.29333333333333333
7,Sardinero,2,3,2000-01-01 15:40:00,0.33000000000000007
22,Sardinero,4,4,2000-01-01 16:10:00,1.0333333333333332
8,Sardinero,2,5,2000-01-01 16:40:00,2.9466666666666663
23,Sardinero,4,6,2000-01-01 17:10:00,1.4
9,Sardinero,2,7,2000-01-01 17:40:00,1.0041666666666667
28,Sardinero,104,2,2000-01-01 18:11:00,-0.9866666666666667
24,Sardinero,4,8,2000-01-01 18:40:00,2.52
10,Sardinero,2,9,2000-01-01 19:10:00,1.603333333333333
25,Sardinero,4,10,2000-01-01 19:40:00,1.7600000000000002
11,Sardinero,2,11,2000-01-01 20:10:00,2.5625
26,Sardinero,4,12,2000-01-01 20:40:00,2.1366666666666667
12,Sardinero,2,13,2000-01-01 21:10:00,0.6366666666666668
27,Sardinero,4,14,2000-01-01 21:40:00,-1.7100000000000002
13,Sardinero,2,15,2000-01-01 22:10:00,-0.043333333333333356
