,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-1.7899999999999998
0,Sardinero,1,3,2000-01-01 08:10:00,-1.2066666666666666
15,Sardinero,3,4,2000-01-01 08:40:00,-1.2766666666666666
1,Sardinero,1,5,2000-01-01 09:10:00,-0.5366666666666666
16,Sardinero,3,6,2000-01-01 09:40:00,-1.903333333333333
2,Sardinero,1,7,2000-01-01 10:10:00,0.18333333333333335
29,Sardinero,109,1,2000-01-01 10:41:00,0.2333333333333333
17,Sardinero,3,8,2000-01-01 11:10:00,0.5133333333333333
3,Sardinero,1,9,2000-01-01 11:40:00,0.45333333333333325
18,Sardinero,3,10,2000-01-01 12:10:00,1.0633333333333332
4,Sardinero,1,11,2000-01-01 12:40:00,0.8366666666666667
19,Sardinero,3,12,2000-01-01 13:10:00,1.8399999999999999
5,Sardinero,1,13,2000-01-01 13:40:00,0.3333333333333333
20,Sardinero,3,14,2000-01-01 14:10:00,-0.13
6,Sardinero,1,15,2000-01-01 14:37:00,2.19
21,Sardinero,4,2,2000-01-01 15:10:00,0.5533333333333333
7,Sardinero,2,3,2000-01-01 15:40:00,3.8033333333333332
22,Sardinero,4,4,2000-01-01 16:10:00,-0.5333333333333334
8,Sardinero,2,5,2000-01-01 16:40:00,3.0100000000000002
23,Sardinero,4,6,2000-01-01 17:10:00,1.5333333333333332
9,Sardinero,2,7,2000-01-01 17:40:00,1.8833333333333335
28,Sardinero,104,2,2000-01-01 18:11:00,0.42000000000000004
24,Sardinero,4,8,2000-01-01 18:40:00,2.72
10,Sardinero,2,9,2000-01-01 19:10:00,4.746666666666667
25,Sardinero,4,10,2000-01-01 19:40:00,2.3266666666666667
11,Sardinero,2,11,2000-01-01 20:10:00,4.4
26,Sardinero,4,12,2000-01-01 20:40:00,0.8033333333333333
12,Sardinero,2,13,2000-01-01 21:10:00,2.33
27,Sardinero,4,14,2000-01-01 21:40:00,-0.9833333333333332
13,Sardinero,2,15,2000-01-01 22:10:00,0.8733333333333333
