,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-2.826666666666667
0,Sardinero,1,3,2000-01-01 08:10:00,-2.5433333333333334
15,Sardinero,3,4,2000-01-01 08:40:00,-2.013333333333333
1,Sardinero,1,5,2000-01-01 09:10:00,0.44000000000000006
16,Sardinero,3,6,2000-01-01 09:40:00,-1.4966666666666666
2,Sardinero,1,7,2000-01-01 10:10:00,0.9166666666666666
29,Sardinero,109,1,2000-01-01 10:41:00,0.5866666666666667
17,Sardinero,3,8,2000-01-01 11:10:00,0.7
3,Sardinero,1,9,2000-01-01 11:40:00,0.41666666666666663
18,Sardinero,3,10,2000-01-01 12:10:00,0.2533333333333333
4,Sardinero,1,11,2000-01-01 12:40:00,-0.34000000000000014
19,Sardinero,3,12,2000-01-01 13:10:00,-0.6233333333333333
5,Sardinero,1,13,2000-01-01 13:40:00,0.9133333333333333
20,Sardinero,3,14,2000-01-01 14:10:00,-2.0633333333333335
6,Sardinero,1,15,2000-01-01 14:37:00,1.23
21,Sardinero,4,2,2000-01-01 15:10:00,0.7533333333333333
7,Sardinero,2,3,2000-01-01 15:40:00,-2.0933333333333333
22,Sardinero,4,4,2000-01-01 16:10:00,0.4666666666666667
8,Sardinero,2,5,2000-01-01 16:40:00,-1.3433333333333333
23,Sardinero,4,6,2000-01-01 17:10:00,1.7033333333333331
9,Sardinero,2,7,2000-01-01 17:40:00,-0.5233333333333333
28,Sardinero,104,2,2000-01-01 18:11:00,0.29999999999999993
24,Sardinero,4,8,2000-01-01 18:40:00,1.69
10,Sardinero,2,9,2000-01-01 19:10:00,0.2666666666666666
25,Sardinero,4,10,2000-01-01 19:40:00,2.54
11,Sardinero,2,11,2000-01-01 20:10:00,1.5933333333333333
26,Sardinero,4,12,2000-01-01 20:40:00,2.32
12,Sardinero,2,13,2000-01-01 21:10:00,-1.6666666666666665
27,Sardinero,4,14,2000-01-01 21:40:00,0.8033333333333335
13,Sardinero,2,15,2000-01-01 22:10:00,-4.106666666666667
