,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-3.4266666666666667
0,Sardinero,1,3,2000-01-01 08:10:00,-3.906666666666667
15,Sardinero,3,4,2000-01-01 08:40:00,-1.8333333333333333
1,Sardinero,1,5,2000-01-01 09:10:00,-1.4366666666666668
16,Sardinero,3,6,2000-01-01 09:40:00,-0.9633333333333333
2,Sardinero,1,7,2000-01-01 10:10:00,0.1
29,Sardinero,109,1,2000-01-01 10:41:00,-0.5333333333333333
17,Sardinero,3,8,2000-01-01 11:10:00,-0.2533333333333333
3,Sardinero,1,9,2000-01-01 11:40:00,2.0266666666666664
18,Sardinero,3,10,2000-01-01 12:10:00,0.9333333333333333
4,Sardinero,1,11,2000-01-01 12:40:00,1.1958333333333333
19,Sardinero,3,12,2000-01-01 13:10:00,0.6699999999999999
5,Sardinero,1,13,2000-01-01 13:40:00,-1.3458333333333332
20,Sardinero,3,14,2000-01-01 14:10:00,-0.06333333333333328
6,Sardinero,1,15,2000-01-01 14:37:00,0.22666666666666666
21,Sardinero,4,2,2000-01-01 15:10:00,-0.8066666666666666
7,Sardinero,2,3,2000-01-01 15:40:00,-2.4366666666666665
22,Sardinero,4,4,2000-01-01 16:10:00,-1.0133333333333332
8,Sardinero,2,5,2000-01-01 16:40:00,-1.6400000000000001
23,Sardinero,4,6,2000-01-01 17:10:00,-1.6333333333333335
9,Sardinero,2,7,2000-01-01 17:40:00,0.053333333333333253
28,Sardinero,104,2,2000-01-01 18:11:00,0.009999999999999964
24,Sardinero,4,8,2000-01-01 18:40:00,0.47000000000000003
10,Sardinero,2,9,2000-01-01 19:10:00,0.09000000000000004
25,Sardinero,4,10,2000-01-01 19:40:00,1.0966666666666667
11,Sardinero,2,11,2000-01-01 20:10:00,0.72
26,Sardinero,4,12,2000-01-01 20:40:00,1.1866666666666663
12,Sardinero,2,13,2000-01-01 21:10:00,-1.9633333333333334
27,Sardinero,4,14,2000-01-01 21:40:00,-2.066666666666667
13,Sardinero,2,15,2000-01-01 22:10:00,-2.81
