,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
14,Sardinero,3,2,2000-01-01 07:40:00,-3.1208333333333336
0,Sardinero,1,3,2000-01-01 08:10:00,-2.895833333333333
15,Sardinero,3,4,2000-01-01 08:40:00,-2.2375
1,Sardinero,1,5,2000-01-01 09:10:00,-1.025
16,Sardinero,3,6,2000-01-01 09:40:00,0.5166666666666667
2,Sardinero,1,7,2000-01-01 10:10:00,-0.9124999999999999
29,Sardinero,109,1,2000-01-01 10:41:00,-0.05416666666666667
17,Sardinero,3,8,2000-01-01 11:10:00,-0.10833333333333328
3,Sardinero,1,9,2000-01-01 11:40:00,-0.06666666666666667
18,Sardinero,3,10,2000-01-01 12:10:00,0.2625
4,Sardinero,1,11,2000-01-01 12:40:00,0.40416666666666673
19,Sardinero,3,12,2000-01-01 13:10:00,-1.0944444444444443
5,Sardinero,1,13,2000-01-01 13:40:00,1.5541666666666667
20,Sardinero,3,14,2000-01-01 14:10:00,0.08333333333333343
6,Sardinero,1,15,2000-01-01 14:37:00,2.025
21,Sardinero,4,2,2000-01-01 15:10:00,-0.48333333333333334
7,Sardinero,2,3,2000-01-01 15:40:00,1.325
22,Sardinero,4,4,2000-01-01 16:10:00,-0.37083333333333335
8,Sardinero,2,5,2000-01-01 16:40:00,0.8374999999999999
23,Sardinero,4,6,2000-01-01 17:10:00,-0.5166666666666666
9,Sardinero,2,7,2000-01-01 17:40:00,1.6375
28,Sardinero,104,2,2000-01-01 18:11:00,0.725
24,Sardinero,4,8,2000-01-01 18:40:00,1.3541666666666665
10,Sardinero,2,9,2000-01-01 19:10:00,2.5041666666666664
25,Sardinero,4,10,2000-01-01 19:40:00,-1.1291666666666667
11,Sardinero,2,11,2000-01-01 20:10:00,1.3708333333333333
26,Sardinero,4,12,2000-01-01 20:40:00,-1.2833333333333332
12,Sardinero,2,13,2000-01-01 21:10:00,1.9333333333333331
27,Sardinero,4,14,2000-01-01 21:40:00,-1.4249999999999998
13,Sardinero,2,15,2000-01-01 22:10:00,-0.7374999999999999
