,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,20,2018-07-19 07:38:41,2018-07-19 07:46:40,0 days 00:07:59.000000000,0,1,7.983333333333333,7.38
1,20,20,2018-07-19 08:10:00,2018-07-19 08:17:08,0 days 00:07:08.000000000,0,1,7.133333333333334,8.1
2,20,20,2018-07-19 08:40:00,2018-07-19 08:46:27,0 days 00:06:27.000000000,0,1,6.45,8.4
3,20,20,2018-07-19 09:07:55,2018-07-19 09:17:15,0 days 00:09:20.000000000,0,1,9.333333333333334,9.07
4,20,20,2018-07-19 09:38:21,2018-07-19 09:46:46,0 days 00:08:25.000000000,0,1,8.416666666666666,9.38
6,20,20,2018-07-19 10:09:09,2018-07-19 10:17:53,0 days 00:08:44.000000000,0,1,8.733333333333333,10.09
7,20,9,2018-07-19 10:27:59,2018-07-19 10:31:53,0 days 00:03:54.000000000,0,0,3.9,10.27
8,20,20,2018-07-19 10:41:19,2018-07-19 10:49:01,0 days 00:07:42.000000000,0,1,7.7,10.41
10,20,20,2018-07-19 11:09:35,2018-07-19 11:16:00,0 days 00:06:25.000000000,0,1,6.416666666666667,11.09
11,20,9,2018-07-19 11:29:35,2018-07-19 11:32:02,0 days 00:02:27.000000000,0,0,2.45,11.29
13,20,9,2018-07-19 11:58:45,2018-07-19 12:02:00,0 days 00:03:15.000000000,0,0,3.25,11.58
14,20,20,2018-07-19 12:10:00,2018-07-19 12:16:59,0 days 00:06:59.000000000,0,1,6.983333333333333,12.1
15,20,9,2018-07-19 12:31:08,2018-07-19 12:35:21,0 days 00:04:13.000000000,0,0,4.216666666666667,12.31
17,20,20,2018-07-19 13:09:31,2018-07-19 13:19:06,0 days 00:09:35.000000000,0,1,9.583333333333334,13.09
18,20,20,2018-07-19 13:39:32,2018-07-19 13:46:35,0 days 00:07:03.000000000,0,1,7.05,13.39
19,20,20,2018-07-19 14:08:40,2018-07-19 14:16:23,0 days 00:07:43.000000000,0,1,7.716666666666667,14.08
20,20,20,2018-07-19 14:37:00,2018-07-19 14:46:04,0 days 00:09:04.000000000,0,1,9.066666666666666,14.37
21,20,20,2018-07-19 15:13:09,2018-07-19 15:16:30,0 days 00:03:21.000000000,0,0,3.35,15.13
22,20,20,2018-07-19 15:38:12,2018-07-19 15:46:23,0 days 00:08:11.000000000,0,1,8.183333333333334,15.38
23,20,9,2018-07-19 15:57:11,2018-07-19 16:02:14,0 days 00:05:03.000000000,0,0,5.05,15.57
24,20,20,2018-07-19 16:08:08,2018-07-19 16:17:40,0 days 00:09:32.000000000,0,1,9.533333333333333,16.08
25,20,9,2018-07-19 16:27:57,2018-07-19 16:31:56,0 days 00:03:59.000000000,0,0,3.9833333333333334,16.27
26,20,20,2018-07-19 16:40:00,2018-07-19 16:46:04,0 days 00:06:04.000000000,0,1,6.066666666666666,16.4
27,20,9,2018-07-19 16:58:20,2018-07-19 17:02:48,0 days 00:04:28.000000000,0,0,4.466666666666667,16.58
29,20,9,2018-07-19 17:26:14,2018-07-19 17:31:53,0 days 00:05:39.000000000,0,0,5.65,17.26
30,20,20,2018-07-19 17:41:33,2018-07-19 17:46:00,0 days 00:04:27.000000000,0,0,4.45,17.41
31,20,9,2018-07-19 17:56:00,2018-07-19 18:02:52,0 days 00:06:52.000000000,0,1,6.866666666666666,17.56
33,20,9,2018-07-19 18:28:52,2018-07-19 18:34:08,0 days 00:05:16.000000000,0,0,5.266666666666667,18.28
