,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,9,2018-06-01 07:28:53,2018-06-01 07:20:44,0 days 00:08:09.000000000,0,1,8.15,7.28
1,20,20,2018-06-01 07:44:18,2018-06-01 07:37:00,0 days 00:07:18.000000000,0,1,7.3,7.44
3,20,20,2018-06-01 08:14:11,2018-06-01 08:09:24,0 days 00:04:47.000000000,0,0,4.783333333333333,8.14
5,20,20,2018-06-01 08:44:38,2018-06-01 08:38:29,0 days 00:06:09.000000000,0,1,6.15,8.44
7,20,20,2018-06-01 09:16:58,2018-06-01 09:06:58,0 days 00:10:00.000000000,0,1,10.0,9.16
10,20,20,2018-06-01 09:44:05,2018-06-01 09:39:10,0 days 00:04:55.000000000,0,0,4.916666666666667,9.44
11,8,8,2018-06-01 09:46:30,2018-06-01 09:39:10,0 days 00:07:20.000000000,0,1,7.333333333333333,9.46
13,8,8,2018-06-01 10:00:19,2018-06-01 09:54:38,0 days 00:05:41.000000000,0,0,5.683333333333334,10.0
14,20,20,2018-06-01 10:15:08,2018-06-01 10:07:35,0 days 00:07:33.000000000,0,1,7.55,10.15
15,8,8,2018-06-01 10:15:42,2018-06-01 10:07:35,0 days 00:08:07.000000000,0,1,8.116666666666667,10.15
16,20,9,2018-06-01 10:31:08,2018-06-01 10:22:40,0 days 00:08:28.000000000,0,1,8.466666666666667,10.31
17,8,8,2018-06-01 10:30:40,2018-06-01 10:22:40,0 days 00:08:00.000000000,0,1,8.0,10.3
18,20,20,2018-06-01 10:48:05,2018-06-01 10:39:04,0 days 00:09:01.000000000,0,1,9.016666666666667,10.48
19,8,8,2018-06-01 10:46:29,2018-06-01 10:39:04,0 days 00:07:25.000000000,0,1,7.416666666666667,10.46
20,20,9,2018-06-01 11:01:58,2018-06-01 10:54:41,0 days 00:07:17.000000000,0,1,7.283333333333333,11.01
21,8,8,2018-06-01 11:00:42,2018-06-01 10:54:41,0 days 00:06:01.000000000,0,1,6.016666666666667,11.0
23,8,8,2018-06-01 11:31:55,2018-06-01 11:24:19,0 days 00:07:36.000000000,0,1,7.6,11.31
