,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,9,2018-07-27 07:28:42,2018-07-27 07:18:43,0 days 00:09:59.000000000,0,1,9.983333333333333,7.28
1,20,20,2018-07-27 07:44:09,2018-07-27 07:35:26,0 days 00:08:43.000000000,0,1,8.716666666666667,7.44
3,20,20,2018-07-27 08:14:00,2018-07-27 08:09:00,0 days 00:05:00.000000000,0,0,5.0,8.14
5,20,20,2018-07-27 08:44:00,2018-07-27 08:42:00,0 days 00:02:00.000000000,0,0,2.0,8.44
7,20,20,2018-07-27 09:14:00,2018-07-27 09:12:00,0 days 00:02:00.000000000,0,0,2.0,9.14
10,20,20,2018-07-27 09:44:00,2018-07-27 09:41:00,0 days 00:03:00.000000000,0,0,3.0,9.44
11,8,8,2018-07-27 09:44:00,2018-07-27 09:41:00,0 days 00:03:00.000000000,0,0,3.0,9.44
12,20,9,2018-07-27 09:59:00,2018-07-27 09:55:00,0 days 00:04:00.000000000,0,0,4.0,9.59
13,8,8,2018-07-27 09:59:00,2018-07-27 09:55:00,0 days 00:04:00.000000000,0,0,4.0,9.59
14,20,20,2018-07-27 10:14:00,2018-07-27 10:10:00,0 days 00:04:00.000000000,0,0,4.0,10.14
15,8,8,2018-07-27 10:14:00,2018-07-27 10:10:00,0 days 00:04:00.000000000,0,0,4.0,10.14
16,20,9,2018-07-27 10:29:00,2018-07-27 10:25:00,0 days 00:04:00.000000000,0,0,4.0,10.29
17,8,8,2018-07-27 10:29:00,2018-07-27 10:25:00,0 days 00:04:00.000000000,0,0,4.0,10.29
18,20,20,2018-07-27 10:44:00,2018-07-27 10:40:00,0 days 00:04:00.000000000,0,0,4.0,10.44
19,8,8,2018-07-27 10:44:00,2018-07-27 10:40:00,0 days 00:04:00.000000000,0,0,4.0,10.44
20,20,9,2018-07-27 10:59:00,2018-07-27 10:55:00,0 days 00:04:00.000000000,0,0,4.0,10.59
21,8,8,2018-07-27 10:59:00,2018-07-27 10:55:00,0 days 00:04:00.000000000,0,0,4.0,10.59
22,20,20,2018-07-27 11:14:00,2018-07-27 11:11:00,0 days 00:03:00.000000000,0,0,3.0,11.14
23,8,8,2018-07-27 11:14:00,2018-07-27 11:11:00,0 days 00:03:00.000000000,0,0,3.0,11.14
24,20,9,2018-07-27 11:29:00,2018-07-27 11:25:00,0 days 00:04:00.000000000,0,0,4.0,11.29
25,8,8,2018-07-27 11:29:00,2018-07-27 11:25:00,0 days 00:04:00.000000000,0,0,4.0,11.29
26,20,9,2018-07-27 11:59:00,2018-07-27 11:57:00,0 days 00:02:00.000000000,0,0,2.0,11.59
27,8,8,2018-07-27 11:59:00,2018-07-27 11:57:00,0 days 00:02:00.000000000,0,0,2.0,11.59
28,20,20,2018-07-27 12:14:00,2018-07-27 12:12:00,0 days 00:02:00.000000000,0,0,2.0,12.14
29,8,8,2018-07-27 12:14:00,2018-07-27 12:12:00,0 days 00:02:00.000000000,0,0,2.0,12.14
30,20,9,2018-07-27 12:29:00,2018-07-27 12:28:00,0 days 00:01:00.000000000,0,0,1.0,12.29
31,8,8,2018-07-27 12:29:00,2018-07-27 12:28:00,0 days 00:01:00.000000000,0,0,1.0,12.29
32,20,20,2018-07-27 12:44:00,2018-07-27 12:43:00,0 days 00:01:00.000000000,0,0,1.0,12.44
33,8,8,2018-07-27 12:44:00,2018-07-27 12:43:00,0 days 00:01:00.000000000,0,0,1.0,12.44
