,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,20,2018-06-21 07:39:27,2018-06-21 07:46:41,0 days 00:07:14.000000000,0,1,7.233333333333333,7.39
2,20,20,2018-06-21 08:40:00,2018-06-21 08:46:17,0 days 00:06:17.000000000,0,1,6.283333333333333,8.4
3,20,20,2018-06-21 09:12:42,2018-06-21 09:18:42,0 days 00:06:00.000000000,0,0,6.0,9.12
4,20,20,2018-06-21 09:39:22,2018-06-21 09:47:31,0 days 00:08:09.000000000,0,1,8.15,9.39
5,20,9,2018-06-21 09:59:10,2018-06-21 10:01:00,0 days 00:01:50.000000000,0,0,1.8333333333333333,9.59
6,20,20,2018-06-21 10:09:48,2018-06-21 10:18:30,0 days 00:08:42.000000000,0,1,8.7,10.09
7,20,9,2018-06-21 10:29:57,2018-06-21 10:32:00,0 days 00:02:03.000000000,0,0,2.05,10.29
8,20,20,2018-06-21 10:42:38,2018-06-21 10:48:13,0 days 00:05:35.000000000,0,0,5.583333333333333,10.42
9,20,9,2018-06-21 10:57:49,2018-06-21 11:02:54,0 days 00:05:05.000000000,0,0,5.083333333333333,10.57
11,20,9,2018-06-21 11:32:25,2018-06-21 11:32:31,0 days 00:00:06.000000000,0,0,0.1,11.32
12,20,20,2018-06-21 11:41:24,2018-06-21 11:48:42,0 days 00:07:18.000000000,0,1,7.3,11.41
13,20,9,2018-06-21 11:59:51,2018-06-21 12:02:02,0 days 00:02:11.000000000,0,0,2.183333333333333,11.59
14,20,20,2018-06-21 12:12:41,2018-06-21 12:17:54,0 days 00:05:13.000000000,0,0,5.216666666666667,12.12
15,20,9,2018-06-21 12:31:48,2018-06-21 12:31:59,0 days 00:00:11.000000000,0,0,0.18333333333333332,12.31
16,20,20,2018-06-21 12:41:02,2018-06-21 12:47:37,0 days 00:06:35.000000000,0,1,6.583333333333333,12.41
17,20,20,2018-06-21 13:10:51,2018-06-21 13:16:27,0 days 00:05:36.000000000,0,0,5.6,13.1
18,20,20,2018-06-21 13:40:22,2018-06-21 13:46:26,0 days 00:06:04.000000000,0,1,6.066666666666666,13.4
19,20,20,2018-06-21 14:11:09,2018-06-21 14:17:19,0 days 00:06:10.000000000,0,1,6.166666666666667,14.11
20,20,20,2018-06-21 14:40:03,2018-06-21 14:46:36,0 days 00:06:33.000000000,0,1,6.55,14.4
22,20,20,2018-06-21 15:41:14,2018-06-21 15:47:13,0 days 00:05:59.000000000,0,0,5.983333333333333,15.41
23,20,9,2018-06-21 15:57:27,2018-06-21 16:02:09,0 days 00:04:42.000000000,0,0,4.7,15.57
24,20,20,2018-06-21 16:07:04,2018-06-21 16:15:54,0 days 00:08:50.000000000,0,1,8.833333333333334,16.07
25,20,9,2018-06-21 16:28:16,2018-06-21 16:31:53,0 days 00:03:37.000000000,0,0,3.6166666666666667,16.28
26,20,20,2018-06-21 16:39:58,2018-06-21 16:46:51,0 days 00:06:53.000000000,0,1,6.883333333333334,16.39
27,20,9,2018-06-21 16:59:07,2018-06-21 17:01:49,0 days 00:02:42.000000000,0,0,2.7,16.59
28,20,20,2018-06-21 17:08:43,2018-06-21 17:16:40,0 days 00:07:57.000000000,0,1,7.95,17.08
29,20,9,2018-06-21 17:26:34,2018-06-21 17:32:05,0 days 00:05:31.000000000,0,0,5.516666666666667,17.26
