,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
1,13,14,2018-07-18 07:33:29,2018-07-18 07:39:09,0 days 00:05:40.000000000,0,0,5.666666666666667,7.33
2,13,13,2018-07-18 07:47:53,2018-07-18 07:53:55,0 days 00:06:02.000000000,0,1,6.033333333333333,7.47
3,13,14,2018-07-18 08:04:32,2018-07-18 08:08:50,0 days 00:04:18.000000000,0,0,4.3,8.04
4,13,13,2018-07-18 08:18:12,2018-07-18 08:25:37,0 days 00:07:25.000000000,0,1,7.416666666666667,8.18
5,13,14,2018-07-18 08:30:59,2018-07-18 08:39:45,0 days 00:08:46.000000000,0,1,8.766666666666667,8.3
6,13,13,2018-07-18 08:48:19,2018-07-18 08:53:29,0 days 00:05:10.000000000,0,0,5.166666666666667,8.48
7,13,14,2018-07-18 09:02:34,2018-07-18 09:08:54,0 days 00:06:20.000000000,0,1,6.333333333333333,9.02
8,13,13,2018-07-18 09:19:21,2018-07-18 09:23:30,0 days 00:04:09.000000000,0,0,4.15,9.19
9,13,14,2018-07-18 09:47:47,2018-07-18 09:54:43,0 days 00:06:56.000000000,0,1,6.933333333333334,9.47
10,13,13,2018-07-18 09:50:54,2018-07-18 09:54:43,0 days 00:03:49.000000000,0,0,3.816666666666667,9.5
11,13,14,2018-07-18 10:17:52,2018-07-18 10:23:34,0 days 00:05:42.000000000,0,0,5.7,10.17
12,13,13,2018-07-18 10:34:00,2018-07-18 10:38:32,0 days 00:04:32.000000000,0,0,4.533333333333333,10.34
13,13,13,2018-07-18 11:03:38,2018-07-18 11:08:44,0 days 00:05:06.000000000,0,0,5.1,11.03
14,13,14,2018-07-18 11:04:05,2018-07-18 11:08:44,0 days 00:04:39.000000000,0,0,4.65,11.04
15,13,14,2018-07-18 11:31:26,2018-07-18 11:38:37,0 days 00:07:11.000000000,0,1,7.183333333333334,11.31
16,13,13,2018-07-18 11:48:00,2018-07-18 11:49:25,0 days 00:01:25.000000000,0,0,1.4166666666666667,11.48
17,13,14,2018-07-18 12:05:10,2018-07-18 12:09:24,0 days 00:04:14.000000000,0,0,4.233333333333333,12.05
18,13,13,2018-07-18 12:18:48,2018-07-18 12:26:03,0 days 00:07:15.000000000,0,1,7.25,12.18
20,13,13,2018-07-18 12:48:20,2018-07-18 12:54:31,0 days 00:06:11.000000000,0,1,6.183333333333334,12.48
21,13,14,2018-07-18 12:49:49,2018-07-18 12:54:31,0 days 00:04:42.000000000,0,0,4.7,12.49
22,13,13,2018-07-18 13:17:28,2018-07-18 13:23:00,0 days 00:05:32.000000000,0,0,5.533333333333333,13.17
