,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,20,2018-06-19 07:41:59,2018-06-19 07:46:00,0 days 00:04:01.000000000,0,0,4.016666666666667,7.41
1,20,20,2018-06-19 08:09:35,2018-06-19 08:16:00,0 days 00:06:25.000000000,0,1,6.416666666666667,8.09
2,20,20,2018-06-19 08:41:51,2018-06-19 08:46:00,0 days 00:04:09.000000000,0,0,4.15,8.41
3,20,20,2018-06-19 09:12:58,2018-06-19 09:18:03,0 days 00:05:05.000000000,0,0,5.083333333333333,9.12
4,20,20,2018-06-19 09:42:49,2018-06-19 09:47:49,0 days 00:05:00.000000000,0,0,5.0,9.42
5,20,9,2018-06-19 09:59:15,2018-06-19 10:02:28,0 days 00:03:13.000000000,0,0,3.216666666666667,9.59
6,20,20,2018-06-19 10:07:53,2018-06-19 10:17:27,0 days 00:09:34.000000000,0,1,9.566666666666666,10.07
8,20,20,2018-06-19 10:42:43,2018-06-19 10:46:00,0 days 00:03:17.000000000,0,0,3.283333333333333,10.42
9,20,9,2018-06-19 10:59:31,2018-06-19 11:01:38,0 days 00:02:07.000000000,0,0,2.1166666666666667,10.59
10,20,20,2018-06-19 11:13:36,2018-06-19 11:17:25,0 days 00:03:49.000000000,0,0,3.816666666666667,11.13
11,20,9,2018-06-19 11:30:39,2018-06-19 11:33:21,0 days 00:02:42.000000000,0,0,2.7,11.3
12,20,20,2018-06-19 11:39:21,2018-06-19 11:46:48,0 days 00:07:27.000000000,0,1,7.45,11.39
13,20,9,2018-06-19 11:59:47,2018-06-19 12:02:58,0 days 00:03:11.000000000,0,0,3.183333333333333,11.59
14,20,20,2018-06-19 12:14:33,2018-06-19 12:16:00,0 days 00:01:27.000000000,0,0,1.45,12.14
15,20,9,2018-06-19 12:29:40,2018-06-19 12:32:05,0 days 00:02:25.000000000,0,0,2.4166666666666665,12.29
16,20,20,2018-06-19 12:40:21,2018-06-19 12:46:15,0 days 00:05:54.000000000,0,0,5.9,12.4
17,20,20,2018-06-19 13:14:35,2018-06-19 13:16:44,0 days 00:02:09.000000000,0,0,2.15,13.14
18,20,20,2018-06-19 13:40:00,2018-06-19 13:46:25,0 days 00:06:25.000000000,0,1,6.416666666666667,13.4
19,20,20,2018-06-19 14:13:16,2018-06-19 14:16:54,0 days 00:03:38.000000000,0,0,3.6333333333333333,14.13
20,20,20,2018-06-19 14:37:00,2018-06-19 14:46:00,0 days 00:09:00.000000000,0,1,9.0,14.37
21,20,20,2018-06-19 15:10:00,2018-06-19 15:17:03,0 days 00:07:03.000000000,0,1,7.05,15.1
22,20,20,2018-06-19 15:40:00,2018-06-19 15:46:21,0 days 00:06:21.000000000,0,1,6.35,15.4
23,20,9,2018-06-19 15:58:17,2018-06-19 16:02:10,0 days 00:03:53.000000000,0,0,3.8833333333333333,15.58
24,20,20,2018-06-19 16:09:37,2018-06-19 16:18:28,0 days 00:08:51.000000000,0,1,8.85,16.09
25,20,9,2018-06-19 16:28:14,2018-06-19 16:32:14,0 days 00:04:00.000000000,0,0,4.0,16.28
26,20,20,2018-06-19 16:40:00,2018-06-19 16:46:00,0 days 00:06:00.000000000,0,0,6.0,16.4
27,20,9,2018-06-19 16:57:44,2018-06-19 17:01:56,0 days 00:04:12.000000000,0,0,4.2,16.57
28,20,20,2018-06-19 17:10:00,2018-06-19 17:16:00,0 days 00:06:00.000000000,0,0,6.0,17.1
29,20,9,2018-06-19 17:29:24,2018-06-19 17:30:44,0 days 00:01:20.000000000,0,0,1.3333333333333333,17.29
30,20,20,2018-06-19 17:40:00,2018-06-19 17:46:00,0 days 00:06:00.000000000,0,0,6.0,17.4
31,20,9,2018-06-19 17:58:05,2018-06-19 18:00:54,0 days 00:02:49.000000000,0,0,2.816666666666667,17.58
32,20,9,2018-06-19 18:28:34,2018-06-19 18:31:56,0 days 00:03:22.000000000,0,0,3.3666666666666667,18.28
33,20,20,2018-06-19 18:42:26,2018-06-19 18:47:22,0 days 00:04:56.000000000,0,0,4.933333333333334,18.42
34,20,9,2018-06-19 18:59:19,2018-06-19 19:01:32,0 days 00:02:13.000000000,0,0,2.216666666666667,18.59
36,20,9,2018-06-19 19:27:58,2018-06-19 19:31:00,0 days 00:03:02.000000000,0,0,3.033333333333333,19.27
37,20,20,2018-06-19 19:40:00,2018-06-19 19:46:36,0 days 00:06:36.000000000,0,1,6.6,19.4
38,20,9,2018-06-19 19:59:12,2018-06-19 20:01:36,0 days 00:02:24.000000000,0,0,2.4,19.59
39,20,20,2018-06-19 20:10:00,2018-06-19 20:16:41,0 days 00:06:41.000000000,0,1,6.683333333333334,20.1
40,20,9,2018-06-19 20:26:41,2018-06-19 20:31:00,0 days 00:04:19.000000000,0,0,4.316666666666666,20.26
