,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,3,3,2018-04-17 10:02:29,2018-04-17 10:08:27,0 days 00:05:58.000000000,0,0,5.966666666666667,10.02
1,3,3,2018-04-17 10:17:30,2018-04-17 10:24:15,0 days 00:06:45.000000000,0,1,6.75,10.17
2,3,3,2018-04-17 10:34:11,2018-04-17 10:38:51,0 days 00:04:40.000000000,0,0,4.666666666666667,10.34
3,3,3,2018-04-17 10:50:07,2018-04-17 10:54:18,0 days 00:04:11.000000000,0,0,4.183333333333334,10.5
4,3,3,2018-04-17 11:05:09,2018-04-17 11:09:03,0 days 00:03:54.000000000,0,0,3.9,11.05
5,3,3,2018-04-17 11:16:55,2018-04-17 11:24:11,0 days 00:07:16.000000000,0,1,7.266666666666667,11.16
6,3,3,2018-04-17 11:32:20,2018-04-17 11:40:01,0 days 00:07:41.000000000,0,1,7.683333333333334,11.32
7,3,3,2018-04-17 11:46:50,2018-04-17 11:53:20,0 days 00:06:30.000000000,0,1,6.5,11.46
8,3,3,2018-04-17 12:04:08,2018-04-17 12:09:41,0 days 00:05:33.000000000,0,0,5.55,12.04
9,3,3,2018-04-17 12:18:51,2018-04-17 12:24:14,0 days 00:05:23.000000000,0,0,5.383333333333334,12.18
10,3,3,2018-04-17 16:35:09,2018-04-17 16:38:28,0 days 00:03:19.000000000,0,0,3.316666666666667,16.35
11,3,3,2018-04-17 16:48:35,2018-04-17 16:54:19,0 days 00:05:44.000000000,0,0,5.733333333333333,16.48
12,3,3,2018-04-17 17:06:06,2018-04-17 17:08:13,0 days 00:02:07.000000000,0,0,2.1166666666666667,17.06
13,3,3,2018-04-17 17:18:40,2018-04-17 17:28:39,0 days 00:09:59.000000000,0,1,9.983333333333333,17.18
14,3,3,2018-04-17 17:36:52,2018-04-17 17:40:04,0 days 00:03:12.000000000,0,0,3.2,17.36
15,3,3,2018-04-17 17:49:02,2018-04-17 17:53:29,0 days 00:04:27.000000000,0,0,4.45,17.49
16,3,3,2018-04-17 18:05:32,2018-04-17 18:08:34,0 days 00:03:02.000000000,0,0,3.033333333333333,18.05
17,3,3,2018-04-17 18:17:05,2018-04-17 18:24:03,0 days 00:06:58.000000000,0,1,6.966666666666667,18.17
18,3,3,2018-04-17 21:31:44,2018-04-17 21:38:29,0 days 00:06:45.000000000,0,1,6.75,21.31
19,3,3,2018-04-17 21:46:25,2018-04-17 21:54:00,0 days 00:07:35.000000000,0,1,7.583333333333333,21.46
21,3,3,2018-04-17 22:15:59,2018-04-17 22:23:32,0 days 00:07:33.000000000,0,1,7.55,22.15
22,13,13,2018-04-17 07:20:59,2018-04-17 07:23:35,0 days 00:02:36.000000000,0,0,2.6,7.2
23,13,14,2018-04-17 07:30:28,2018-04-17 07:38:37,0 days 00:08:09.000000000,0,1,8.15,7.3
24,13,13,2018-04-17 07:51:29,2018-04-17 07:55:02,0 days 00:03:33.000000000,0,0,3.55,7.51
25,13,14,2018-04-17 08:03:29,2018-04-17 08:09:41,0 days 00:06:12.000000000,0,1,6.2,8.03
27,13,14,2018-04-17 08:33:05,2018-04-17 08:38:51,0 days 00:05:46.000000000,0,0,5.766666666666667,8.33
28,13,13,2018-04-17 08:51:30,2018-04-17 08:54:13,0 days 00:02:43.000000000,0,0,2.716666666666667,8.51
29,13,14,2018-04-17 09:03:39,2018-04-17 09:10:08,0 days 00:06:29.000000000,0,1,6.483333333333333,9.03
30,13,13,2018-04-17 09:20:17,2018-04-17 09:30:31,0 days 00:10:14.000000000,0,1,10.233333333333333,9.2
31,13,14,2018-04-17 09:30:21,2018-04-17 09:30:31,0 days 00:00:10.000000000,0,0,0.16666666666666666,9.3
32,13,13,2018-04-17 09:49:48,2018-04-17 09:53:19,0 days 00:03:31.000000000,0,0,3.5166666666666666,9.49
