,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
1,20,20,2018-05-09 08:10:00,2018-05-09 08:16:53,0 days 00:06:53.000000000,0,1,6.883333333333334,8.1
2,20,20,2018-05-09 08:41:37,2018-05-09 08:45:32,0 days 00:03:55.000000000,0,0,3.9166666666666665,8.41
3,20,20,2018-05-09 09:14:56,2018-05-09 09:16:24,0 days 00:01:28.000000000,0,0,1.4666666666666666,9.14
6,20,20,2018-05-09 10:10:00,2018-05-09 10:16:28,0 days 00:06:28.000000000,0,1,6.466666666666667,10.1
7,20,9,2018-05-09 10:27:46,2018-05-09 10:31:03,0 days 00:03:17.000000000,0,0,3.283333333333333,10.27
8,20,20,2018-05-09 10:43:55,2018-05-09 10:47:22,0 days 00:03:27.000000000,0,0,3.45,10.43
10,20,20,2018-05-09 11:07:28,2018-05-09 11:16:56,0 days 00:09:28.000000000,0,1,9.466666666666667,11.07
11,20,9,2018-05-09 11:29:45,2018-05-09 11:31:58,0 days 00:02:13.000000000,0,0,2.216666666666667,11.29
12,20,20,2018-05-09 11:44:35,2018-05-09 11:47:21,0 days 00:02:46.000000000,0,0,2.7666666666666666,11.44
13,20,9,2018-05-09 12:00:56,2018-05-09 12:01:57,0 days 00:01:01.000000000,0,0,1.0166666666666666,12.0
14,20,20,2018-05-09 12:08:19,2018-05-09 12:16:08,0 days 00:07:49.000000000,0,1,7.816666666666666,12.08
15,20,9,2018-05-09 12:31:44,2018-05-09 12:31:56,0 days 00:00:12.000000000,0,0,0.2,12.31
17,20,20,2018-05-09 13:13:43,2018-05-09 13:17:27,0 days 00:03:44.000000000,0,0,3.7333333333333334,13.13
18,20,20,2018-05-09 13:39:00,2018-05-09 13:46:00,0 days 00:07:00.000000000,0,1,7.0,13.39
19,20,20,2018-05-09 13:39:30,2018-05-09 13:46:00,0 days 00:06:30.000000000,0,1,6.5,13.39
20,20,20,2018-05-09 14:13:14,2018-05-09 14:15:58,0 days 00:02:44.000000000,0,0,2.7333333333333334,14.13
21,20,20,2018-05-09 14:44:12,2018-05-09 14:46:46,0 days 00:02:34.000000000,0,0,2.566666666666667,14.44
22,20,20,2018-05-09 15:09:08,2018-05-09 15:17:16,0 days 00:08:08.000000000,0,1,8.133333333333333,15.09
24,20,9,2018-05-09 15:56:56,2018-05-09 16:05:21,0 days 00:08:25.000000000,0,1,8.416666666666666,15.56
25,20,20,2018-05-09 16:07:17,2018-05-09 16:17:03,0 days 00:09:46.000000000,0,1,9.766666666666667,16.07
26,20,9,2018-05-09 16:27:15,2018-05-09 16:31:00,0 days 00:03:45.000000000,0,0,3.75,16.27
27,20,20,2018-05-09 16:38:54,2018-05-09 16:47:27,0 days 00:08:33.000000000,0,1,8.55,16.38
28,20,9,2018-05-09 16:57:38,2018-05-09 17:01:00,0 days 00:03:22.000000000,0,0,3.3666666666666667,16.57
30,20,9,2018-05-09 17:30:28,2018-05-09 17:31:53,0 days 00:01:25.000000000,0,0,1.4166666666666667,17.3
31,20,20,2018-05-09 17:40:31,2018-05-09 17:47:43,0 days 00:07:12.000000000,0,1,7.2,17.4
32,20,9,2018-05-09 17:57:05,2018-05-09 18:01:02,0 days 00:03:57.000000000,0,0,3.95,17.57
34,20,9,2018-05-09 18:27:22,2018-05-09 18:33:11,0 days 00:05:49.000000000,0,0,5.816666666666666,18.27
35,20,20,2018-05-09 18:39:09,2018-05-09 18:47:16,0 days 00:08:07.000000000,0,1,8.116666666666667,18.39
36,20,9,2018-05-09 18:57:01,2018-05-09 19:00:16,0 days 00:03:15.000000000,0,0,3.25,18.57
37,20,20,2018-05-09 19:13:20,2018-05-09 19:17:20,0 days 00:04:00.000000000,0,0,4.0,19.13
38,20,9,2018-05-09 19:27:22,2018-05-09 19:32:00,0 days 00:04:38.000000000,0,0,4.633333333333334,19.27
39,20,20,2018-05-09 19:40:00,2018-05-09 19:47:24,0 days 00:07:24.000000000,0,1,7.4,19.4
40,20,9,2018-05-09 19:55:58,2018-05-09 20:02:25,0 days 00:06:27.000000000,0,1,6.45,19.55
41,20,20,2018-05-09 20:09:19,2018-05-09 20:17:24,0 days 00:08:05.000000000,0,1,8.083333333333334,20.09
42,20,9,2018-05-09 20:25:28,2018-05-09 20:31:32,0 days 00:06:04.000000000,0,1,6.066666666666666,20.25
43,20,20,2018-05-09 20:40:31,2018-05-09 20:46:12,0 days 00:05:41.000000000,0,0,5.683333333333334,20.4
44,20,9,2018-05-09 20:55:49,2018-05-09 21:02:05,0 days 00:06:16.000000000,0,1,6.266666666666667,20.55
