,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,3,3,2018-04-23 07:32:45,2018-04-23 07:27:34,0 days 00:05:11.000000000,0,0,5.183333333333334,7.32
1,13,14,2018-04-23 07:37:33,2018-04-23 07:27:34,0 days 00:09:59.000000000,0,1,9.983333333333333,7.37
2,3,3,2018-04-23 07:50:31,2018-04-23 07:46:36,0 days 00:03:55.000000000,0,0,3.9166666666666665,7.5
3,13,13,2018-04-23 07:52:20,2018-04-23 07:46:36,0 days 00:05:44.000000000,0,0,5.733333333333333,7.52
4,13,14,2018-04-23 08:05:23,2018-04-23 08:01:18,0 days 00:04:05.000000000,0,0,4.083333333333333,8.05
5,13,13,2018-04-23 08:22:35,2018-04-23 08:17:55,0 days 00:04:40.000000000,0,0,4.666666666666667,8.22
6,13,14,2018-04-23 08:35:00,2018-04-23 08:32:51,0 days 00:02:09.000000000,0,0,2.15,8.35
7,13,14,2018-04-23 08:49:44,2018-04-23 08:47:06,0 days 00:02:38.000000000,0,0,2.6333333333333333,8.49
8,13,14,2018-04-23 09:10:50,2018-04-23 09:00:01,0 days 00:10:49.000000000,0,1,10.816666666666666,9.1
9,13,13,2018-04-23 09:24:14,2018-04-23 09:16:54,0 days 00:07:20.000000000,0,1,7.333333333333333,9.24
12,13,13,2018-04-23 09:53:41,2018-04-23 09:46:34,0 days 00:07:07.000000000,0,1,7.116666666666666,9.53
14,3,3,2018-04-23 10:06:26,2018-04-23 10:01:50,0 days 00:04:36.000000000,0,0,4.6,10.06
16,17,17,2018-04-23 10:09:14,2018-04-23 10:01:50,0 days 00:07:24.000000000,0,1,7.4,10.09
17,3,3,2018-04-23 10:40:45,2018-04-23 10:33:04,0 days 00:07:41.000000000,0,1,7.683333333333334,10.4
18,13,13,2018-04-23 10:41:02,2018-04-23 10:33:04,0 days 00:07:58.000000000,0,1,7.966666666666667,10.41
19,17,17,2018-04-23 10:40:08,2018-04-23 10:33:04,0 days 00:07:04.000000000,0,1,7.066666666666666,10.4
20,3,3,2018-04-23 10:53:15,2018-04-23 10:46:02,0 days 00:07:13.000000000,0,1,7.216666666666667,10.53
21,13,14,2018-04-23 10:50:00,2018-04-23 10:46:02,0 days 00:03:58.000000000,0,0,3.966666666666667,10.5
22,17,17,2018-04-23 10:52:00,2018-04-23 10:46:02,0 days 00:05:58.000000000,0,0,5.966666666666667,10.52
23,3,3,2018-04-23 11:07:57,2018-04-23 11:03:33,0 days 00:04:24.000000000,0,0,4.4,11.07
24,13,14,2018-04-23 11:03:36,2018-04-23 11:03:33,0 days 00:00:03.000000000,0,0,0.05,11.03
26,3,3,2018-04-23 11:49:07,2018-04-23 11:35:40,0 days 00:13:27.000000000,0,1,13.45,11.49
28,17,17,2018-04-23 11:37:00,2018-04-23 11:35:40,0 days 00:01:20.000000000,0,0,1.3333333333333333,11.37
29,3,3,2018-04-23 11:49:07,2018-04-23 11:45:13,0 days 00:03:54.000000000,0,0,3.9,11.49
30,13,13,2018-04-23 11:51:00,2018-04-23 11:45:13,0 days 00:05:47.000000000,0,0,5.783333333333333,11.51
32,3,3,2018-04-23 12:08:17,2018-04-23 12:05:10,0 days 00:03:07.000000000,0,0,3.1166666666666667,12.08
33,13,14,2018-04-23 12:11:54,2018-04-23 12:05:10,0 days 00:06:44.000000000,0,1,6.733333333333333,12.11
34,17,17,2018-04-23 12:07:28,2018-04-23 12:05:10,0 days 00:02:18.000000000,0,0,2.3,12.07
35,3,3,2018-04-23 12:21:10,2018-04-23 12:16:44,0 days 00:04:26.000000000,0,0,4.433333333333334,12.21
36,13,13,2018-04-23 12:25:36,2018-04-23 12:16:44,0 days 00:08:52.000000000,0,1,8.866666666666667,12.25
37,17,17,2018-04-23 12:22:00,2018-04-23 12:16:44,0 days 00:05:16.000000000,0,0,5.266666666666667,12.22
38,3,3,2018-04-23 12:38:40,2018-04-23 12:34:13,0 days 00:04:27.000000000,0,0,4.45,12.38
39,13,14,2018-04-23 12:35:00,2018-04-23 12:34:13,0 days 00:00:47.000000000,0,0,0.7833333333333333,12.35
40,13,13,2018-04-23 12:52:16,2018-04-23 12:45:01,0 days 00:07:15.000000000,0,1,7.25,12.52
41,13,14,2018-04-23 13:05:00,2018-04-23 13:03:21,0 days 00:01:39.000000000,0,0,1.65,13.05
42,13,13,2018-04-23 13:24:46,2018-04-23 13:20:56,0 days 00:03:50.000000000,0,0,3.8333333333333335,13.24
43,13,14,2018-04-23 13:35:00,2018-04-23 13:31:30,0 days 00:03:30.000000000,0,0,3.5,13.35
44,13,13,2018-04-23 13:56:01,2018-04-23 13:46:04,0 days 00:09:57.000000000,0,1,9.95,13.56
46,13,13,2018-04-23 14:25:10,2018-04-23 14:17:17,0 days 00:07:53.000000000,0,1,7.883333333333334,14.25
47,13,14,2018-04-23 14:43:46,2018-04-23 14:35:00,0 days 00:08:46.000000000,0,1,8.766666666666667,14.43
48,13,13,2018-04-23 14:55:08,2018-04-23 14:49:05,0 days 00:06:03.000000000,0,1,6.05,14.55
50,13,13,2018-04-23 15:24:17,2018-04-23 15:14:34,0 days 00:09:43.000000000,0,1,9.716666666666667,15.24
52,13,14,2018-04-23 15:53:12,2018-04-23 15:45:03,0 days 00:08:09.000000000,0,1,8.15,15.53
55,17,17,2018-04-23 16:07:00,2018-04-23 15:59:13,0 days 00:07:47.000000000,0,1,7.783333333333333,16.07
57,13,13,2018-04-23 16:22:53,2018-04-23 16:20:07,0 days 00:02:46.000000000,0,0,2.7666666666666666,16.22
59,3,3,2018-04-23 16:39:28,2018-04-23 16:35:09,0 days 00:04:19.000000000,0,0,4.316666666666666,16.39
60,13,14,2018-04-23 16:36:00,2018-04-23 16:35:09,0 days 00:00:51.000000000,0,0,0.85,16.36
61,17,17,2018-04-23 16:37:45,2018-04-23 16:35:09,0 days 00:02:36.000000000,0,0,2.6,16.37
62,3,3,2018-04-23 16:49:28,2018-04-23 16:46:25,0 days 00:03:03.000000000,0,0,3.05,16.49
64,17,17,2018-04-23 16:52:00,2018-04-23 16:46:25,0 days 00:05:35.000000000,0,0,5.583333333333333,16.52
65,3,3,2018-04-23 17:08:14,2018-04-23 17:03:14,0 days 00:05:00.000000000,0,0,5.0,17.08
66,13,13,2018-04-23 17:09:25,2018-04-23 17:03:14,0 days 00:06:11.000000000,0,1,6.183333333333334,17.09
68,3,3,2018-04-23 17:21:34,2018-04-23 17:11:31,0 days 00:10:03.000000000,0,1,10.05,17.21
69,13,14,2018-04-23 17:21:00,2018-04-23 17:11:31,0 days 00:09:29.000000000,0,1,9.483333333333333,17.21
70,17,17,2018-04-23 17:22:27,2018-04-23 17:11:31,0 days 00:10:56.000000000,0,1,10.933333333333334,17.22
71,3,3,2018-04-23 17:40:17,2018-04-23 17:31:09,0 days 00:09:08.000000000,0,1,9.133333333333333,17.4
72,13,13,2018-04-23 17:38:07,2018-04-23 17:31:09,0 days 00:06:58.000000000,0,1,6.966666666666667,17.38
73,17,17,2018-04-23 17:37:00,2018-04-23 17:31:09,0 days 00:05:51.000000000,0,0,5.85,17.37
74,3,3,2018-04-23 17:49:50,2018-04-23 17:44:56,0 days 00:04:54.000000000,0,0,4.9,17.49
75,13,14,2018-04-23 17:53:26,2018-04-23 17:44:56,0 days 00:08:30.000000000,0,1,8.5,17.53
77,3,3,2018-04-23 18:09:23,2018-04-23 18:04:13,0 days 00:05:10.000000000,0,0,5.166666666666667,18.09
78,13,13,2018-04-23 18:08:28,2018-04-23 18:04:13,0 days 00:04:15.000000000,0,0,4.25,18.08
79,17,17,2018-04-23 18:08:16,2018-04-23 18:04:13,0 days 00:04:03.000000000,0,0,4.05,18.08
80,3,3,2018-04-23 18:20:08,2018-04-23 18:19:37,0 days 00:00:31.000000000,0,0,0.5166666666666667,18.2
81,13,14,2018-04-23 18:33:36,2018-04-23 18:19:37,0 days 00:13:59.000000000,0,1,13.983333333333333,18.33
82,17,17,2018-04-23 18:22:00,2018-04-23 18:19:37,0 days 00:02:23.000000000,0,0,2.3833333333333333,18.22
83,3,3,2018-04-23 18:37:12,2018-04-23 18:33:52,0 days 00:03:20.000000000,0,0,3.3333333333333335,18.37
84,13,13,2018-04-23 18:40:52,2018-04-23 18:33:52,0 days 00:07:00.000000000,0,1,7.0,18.4
86,3,3,2018-04-23 18:51:00,2018-04-23 18:46:52,0 days 00:04:08.000000000,0,0,4.133333333333334,18.51
87,13,14,2018-04-23 18:55:39,2018-04-23 18:46:52,0 days 00:08:47.000000000,0,1,8.783333333333333,18.55
88,17,17,2018-04-23 18:52:50,2018-04-23 18:46:52,0 days 00:05:58.000000000,0,0,5.966666666666667,18.52
89,3,3,2018-04-23 19:06:39,2018-04-23 18:59:40,0 days 00:06:59.000000000,0,1,6.983333333333333,19.06
91,17,17,2018-04-23 19:08:18,2018-04-23 18:59:40,0 days 00:08:38.000000000,0,1,8.633333333333333,19.08
94,13,14,2018-04-23 19:40:09,2018-04-23 19:31:00,0 days 00:09:09.000000000,0,1,9.15,19.4
95,17,17,2018-04-23 19:38:46,2018-04-23 19:31:00,0 days 00:07:46.000000000,0,1,7.766666666666667,19.38
96,13,13,2018-04-23 20:00:21,2018-04-23 19:45:37,0 days 00:14:44.000000000,0,1,14.733333333333333,20.0
97,17,17,2018-04-23 19:52:59,2018-04-23 19:45:37,0 days 00:07:22.000000000,0,1,7.366666666666666,19.52
98,13,14,2018-04-23 20:06:24,2018-04-23 20:01:52,0 days 00:04:32.000000000,0,0,4.533333333333333,20.06
100,13,13,2018-04-23 20:20:00,2018-04-23 20:14:48,0 days 00:05:12.000000000,0,0,5.2,20.2
101,17,17,2018-04-23 20:22:30,2018-04-23 20:14:48,0 days 00:07:42.000000000,0,1,7.7,20.22
102,13,14,2018-04-23 20:37:32,2018-04-23 20:31:51,0 days 00:05:41.000000000,0,0,5.683333333333334,20.37
103,17,17,2018-04-23 20:38:49,2018-04-23 20:31:51,0 days 00:06:58.000000000,0,1,6.966666666666667,20.38
104,13,13,2018-04-23 20:52:12,2018-04-23 20:45:59,0 days 00:06:13.000000000,0,1,6.216666666666667,20.52
106,13,14,2018-04-23 21:03:21,2018-04-23 21:00:35,0 days 00:02:46.000000000,0,0,2.7666666666666666,21.03
107,17,17,2018-04-23 21:08:25,2018-04-23 21:00:35,0 days 00:07:50.000000000,0,1,7.833333333333333,21.08
109,13,13,2018-04-23 21:22:56,2018-04-23 21:16:23,0 days 00:06:33.000000000,0,1,6.55,21.22
110,17,17,2018-04-23 21:23:51,2018-04-23 21:16:23,0 days 00:07:28.000000000,0,1,7.466666666666667,21.23
111,3,3,2018-04-23 21:36:30,2018-04-23 21:30:16,0 days 00:06:14.000000000,0,1,6.233333333333333,21.36
112,13,14,2018-04-23 21:33:48,2018-04-23 21:30:16,0 days 00:03:32.000000000,0,0,3.533333333333333,21.33
114,3,3,2018-04-23 21:51:56,2018-04-23 21:47:54,0 days 00:04:02.000000000,0,0,4.033333333333333,21.51
115,13,13,2018-04-23 21:53:17,2018-04-23 21:47:54,0 days 00:05:23.000000000,0,0,5.383333333333334,21.53
116,17,17,2018-04-23 21:52:34,2018-04-23 21:47:54,0 days 00:04:40.000000000,0,0,4.666666666666667,21.52
117,3,3,2018-04-23 22:08:11,2018-04-23 22:02:05,0 days 00:06:06.000000000,0,1,6.1,22.08
118,13,14,2018-04-23 22:02:06,2018-04-23 22:02:05,0 days 00:00:01.000000000,0,0,0.016666666666666666,22.02
119,17,17,2018-04-23 22:08:22,2018-04-23 22:02:05,0 days 00:06:17.000000000,0,1,6.283333333333333,22.08
120,3,3,2018-04-23 22:22:22,2018-04-23 22:13:19,0 days 00:09:03.000000000,0,1,9.05,22.22
121,13,13,2018-04-23 22:21:35,2018-04-23 22:13:19,0 days 00:08:16.000000000,0,1,8.266666666666667,22.21
123,3,3,2018-04-23 22:38:37,2018-04-23 22:26:52,0 days 00:11:45.000000000,0,1,11.75,22.38
124,17,17,2018-04-23 22:32:00,2018-04-23 22:26:52,0 days 00:05:08.000000000,0,0,5.133333333333334,22.32
