,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
1,17,17,2018-08-12 10:37:47,2018-08-12 10:29:00,0 days 00:08:47.000000000,0,1,8.783333333333333,10.37
3,17,17,2018-08-12 11:22:47,2018-08-12 11:16:36,0 days 00:06:11.000000000,0,1,6.183333333333334,11.22
5,17,17,2018-08-12 12:53:16,2018-08-12 12:48:00,0 days 00:05:16.000000000,0,0,5.266666666666667,12.53
7,17,17,2018-08-12 13:37:00,2018-08-12 13:31:50,0 days 00:05:10.000000000,0,0,5.166666666666667,13.37
9,3,3,2018-08-12 14:51:00,2018-08-12 14:46:59,0 days 00:04:01.000000000,0,0,4.016666666666667,14.51
11,17,17,2018-08-12 16:38:17,2018-08-12 16:30:39,0 days 00:07:38.000000000,0,1,7.633333333333334,16.38
13,17,17,2018-08-12 17:23:37,2018-08-12 17:15:47,0 days 00:07:50.000000000,0,1,7.833333333333333,17.23
16,17,17,2018-08-12 18:53:16,2018-08-12 18:48:32,0 days 00:04:44.000000000,0,0,4.733333333333333,18.53
19,3,3,2018-08-12 19:34:11,2018-08-12 19:33:00,0 days 00:01:11.000000000,0,0,1.1833333333333333,19.34
20,17,17,2018-08-12 19:38:57,2018-08-12 19:33:00,0 days 00:05:57.000000000,0,0,5.95,19.38
22,13,13,2018-08-12 22:21:42,2018-08-12 22:18:16,0 days 00:03:26.000000000,0,0,3.433333333333333,22.21
