,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
2,3,3,2018-06-22 08:01:40,2018-06-22 08:08:30,0 days 00:06:50.000000000,0,1,6.833333333333333,8.01
3,3,3,2018-06-22 08:21:08,2018-06-22 08:23:30,0 days 00:02:22.000000000,0,0,2.3666666666666667,8.21
5,3,3,2018-06-22 09:02:45,2018-06-22 09:08:29,0 days 00:05:44.000000000,0,0,5.733333333333333,9.02
6,3,3,2018-06-22 09:22:32,2018-06-22 09:24:14,0 days 00:01:42.000000000,0,0,1.7,9.22
7,3,3,2018-06-22 09:47:17,2018-06-22 09:53:27,0 days 00:06:10.000000000,0,1,6.166666666666667,9.47
8,3,3,2018-06-22 10:01:24,2018-06-22 10:08:54,0 days 00:07:30.000000000,0,1,7.5,10.01
9,3,3,2018-06-22 10:17:15,2018-06-22 10:23:35,0 days 00:06:20.000000000,0,1,6.333333333333333,10.17
10,3,3,2018-06-22 10:36:35,2018-06-22 10:38:39,0 days 00:02:04.000000000,0,0,2.066666666666667,10.36
11,3,3,2018-06-22 10:51:09,2018-06-22 10:52:55,0 days 00:01:46.000000000,0,0,1.7666666666666666,10.51
12,3,3,2018-06-22 11:03:14,2018-06-22 11:09:13,0 days 00:05:59.000000000,0,0,5.983333333333333,11.03
13,3,3,2018-06-22 11:17:45,2018-06-22 11:23:23,0 days 00:05:38.000000000,0,0,5.633333333333334,11.17
14,3,3,2018-06-22 11:34:02,2018-06-22 11:39:10,0 days 00:05:08.000000000,0,0,5.133333333333334,11.34
15,3,3,2018-06-22 11:47:48,2018-06-22 11:54:14,0 days 00:06:26.000000000,0,1,6.433333333333334,11.47
16,3,3,2018-06-22 12:06:28,2018-06-22 12:09:09,0 days 00:02:41.000000000,0,0,2.683333333333333,12.06
17,3,3,2018-06-22 12:19:50,2018-06-22 12:24:13,0 days 00:04:23.000000000,0,0,4.383333333333334,12.19
18,3,3,2018-06-22 12:34:48,2018-06-22 12:38:48,0 days 00:04:00.000000000,0,0,4.0,12.34
20,3,3,2018-06-22 13:18:00,2018-06-22 13:23:43,0 days 00:05:43.000000000,0,0,5.716666666666667,13.18
21,3,3,2018-06-22 13:35:02,2018-06-22 13:38:44,0 days 00:03:42.000000000,0,0,3.7,13.35
22,3,3,2018-06-22 13:52:57,2018-06-22 13:53:17,0 days 00:00:20.000000000,0,0,0.3333333333333333,13.52
24,3,3,2018-06-22 14:34:36,2018-06-22 14:39:34,0 days 00:04:58.000000000,0,0,4.966666666666667,14.34
27,3,3,2018-06-22 15:36:20,2018-06-22 15:38:45,0 days 00:02:25.000000000,0,0,2.4166666666666665,15.36
29,3,3,2018-06-22 16:20:00,2018-06-22 16:24:23,0 days 00:04:23.000000000,0,0,4.383333333333334,16.2
30,3,3,2018-06-22 16:32:29,2018-06-22 16:38:32,0 days 00:06:03.000000000,0,1,6.05,16.32
31,3,3,2018-06-22 16:49:11,2018-06-22 16:54:29,0 days 00:05:18.000000000,0,0,5.3,16.49
32,3,3,2018-06-22 17:04:35,2018-06-22 17:09:26,0 days 00:04:51.000000000,0,0,4.85,17.04
33,3,3,2018-06-22 17:15:52,2018-06-22 17:23:15,0 days 00:07:23.000000000,0,1,7.383333333333334,17.15
34,3,3,2018-06-22 17:35:55,2018-06-22 17:38:38,0 days 00:02:43.000000000,0,0,2.716666666666667,17.35
36,3,3,2018-06-22 18:03:56,2018-06-22 18:08:29,0 days 00:04:33.000000000,0,0,4.55,18.03
37,3,3,2018-06-22 18:18:25,2018-06-22 18:23:43,0 days 00:05:18.000000000,0,0,5.3,18.18
38,3,3,2018-06-22 18:38:01,2018-06-22 18:38:46,0 days 00:00:45.000000000,0,0,0.75,18.38
40,3,3,2018-06-22 19:20:44,2018-06-22 19:26:29,0 days 00:05:45.000000000,0,0,5.75,19.2
42,3,3,2018-06-22 20:22:00,2018-06-22 20:23:00,0 days 00:01:00.000000000,0,0,1.0,20.22
44,3,3,2018-06-22 21:03:54,2018-06-22 21:08:51,0 days 00:04:57.000000000,0,0,4.95,21.03
45,3,3,2018-06-22 21:17:13,2018-06-22 21:23:51,0 days 00:06:38.000000000,0,1,6.633333333333334,21.17
46,3,3,2018-06-22 21:32:12,2018-06-22 21:38:25,0 days 00:06:13.000000000,0,1,6.216666666666667,21.32
47,3,3,2018-06-22 21:50:00,2018-06-22 21:53:49,0 days 00:03:49.000000000,0,0,3.816666666666667,21.5
48,3,3,2018-06-22 22:03:26,2018-06-22 22:08:47,0 days 00:05:21.000000000,0,0,5.35,22.03
49,3,3,2018-06-22 22:16:46,2018-06-22 22:23:47,0 days 00:07:01.000000000,0,1,7.016666666666667,22.16
51,13,14,2018-06-22 07:30:40,2018-06-22 07:38:51,0 days 00:08:11.000000000,0,1,8.183333333333334,7.3
52,13,13,2018-06-22 07:49:52,2018-06-22 07:53:24,0 days 00:03:32.000000000,0,0,3.533333333333333,7.49
53,13,14,2018-06-22 08:00:41,2018-06-22 08:08:30,0 days 00:07:49.000000000,0,1,7.816666666666666,8.0
54,13,13,2018-06-22 08:18:30,2018-06-22 08:23:30,0 days 00:05:00.000000000,0,0,5.0,8.18
55,13,14,2018-06-22 08:33:17,2018-06-22 08:38:27,0 days 00:05:10.000000000,0,0,5.166666666666667,8.33
56,13,13,2018-06-22 08:51:41,2018-06-22 08:53:28,0 days 00:01:47.000000000,0,0,1.7833333333333334,8.51
57,13,14,2018-06-22 09:04:26,2018-06-22 09:08:29,0 days 00:04:03.000000000,0,0,4.05,9.04
58,13,13,2018-06-22 09:20:33,2018-06-22 09:24:14,0 days 00:03:41.000000000,0,0,3.683333333333333,9.2
59,13,14,2018-06-22 09:32:22,2018-06-22 09:39:10,0 days 00:06:48.000000000,0,1,6.8,9.32
60,13,13,2018-06-22 09:50:59,2018-06-22 09:53:27,0 days 00:02:28.000000000,0,0,2.466666666666667,9.5
61,13,14,2018-06-22 10:21:02,2018-06-22 10:23:35,0 days 00:02:33.000000000,0,0,2.55,10.21
62,13,13,2018-06-22 10:36:25,2018-06-22 10:38:39,0 days 00:02:14.000000000,0,0,2.2333333333333334,10.36
63,13,14,2018-06-22 10:48:08,2018-06-22 10:52:55,0 days 00:04:47.000000000,0,0,4.783333333333333,10.48
64,13,13,2018-06-22 11:06:23,2018-06-22 11:09:13,0 days 00:02:50.000000000,0,0,2.8333333333333335,11.06
65,13,14,2018-06-22 11:17:49,2018-06-22 11:23:23,0 days 00:05:34.000000000,0,0,5.566666666666666,11.17
66,13,14,2018-06-22 11:49:28,2018-06-22 11:54:14,0 days 00:04:46.000000000,0,0,4.766666666666667,11.49
67,13,13,2018-06-22 11:49:41,2018-06-22 11:54:14,0 days 00:04:33.000000000,0,0,4.55,11.49
68,13,13,2018-06-22 12:20:53,2018-06-22 12:24:13,0 days 00:03:20.000000000,0,0,3.3333333333333335,12.2
69,13,14,2018-06-22 12:32:49,2018-06-22 12:38:48,0 days 00:05:59.000000000,0,0,5.983333333333333,12.32
