,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,13,14,2018-09-06 07:36:47,2018-09-06 07:27:41,0 days 00:09:06.000000000,0,1,9.1,7.36
1,13,13,2018-09-06 07:53:03,2018-09-06 07:45:40,0 days 00:07:23.000000000,0,1,7.383333333333334,7.53
2,13,14,2018-09-06 08:06:45,2018-09-06 07:59:48,0 days 00:06:57.000000000,0,1,6.95,8.06
3,13,13,2018-09-06 08:21:40,2018-09-06 08:14:32,0 days 00:07:08.000000000,0,1,7.133333333333334,8.21
4,13,14,2018-09-06 08:33:55,2018-09-06 08:31:08,0 days 00:02:47.000000000,0,0,2.783333333333333,8.33
5,13,13,2018-09-06 08:52:22,2018-09-06 08:43:36,0 days 00:08:46.000000000,0,1,8.766666666666667,8.52
6,13,14,2018-09-06 09:05:53,2018-09-06 09:02:00,0 days 00:03:53.000000000,0,0,3.8833333333333333,9.05
7,13,13,2018-09-06 09:23:52,2018-09-06 09:16:29,0 days 00:07:23.000000000,0,1,7.383333333333334,9.23
8,13,14,2018-09-06 09:36:00,2018-09-06 09:29:46,0 days 00:06:14.000000000,0,1,6.233333333333333,9.36
9,13,13,2018-09-06 09:53:08,2018-09-06 09:46:48,0 days 00:06:20.000000000,0,1,6.333333333333333,9.53
11,13,13,2018-09-06 10:38:04,2018-09-06 10:33:00,0 days 00:05:04.000000000,0,0,5.066666666666666,10.38
12,17,17,2018-09-06 10:37:34,2018-09-06 10:33:00,0 days 00:04:34.000000000,0,0,4.566666666666666,10.37
14,13,13,2018-09-06 11:07:28,2018-09-06 11:02:22,0 days 00:05:06.000000000,0,0,5.1,11.07
17,17,17,2018-09-06 11:37:00,2018-09-06 11:36:10,0 days 00:00:50.000000000,0,0,0.8333333333333334,11.37
18,13,13,2018-09-06 11:51:58,2018-09-06 11:51:40,0 days 00:00:18.000000000,0,0,0.3,11.51
20,13,14,2018-09-06 12:13:18,2018-09-06 12:09:58,0 days 00:03:20.000000000,0,0,3.3333333333333335,12.13
23,13,13,2018-09-06 12:51:28,2018-09-06 12:42:05,0 days 00:09:23.000000000,0,1,9.383333333333333,12.51
26,17,17,2018-09-06 12:52:31,2018-09-06 12:52:14,0 days 00:00:17.000000000,0,0,0.2833333333333333,12.52
28,13,13,2018-09-06 13:21:37,2018-09-06 13:18:37,0 days 00:03:00.000000000,0,0,3.0,13.21
30,13,13,2018-09-06 13:51:56,2018-09-06 13:45:14,0 days 00:06:42.000000000,0,1,6.7,13.51
31,13,14,2018-09-06 14:04:05,2018-09-06 13:56:28,0 days 00:07:37.000000000,0,1,7.616666666666666,14.04
32,13,13,2018-09-06 14:21:22,2018-09-06 14:16:06,0 days 00:05:16.000000000,0,0,5.266666666666667,14.21
34,13,13,2018-09-06 14:51:41,2018-09-06 14:43:08,0 days 00:08:33.000000000,0,1,8.55,14.51
35,13,14,2018-09-06 15:02:58,2018-09-06 15:00:15,0 days 00:02:43.000000000,0,0,2.716666666666667,15.02
36,13,13,2018-09-06 15:21:05,2018-09-06 15:16:48,0 days 00:04:17.000000000,0,0,4.283333333333333,15.21
37,13,14,2018-09-06 15:31:11,2018-09-06 15:29:21,0 days 00:01:50.000000000,0,0,1.8333333333333333,15.31
38,13,13,2018-09-06 15:51:30,2018-09-06 15:43:30,0 days 00:08:00.000000000,0,1,8.0,15.51
41,17,17,2018-09-06 16:07:00,2018-09-06 16:03:26,0 days 00:03:34.000000000,0,0,3.566666666666667,16.07
42,13,13,2018-09-06 16:21:25,2018-09-06 16:15:31,0 days 00:05:54.000000000,0,0,5.9,16.21
44,17,17,2018-09-06 16:37:37,2018-09-06 16:32:57,0 days 00:04:40.000000000,0,0,4.666666666666667,16.37
46,13,13,2018-09-06 17:06:31,2018-09-06 17:01:19,0 days 00:05:12.000000000,0,0,5.2,17.06
48,13,14,2018-09-06 17:22:36,2018-09-06 17:17:43,0 days 00:04:53.000000000,0,0,4.883333333333334,17.22
49,17,17,2018-09-06 17:23:05,2018-09-06 17:17:43,0 days 00:05:22.000000000,0,0,5.366666666666666,17.23
52,13,13,2018-09-06 18:06:02,2018-09-06 18:02:42,0 days 00:03:20.000000000,0,0,3.3333333333333335,18.06
53,17,17,2018-09-06 18:07:39,2018-09-06 18:02:42,0 days 00:04:57.000000000,0,0,4.95,18.07
55,17,17,2018-09-06 18:24:22,2018-09-06 18:14:24,0 days 00:09:58.000000000,0,1,9.966666666666667,18.24
57,17,17,2018-09-06 18:52:43,2018-09-06 18:47:07,0 days 00:05:36.000000000,0,0,5.6,18.52
58,13,13,2018-09-06 19:08:47,2018-09-06 19:00:04,0 days 00:08:43.000000000,0,1,8.716666666666667,19.08
59,13,14,2018-09-06 19:21:55,2018-09-06 19:14:51,0 days 00:07:04.000000000,0,1,7.066666666666666,19.21
62,17,17,2018-09-06 19:37:37,2018-09-06 19:31:34,0 days 00:06:03.000000000,0,1,6.05,19.37
63,13,13,2018-09-06 19:50:04,2018-09-06 19:46:10,0 days 00:03:54.000000000,0,0,3.9,19.5
64,17,17,2018-09-06 19:54:17,2018-09-06 19:46:10,0 days 00:08:07.000000000,0,1,8.116666666666667,19.54
67,13,13,2018-09-06 20:21:13,2018-09-06 20:16:31,0 days 00:04:42.000000000,0,0,4.7,20.21
68,17,17,2018-09-06 20:23:01,2018-09-06 20:16:31,0 days 00:06:30.000000000,0,1,6.5,20.23
69,13,14,2018-09-06 20:34:10,2018-09-06 20:34:00,0 days 00:00:10.000000000,0,0,0.16666666666666666,20.34
70,17,17,2018-09-06 20:40:32,2018-09-06 20:34:00,0 days 00:06:32.000000000,0,1,6.533333333333333,20.4
71,13,13,2018-09-06 20:51:30,2018-09-06 20:44:26,0 days 00:07:04.000000000,0,1,7.066666666666666,20.51
73,13,14,2018-09-06 21:05:12,2018-09-06 21:01:05,0 days 00:04:07.000000000,0,0,4.116666666666666,21.05
74,17,17,2018-09-06 21:07:50,2018-09-06 21:01:05,0 days 00:06:45.000000000,0,1,6.75,21.07
75,13,13,2018-09-06 21:21:22,2018-09-06 21:18:12,0 days 00:03:10.000000000,0,0,3.1666666666666665,21.21
76,17,17,2018-09-06 21:25:20,2018-09-06 21:18:12,0 days 00:07:08.000000000,0,1,7.133333333333334,21.25
77,13,14,2018-09-06 21:34:50,2018-09-06 21:32:21,0 days 00:02:29.000000000,0,0,2.4833333333333334,21.34
80,17,17,2018-09-06 21:52:49,2018-09-06 21:46:53,0 days 00:05:56.000000000,0,0,5.933333333333334,21.52
81,13,14,2018-09-06 22:02:41,2018-09-06 21:59:24,0 days 00:03:17.000000000,0,0,3.283333333333333,22.02
82,17,17,2018-09-06 22:08:17,2018-09-06 21:59:24,0 days 00:08:53.000000000,0,1,8.883333333333333,22.08
83,13,13,2018-09-06 22:20:57,2018-09-06 22:14:01,0 days 00:06:56.000000000,0,1,6.933333333333334,22.2
