,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,20,2018-06-23 07:40:00,2018-06-23 07:46:55,0 days 00:06:55.000000000,0,1,6.916666666666667,7.4
2,20,20,2018-06-23 08:34:13,2018-06-23 08:35:53,0 days 00:01:40.000000000,0,0,1.6666666666666667,8.34
6,20,20,2018-06-23 10:39:39,2018-06-23 10:47:40,0 days 00:08:01.000000000,0,1,8.016666666666667,10.39
7,20,20,2018-06-23 11:10:00,2018-06-23 11:18:04,0 days 00:08:04.000000000,0,1,8.066666666666666,11.1
8,20,20,2018-06-23 11:40:00,2018-06-23 11:47:16,0 days 00:07:16.000000000,0,1,7.266666666666667,11.4
9,20,20,2018-06-23 12:11:05,2018-06-23 12:16:28,0 days 00:05:23.000000000,0,0,5.383333333333334,12.11
10,20,20,2018-06-23 12:40:53,2018-06-23 12:47:21,0 days 00:06:28.000000000,0,1,6.466666666666667,12.4
11,20,20,2018-06-23 13:08:02,2018-06-23 13:17:25,0 days 00:09:23.000000000,0,1,9.383333333333333,13.08
12,20,20,2018-06-23 13:38:53,2018-06-23 13:46:00,0 days 00:07:07.000000000,0,1,7.116666666666666,13.38
13,20,20,2018-06-23 14:10:03,2018-06-23 14:17:14,0 days 00:07:11.000000000,0,1,7.183333333333334,14.1
14,20,20,2018-06-23 14:37:00,2018-06-23 14:46:57,0 days 00:09:57.000000000,0,1,9.95,14.37
18,20,20,2018-06-23 16:40:00,2018-06-23 16:47:38,0 days 00:07:38.000000000,0,1,7.633333333333334,16.4
20,20,20,2018-06-23 17:40:00,2018-06-23 17:47:50,0 days 00:07:50.000000000,0,1,7.833333333333333,17.4
22,20,20,2018-06-23 19:12:20,2018-06-23 19:18:59,0 days 00:06:39.000000000,0,1,6.65,19.12
23,20,20,2018-06-23 19:39:03,2018-06-23 19:45:44,0 days 00:06:41.000000000,0,1,6.683333333333334,19.39
25,20,20,2018-06-23 20:37:35,2018-06-23 20:46:05,0 days 00:08:30.000000000,0,1,8.5,20.37
28,20,20,2018-06-23 22:10:00,2018-06-23 22:17:06,0 days 00:07:06.000000000,0,1,7.1,22.1
30,8,8,2018-06-23 07:25:59,2018-06-23 07:31:19,0 days 00:05:20.000000000,0,0,5.333333333333333,7.25
