,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,9,2018-06-29 07:29:20,2018-06-29 07:21:34,0 days 00:07:46.000000000,0,1,7.766666666666667,7.29
1,20,20,2018-06-29 07:45:03,2018-06-29 07:36:37,0 days 00:08:26.000000000,0,1,8.433333333333334,7.45
3,20,20,2018-06-29 08:14:16,2018-06-29 08:08:15,0 days 00:06:01.000000000,0,1,6.016666666666667,8.14
5,20,20,2018-06-29 08:45:16,2018-06-29 08:37:19,0 days 00:07:57.000000000,0,1,7.95,8.45
7,20,20,2018-06-29 09:13:51,2018-06-29 09:06:43,0 days 00:07:08.000000000,0,1,7.133333333333334,9.13
10,20,20,2018-06-29 09:45:14,2018-06-29 09:36:37,0 days 00:08:37.000000000,0,1,8.616666666666667,9.45
12,20,9,2018-06-29 10:02:35,2018-06-29 09:54:29,0 days 00:08:06.000000000,0,1,8.1,10.02
13,8,8,2018-06-29 09:59:41,2018-06-29 09:54:29,0 days 00:05:12.000000000,0,0,5.2,9.59
14,20,20,2018-06-29 10:13:57,2018-06-29 10:07:34,0 days 00:06:23.000000000,0,1,6.383333333333334,10.13
15,8,8,2018-06-29 10:15:31,2018-06-29 10:07:34,0 days 00:07:57.000000000,0,1,7.95,10.15
16,20,9,2018-06-29 10:30:00,2018-06-29 10:23:16,0 days 00:06:44.000000000,0,1,6.733333333333333,10.3
17,8,8,2018-06-29 10:30:29,2018-06-29 10:23:16,0 days 00:07:13.000000000,0,1,7.216666666666667,10.3
18,20,20,2018-06-29 10:44:16,2018-06-29 10:39:54,0 days 00:04:22.000000000,0,0,4.366666666666666,10.44
19,8,8,2018-06-29 10:46:16,2018-06-29 10:39:54,0 days 00:06:22.000000000,0,1,6.366666666666666,10.46
20,20,9,2018-06-29 11:01:59,2018-06-29 10:55:50,0 days 00:06:09.000000000,0,1,6.15,11.01
21,8,8,2018-06-29 11:01:10,2018-06-29 10:55:50,0 days 00:05:20.000000000,0,0,5.333333333333333,11.01
22,20,20,2018-06-29 11:16:42,2018-06-29 11:08:50,0 days 00:07:52.000000000,0,1,7.866666666666666,11.16
23,8,8,2018-06-29 11:17:28,2018-06-29 11:08:50,0 days 00:08:38.000000000,0,1,8.633333333333333,11.17
26,20,9,2018-06-29 12:04:34,2018-06-29 11:54:40,0 days 00:09:54.000000000,0,1,9.9,12.04
27,8,8,2018-06-29 12:00:19,2018-06-29 11:54:40,0 days 00:05:39.000000000,0,0,5.65,12.0
28,20,20,2018-06-29 12:14:00,2018-06-29 12:10:27,0 days 00:03:33.000000000,0,0,3.55,12.14
29,8,8,2018-06-29 12:17:21,2018-06-29 12:10:27,0 days 00:06:54.000000000,0,1,6.9,12.17
31,8,8,2018-06-29 12:29:50,2018-06-29 12:23:28,0 days 00:06:22.000000000,0,1,6.366666666666666,12.29
