,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,13,14,2018-09-05 07:35:48,2018-09-05 07:29:24,0 days 00:06:24.000000000,0,1,6.4,7.35
1,13,13,2018-09-05 07:51:37,2018-09-05 07:45:39,0 days 00:05:58.000000000,0,0,5.966666666666667,7.51
2,13,14,2018-09-05 08:06:00,2018-09-05 08:00:14,0 days 00:05:46.000000000,0,0,5.766666666666667,8.06
3,13,13,2018-09-05 08:22:02,2018-09-05 08:20:17,0 days 00:01:45.000000000,0,0,1.75,8.22
4,13,14,2018-09-05 08:32:34,2018-09-05 08:29:34,0 days 00:03:00.000000000,0,0,3.0,8.32
5,13,13,2018-09-05 08:51:23,2018-09-05 08:43:45,0 days 00:07:38.000000000,0,1,7.633333333333334,8.51
6,13,14,2018-09-05 09:06:00,2018-09-05 09:02:16,0 days 00:03:44.000000000,0,0,3.7333333333333334,9.06
7,13,13,2018-09-05 09:21:21,2018-09-05 09:13:10,0 days 00:08:11.000000000,0,1,8.183333333333334,9.21
8,13,14,2018-09-05 09:37:34,2018-09-05 09:29:55,0 days 00:07:39.000000000,0,1,7.65,9.37
9,13,13,2018-09-05 09:51:35,2018-09-05 09:45:11,0 days 00:06:24.000000000,0,1,6.4,9.51
11,13,13,2018-09-05 10:38:49,2018-09-05 10:32:55,0 days 00:05:54.000000000,0,0,5.9,10.38
12,17,17,2018-09-05 10:37:37,2018-09-05 10:32:55,0 days 00:04:42.000000000,0,0,4.7,10.37
14,13,13,2018-09-05 11:07:51,2018-09-05 10:59:48,0 days 00:08:03.000000000,0,1,8.05,11.07
17,17,17,2018-09-05 11:37:00,2018-09-05 11:34:50,0 days 00:02:10.000000000,0,0,2.1666666666666665,11.37
18,13,13,2018-09-05 11:52:01,2018-09-05 11:48:33,0 days 00:03:28.000000000,0,0,3.466666666666667,11.52
20,13,14,2018-09-05 12:08:29,2018-09-05 12:02:18,0 days 00:06:11.000000000,0,1,6.183333333333334,12.08
21,17,17,2018-09-05 12:07:40,2018-09-05 12:02:18,0 days 00:05:22.000000000,0,0,5.366666666666666,12.07
22,13,13,2018-09-05 12:22:36,2018-09-05 12:18:56,0 days 00:03:40.000000000,0,0,3.6666666666666665,12.22
25,13,13,2018-09-05 12:51:47,2018-09-05 12:48:30,0 days 00:03:17.000000000,0,0,3.283333333333333,12.51
26,17,17,2018-09-05 12:52:33,2018-09-05 12:48:30,0 days 00:04:03.000000000,0,0,4.05,12.52
28,13,13,2018-09-05 13:23:01,2018-09-05 13:17:40,0 days 00:05:21.000000000,0,0,5.35,13.23
29,13,14,2018-09-05 13:39:00,2018-09-05 13:33:33,0 days 00:05:27.000000000,0,0,5.45,13.39
30,13,13,2018-09-05 13:51:26,2018-09-05 13:50:14,0 days 00:01:12.000000000,0,0,1.2,13.51
31,13,14,2018-09-05 14:05:36,2018-09-05 13:59:48,0 days 00:05:48.000000000,0,0,5.8,14.05
32,13,13,2018-09-05 14:21:47,2018-09-05 14:17:42,0 days 00:04:05.000000000,0,0,4.083333333333333,14.21
34,13,13,2018-09-05 14:51:22,2018-09-05 14:49:47,0 days 00:01:35.000000000,0,0,1.5833333333333333,14.51
35,13,14,2018-09-05 15:06:50,2018-09-05 14:59:27,0 days 00:07:23.000000000,0,1,7.383333333333334,15.06
36,13,13,2018-09-05 15:23:42,2018-09-05 15:16:26,0 days 00:07:16.000000000,0,1,7.266666666666667,15.23
37,13,14,2018-09-05 15:32:15,2018-09-05 15:28:55,0 days 00:03:20.000000000,0,0,3.3333333333333335,15.32
38,13,13,2018-09-05 15:51:11,2018-09-05 15:43:32,0 days 00:07:39.000000000,0,1,7.65,15.51
40,13,14,2018-09-05 16:09:29,2018-09-05 16:01:48,0 days 00:07:41.000000000,0,1,7.683333333333334,16.09
41,17,17,2018-09-05 16:07:00,2018-09-05 16:01:48,0 days 00:05:12.000000000,0,0,5.2,16.07
42,13,13,2018-09-05 16:21:26,2018-09-05 16:17:25,0 days 00:04:01.000000000,0,0,4.016666666666667,16.21
44,17,17,2018-09-05 16:37:29,2018-09-05 16:32:26,0 days 00:05:03.000000000,0,0,5.05,16.37
46,13,13,2018-09-05 17:06:35,2018-09-05 17:04:08,0 days 00:02:27.000000000,0,0,2.45,17.06
49,17,17,2018-09-05 17:22:21,2018-09-05 17:17:07,0 days 00:05:14.000000000,0,0,5.233333333333333,17.22
50,13,14,2018-09-05 17:51:16,2018-09-05 17:48:00,0 days 00:03:16.000000000,0,0,3.2666666666666666,17.51
52,13,13,2018-09-05 18:06:22,2018-09-05 18:03:36,0 days 00:02:46.000000000,0,0,2.7666666666666666,18.06
53,17,17,2018-09-05 18:07:39,2018-09-05 18:03:36,0 days 00:04:03.000000000,0,0,4.05,18.07
54,13,14,2018-09-05 18:18:44,2018-09-05 18:14:27,0 days 00:04:17.000000000,0,0,4.283333333333333,18.18
55,17,17,2018-09-05 18:23:29,2018-09-05 18:14:27,0 days 00:09:02.000000000,0,1,9.033333333333333,18.23
56,13,14,2018-09-05 18:57:56,2018-09-05 18:49:29,0 days 00:08:27.000000000,0,1,8.45,18.57
57,17,17,2018-09-05 18:52:41,2018-09-05 18:49:29,0 days 00:03:12.000000000,0,0,3.2,18.52
58,13,13,2018-09-05 19:08:48,2018-09-05 19:02:13,0 days 00:06:35.000000000,0,1,6.583333333333333,19.08
59,17,17,2018-09-05 19:09:18,2018-09-05 19:02:13,0 days 00:07:05.000000000,0,1,7.083333333333333,19.09
60,13,14,2018-09-05 19:22:55,2018-09-05 19:18:51,0 days 00:04:04.000000000,0,0,4.066666666666666,19.22
63,17,17,2018-09-05 19:37:38,2018-09-05 19:32:35,0 days 00:05:03.000000000,0,0,5.05,19.37
64,13,13,2018-09-05 19:51:41,2018-09-05 19:46:17,0 days 00:05:24.000000000,0,0,5.4,19.51
65,17,17,2018-09-05 19:53:26,2018-09-05 19:46:17,0 days 00:07:09.000000000,0,1,7.15,19.53
68,13,13,2018-09-05 20:21:42,2018-09-05 20:18:25,0 days 00:03:17.000000000,0,0,3.283333333333333,20.21
69,17,17,2018-09-05 20:23:00,2018-09-05 20:18:25,0 days 00:04:35.000000000,0,0,4.583333333333333,20.23
71,17,17,2018-09-05 20:38:24,2018-09-05 20:33:51,0 days 00:04:33.000000000,0,0,4.55,20.38
72,13,13,2018-09-05 20:51:42,2018-09-05 20:49:00,0 days 00:02:42.000000000,0,0,2.7,20.51
74,13,14,2018-09-05 21:06:00,2018-09-05 21:01:48,0 days 00:04:12.000000000,0,0,4.2,21.06
75,17,17,2018-09-05 21:07:36,2018-09-05 21:01:48,0 days 00:05:48.000000000,0,0,5.8,21.07
76,13,13,2018-09-05 21:21:42,2018-09-05 21:15:57,0 days 00:05:45.000000000,0,0,5.75,21.21
77,17,17,2018-09-05 21:24:17,2018-09-05 21:15:57,0 days 00:08:20.000000000,0,1,8.333333333333334,21.24
78,13,14,2018-09-05 21:37:08,2018-09-05 21:30:34,0 days 00:06:34.000000000,0,1,6.566666666666666,21.37
81,17,17,2018-09-05 21:53:27,2018-09-05 21:45:36,0 days 00:07:51.000000000,0,1,7.85,21.53
82,13,14,2018-09-05 22:06:22,2018-09-05 22:01:02,0 days 00:05:20.000000000,0,0,5.333333333333333,22.06
83,17,17,2018-09-05 22:08:29,2018-09-05 22:01:02,0 days 00:07:27.000000000,0,1,7.45,22.08
84,13,13,2018-09-05 22:22:54,2018-09-05 22:13:08,0 days 00:09:46.000000000,0,1,9.766666666666667,22.22
