,linea,linea_real,salida,llegada_central,espera,outlayers,espera_mas_50,espera minutos,hora salida
0,20,20,2018-06-06 07:40:00,2018-06-06 07:46:36,0 days 00:06:36.000000000,0,1,6.6,7.4
1,20,20,2018-06-06 08:07:10,2018-06-06 08:16:45,0 days 00:09:35.000000000,0,1,9.583333333333334,8.07
2,20,20,2018-06-06 08:41:44,2018-06-06 08:46:27,0 days 00:04:43.000000000,0,0,4.716666666666667,8.41
3,20,20,2018-06-06 09:11:37,2018-06-06 09:17:28,0 days 00:05:51.000000000,0,0,5.85,9.11
4,20,20,2018-06-06 09:39:51,2018-06-06 09:47:23,0 days 00:07:32.000000000,0,1,7.533333333333333,9.39
7,20,9,2018-06-06 10:28:18,2018-06-06 10:33:07,0 days 00:04:49.000000000,0,0,4.816666666666666,10.28
8,20,20,2018-06-06 10:37:42,2018-06-06 10:47:02,0 days 00:09:20.000000000,0,1,9.333333333333334,10.37
10,20,20,2018-06-06 11:09:45,2018-06-06 11:17:39,0 days 00:07:54.000000000,0,1,7.9,11.09
11,20,9,2018-06-06 11:26:57,2018-06-06 11:31:54,0 days 00:04:57.000000000,0,0,4.95,11.26
13,20,9,2018-06-06 11:58:04,2018-06-06 12:02:50,0 days 00:04:46.000000000,0,0,4.766666666666667,11.58
14,20,20,2018-06-06 12:12:19,2018-06-06 12:17:23,0 days 00:05:04.000000000,0,0,5.066666666666666,12.12
15,20,9,2018-06-06 12:28:47,2018-06-06 12:34:25,0 days 00:05:38.000000000,0,0,5.633333333333334,12.28
16,20,20,2018-06-06 12:37:13,2018-06-06 12:47:01,0 days 00:09:48.000000000,0,1,9.8,12.37
19,20,20,2018-06-06 14:07:48,2018-06-06 14:16:41,0 days 00:08:53.000000000,0,1,8.883333333333333,14.07
20,20,20,2018-06-06 14:37:00,2018-06-06 14:46:13,0 days 00:09:13.000000000,0,1,9.216666666666667,14.37
21,20,20,2018-06-06 15:10:06,2018-06-06 15:17:00,0 days 00:06:54.000000000,0,1,6.9,15.1
22,20,20,2018-06-06 15:37:41,2018-06-06 15:45:31,0 days 00:07:50.000000000,0,1,7.833333333333333,15.37
23,20,9,2018-06-06 15:59:02,2018-06-06 16:02:08,0 days 00:03:06.000000000,0,0,3.1,15.59
24,20,20,2018-06-06 16:10:00,2018-06-06 16:16:39,0 days 00:06:39.000000000,0,1,6.65,16.1
25,20,9,2018-06-06 16:27:41,2018-06-06 16:31:13,0 days 00:03:32.000000000,0,0,3.533333333333333,16.27
