,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
0,0,Sardinero_Valdecilla,19,15.283333333333333,19.236641221374047,,
1,0,Sardinero_Valdecilla,23,12.533333333333333,23.45744680851064,,
19,1,Valdecilla_Sardinero,2,27.188888888888886,10.878494535720852,2.5155258635860562,1.05819608714746
2,1,Sardinero_Valdecilla,3,14.095833333333335,20.965714217481278,1.1771257366993555,1.732998757481194
20,1,Valdecilla_Sardinero,4,12.925,22.746700188560652,0.035355339059325995,0.06222184121063313
3,1,Sardinero_Valdecilla,5,13.7375,21.500570166231515,1.079126447126975,1.6881580196196633
4,1,Sardinero_Valdecilla,7,14.1125,20.87125438607928,0.7013710118733857,1.037204099648026
21,1,Valdecilla_Sardinero,8,14.666666666666666,20.045454545454547,,
5,1,Sardinero_Valdecilla,9,14.841666666666669,19.90672245508962,1.2429430427044552,1.5551318686037998
22,1,Valdecilla_Sardinero,10,14.956666666666667,19.774174871295617,1.2695471633618025,1.7300997390787731
6,1,Sardinero_Valdecilla,11,14.796666666666667,19.895825484213496,0.6046578463156748,0.8104726822183519
23,1,Valdecilla_Sardinero,12,15.805555555555555,18.60614914601669,0.3189972715545691,0.37865558283586354
7,1,Sardinero_Valdecilla,13,16.73888888888889,17.65091781860154,1.4466756272123922,1.512256754070721
24,1,Valdecilla_Sardinero,14,15.594444444444443,18.872055992128356,0.6106311246328424,0.735225258619049
8,1,Sardinero_Valdecilla,15,17.03,17.45908929574426,1.8701010073730717,2.226442098505433
25,1,Valdecilla_Sardinero,16,16.377777777777776,18.02320411564038,1.2530333565362874,1.4135882414706584
9,1,Sardinero_Valdecilla,17,15.970833333333335,18.557952897031072,1.6498246259212808,1.9308715814718895
26,1,Valdecilla_Sardinero,18,15.64,18.843796852491483,0.857774899246754,1.0454189369443916
10,1,Sardinero_Valdecilla,19,14.430000000000001,20.628918101651728,1.705644224984279,2.70557789051817
27,1,Valdecilla_Sardinero,20,15.446666666666667,19.072855037001506,0.7820379359937306,0.9784276462318012
11,1,Sardinero_Valdecilla,21,13.736666666666668,21.458791004082535,0.7981227975693966,1.2104137125017391
28,1,Valdecilla_Sardinero,22,14.4,20.504131336042413,1.0627532377953242,1.4826824392238145
12,1,Sardinero_Valdecilla,23,13.226666666666665,22.35676978395302,1.1456802928100551,1.864363877453943
29,1,Valdecilla_Sardinero,24,16.954166666666666,17.579023021105197,2.216410803946743,2.435353846713798
13,1,Sardinero_Valdecilla,25,14.675,20.076622084194376,0.7972754531202805,1.0445498426429018
30,1,Valdecilla_Sardinero,26,14.845833333333333,19.847855726169076,0.8144954129875611,1.0780101742055785
14,1,Sardinero_Valdecilla,27,16.000000000000004,18.60742142407497,1.9733643015588034,2.3669920940544604
15,1,Sardinero_Valdecilla,29,15.586666666666668,18.900389648396413,0.7821267302823899,0.9506406727398483
31,1,Valdecilla_Sardinero,30,15.506666666666666,18.996976052393006,0.7693431541834168,0.942259097055238
16,1,Sardinero_Valdecilla,31,15.073333333333334,19.554764281952355,0.8532291603080615,1.1072037568811923
32,1,Valdecilla_Sardinero,32,15.389999999999997,19.259418278160894,1.5284614631859204,1.96887493456161
17,1,Sardinero_Valdecilla,33,16.886666666666667,17.465520787516578,1.0807918907500698,1.0812075953340727
33,1,Valdecilla_Sardinero,34,15.926666666666666,18.564921181595707,1.3457030380684536,1.559272365381779
34,1,Valdecilla_Sardinero,36,13.55,21.841002092129607,1.2341213698642266,1.9735633619853001
18,1,Sardinero_Valdecilla,37,12.883333333333331,22.919912327151316,0.9574996373657564,1.6806753451928147
35,1,Valdecilla_Sardinero,38,13.020000000000001,22.654020917492,0.8307794198488822,1.4384594298988223
36,2,Sardinero_Valdecilla,2,13.336666666666668,22.226167759279573,1.2945076284054873,2.3462529071792018
53,2,Valdecilla_Sardinero,3,13.613333333333335,21.668711712456354,0.8508492489533291,1.445839438370304
37,2,Sardinero_Valdecilla,4,13.633333333333333,21.590540804279115,0.5417734937393295,0.8641714534786488
54,2,Valdecilla_Sardinero,5,14.595833333333333,20.267577313646044,1.323461720612246,1.8360917179144625
55,2,Valdecilla_Sardinero,7,16.366666666666667,18.528061728198146,3.5368169409900294,3.511819228946045
38,2,Sardinero_Valdecilla,8,14.116666666666665,21.13580780840581,1.8540246512404859,3.144811119301707
56,2,Valdecilla_Sardinero,9,14.795833333333333,19.941930095283755,0.9909194196786617,1.423201913876127
39,2,Sardinero_Valdecilla,10,15.008333333333333,19.712245475113125,1.411690607169422,1.7475819618024744
57,2,Valdecilla_Sardinero,11,15.239999999999998,19.50237593448971,1.8010645000480505,2.234133211265529
40,2,Sardinero_Valdecilla,12,16.73333333333333,17.67624067731163,1.504499424565698,1.5801005759427607
41,2,Sardinero_Valdecilla,14,15.703333333333333,18.770166816828823,0.8616360407194371,1.0946874096581278
58,2,Valdecilla_Sardinero,15,16.395833333333336,18.1433621699464,2.047011145458088,2.2639094871828758
42,2,Sardinero_Valdecilla,16,16.78666666666667,17.638381547441448,1.5935372951742013,1.6421167388421363
59,2,Valdecilla_Sardinero,17,15.506666666666666,19.009761945152245,0.8884755983643501,1.095705350151089
43,2,Sardinero_Valdecilla,18,16.383333333333333,18.314459084759417,2.671064082595799,2.8343473035400226
60,2,Valdecilla_Sardinero,19,16.326666666666664,18.559359423750674,3.396558715981679,3.3650315796172388
44,2,Sardinero_Valdecilla,20,14.995833333333334,19.658289723188208,0.9096575464711175,1.162696088150109
45,2,Sardinero_Valdecilla,22,13.729166666666668,21.424321488078206,0.3470443989100157,0.5305302588186386
61,2,Valdecilla_Sardinero,23,15.399999999999999,19.096736928437537,0.3118047822311615,0.383829539585594
46,2,Sardinero_Valdecilla,24,13.896666666666667,21.24925805133238,1.0370497684403694,1.5619335907635463
62,2,Valdecilla_Sardinero,25,14.777777777777779,19.952535306587308,0.9764353157920527,1.3130599299534114
47,2,Sardinero_Valdecilla,26,15.266666666666666,19.326610134485925,1.0292931771096345,1.3652265893564517
63,2,Valdecilla_Sardinero,27,14.823333333333332,19.886724299926264,0.8789671969609193,1.1208422581816178
64,2,Valdecilla_Sardinero,29,16.163333333333334,18.255718858083274,1.0955338627557094,1.2253543390933828
48,2,Sardinero_Valdecilla,30,16.68,17.656017357334918,0.7617049589207389,0.8249516454392691
65,2,Valdecilla_Sardinero,31,15.370833333333332,19.179368923994797,0.9116910417216765,1.1750901805660097
49,2,Sardinero_Valdecilla,32,15.396666666666667,19.246579421523094,1.5134764983676197,1.9288961813167118
66,2,Valdecilla_Sardinero,33,16.783333333333335,17.555590843317237,0.8771006530356451,0.9142400130485365
50,2,Sardinero_Valdecilla,34,19.10333333333333,16.91566925862991,7.970626630879715,4.5900215657310435
67,2,Valdecilla_Sardinero,35,16.78666666666667,17.547756046880576,0.7983837840704592,0.8898737405385563
51,2,Sardinero_Valdecilla,36,14.910000000000002,19.82348640463767,1.2051164074708955,1.6287270977057176
68,2,Valdecilla_Sardinero,37,14.626666666666669,20.21916189249046,1.1965575623429066,1.8184052678202116
52,2,Sardinero_Valdecilla,38,13.663333333333332,21.579416336169388,0.8149982958400723,1.300726988124513
69,2,Valdecilla_Sardinero,39,14.73,20.733838528598323,3.4965141371244477,4.114833914075048
88,3,Valdecilla_Sardinero,2,16.266666666666666,18.519630809714513,2.75583555925052,3.524533597531532
70,3,Sardinero_Valdecilla,3,14.4375,20.37895416565759,0.4561056976265561,0.646557013917965
89,3,Valdecilla_Sardinero,4,13.95,21.189160305343513,1.1719720638814386,1.8112054350245907
71,3,Sardinero_Valdecilla,5,13.655555555555557,21.575841048876047,0.7846324924116684,1.2047192383510816
