,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
18,1,Valdecilla_Sardinero,2,22.220000000000002,13.962319589863705,5.866683238612957,3.4882569358129936
0,1,Sardinero_Valdecilla,3,14.686666666666667,20.03844666823216,0.5261759317102133,0.7080870461248303
19,1,Valdecilla_Sardinero,4,15.223333333333334,19.450981666080526,1.4311805538707472,1.848532894309317
1,1,Sardinero_Valdecilla,5,18.700000000000003,16.178977688269256,3.6742598146001035,3.1102584448687223
2,1,Sardinero_Valdecilla,7,16.686666666666664,17.768468751346386,1.7046667970277614,1.8357199934053874
20,1,Valdecilla_Sardinero,8,15.366666666666665,19.27420146736017,1.3964737336910023,1.9536997874219704
3,1,Sardinero_Valdecilla,9,14.85,19.907940542098498,1.198262631201246,1.7066000671182222
21,1,Valdecilla_Sardinero,10,14.963333333333333,19.816046271056585,1.5047332727836595,2.090393805784389
4,1,Sardinero_Valdecilla,11,15.95,18.529792616364592,1.2803536837747442,1.517218342300629
22,1,Valdecilla_Sardinero,12,15.106666666666666,19.598982348102744,1.3765193625792385,1.8917261102377823
5,1,Sardinero_Valdecilla,13,16.51666666666667,17.868456238627555,1.0918256881633324,1.2908805331624091
23,1,Valdecilla_Sardinero,14,15.979166666666666,18.457446201574353,1.0313040109312899,1.2100102809813127
6,1,Sardinero_Valdecilla,15,16.32,18.4075183146409,2.878932093676403,2.8038719598515986
24,1,Valdecilla_Sardinero,16,14.680000000000001,20.081547730383242,0.8350316028616991,1.194637749851322
7,1,Sardinero_Valdecilla,17,15.606666666666666,18.96196067465491,1.3938655283459411,1.736362690258192
25,1,Valdecilla_Sardinero,18,15.220833333333333,19.500657452703447,1.731750078196427,2.1771378122368437
8,1,Sardinero_Valdecilla,19,17.941666666666666,16.49118208403177,1.6259754906813004,1.5438968998132883
26,1,Valdecilla_Sardinero,20,15.886666666666667,18.53217393790478,0.6603239945494774,0.7848111953937553
9,1,Sardinero_Valdecilla,21,13.680000000000001,21.548017895436676,0.7729273359551124,1.257807580199548
27,1,Valdecilla_Sardinero,22,14.204166666666667,20.843498397671105,1.366421048389361,2.0200370191792714
10,1,Sardinero_Valdecilla,23,14.290000000000001,20.64299330154455,0.9479217032833227,1.3049566597083515
28,1,Valdecilla_Sardinero,24,14.386666666666667,20.49489157079275,0.8638093925552478,1.235703757814952
11,1,Sardinero_Valdecilla,25,13.830000000000002,21.5051700122272,1.6563178707267787,2.5981834964992228
29,1,Valdecilla_Sardinero,26,16.866666666666667,17.703479132149944,2.396380372330087,2.4183891622196203
12,1,Sardinero_Valdecilla,27,14.85666666666667,19.854272714582777,0.9608011703203155,1.2610976818138537
13,1,Sardinero_Valdecilla,29,14.143333333333334,20.87145579136837,1.035655991791354,1.440353823020531
30,1,Valdecilla_Sardinero,30,13.916666666666668,21.226401601518127,1.0970288155842676,1.5980817425743399
