,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
17,1,Valdecilla_Sardinero,2,24.529999999999998,12.92278002856759,8.518585889427634,3.479067578814515
0,1,Sardinero_Valdecilla,3,14.133333333333335,21.036738976865983,1.7624556732014574,2.3640924070158813
18,1,Valdecilla_Sardinero,4,15.360000000000003,19.160207069653456,0.5457665353529024,0.6890547729264223
1,1,Sardinero_Valdecilla,5,16.35,18.349244439321854,2.5775742256798133,2.924626452818952
2,1,Sardinero_Valdecilla,7,15.400000000000002,19.202057934941198,1.408111422358962,1.6215187752567555
19,1,Valdecilla_Sardinero,8,14.722222222222221,19.99974104695814,0.7020472707520268,0.9417353717848831
3,1,Sardinero_Valdecilla,9,15.2,19.572157615648404,1.977161264709246,2.2143531334815427
20,1,Valdecilla_Sardinero,10,15.719999999999999,18.718591484239553,0.515509456751281,0.6215634454965063
4,1,Sardinero_Valdecilla,11,15.313333333333333,19.422393687918323,1.888209027976863,2.2684196802594285
21,1,Valdecilla_Sardinero,12,16.36,18.162869261048915,1.9736317341951677,1.9976466437736016
5,1,Sardinero_Valdecilla,13,15.073333333333332,19.649242874684823,1.4908331004285271,1.8345937077385228
22,1,Valdecilla_Sardinero,14,15.420000000000002,19.170841507031735,1.218058564547151,1.6586415242585177
6,1,Sardinero_Valdecilla,15,14.741666666666667,19.992959028605227,0.8431093246627827,1.154026431751081
23,1,Valdecilla_Sardinero,16,14.706666666666667,20.130194542989265,1.300993210333295,1.9699301831340048
7,1,Sardinero_Valdecilla,17,15.99,18.548291178003865,1.7364395244932151,1.8659452568746937
24,1,Valdecilla_Sardinero,18,16.130000000000003,18.476004160095915,2.174517826502643,2.3265333526897054
8,1,Sardinero_Valdecilla,19,17.083333333333336,17.3408258625097,1.6516405985161138,1.697300429122299
25,1,Valdecilla_Sardinero,20,16.326666666666664,18.056097204744827,0.9331547448187666,1.0667855848686352
9,1,Sardinero_Valdecilla,21,14.040000000000001,21.012341677094437,0.9347162373920997,1.3562430366453468
26,1,Valdecilla_Sardinero,22,14.756666666666666,20.07894635807066,1.4965515917156575,1.9256045138111664
10,1,Sardinero_Valdecilla,23,14.080000000000002,21.02777041911602,1.300822389447878,1.9916462018133987
27,1,Valdecilla_Sardinero,24,15.853333333333333,18.90862164245574,2.657755945655405,2.7250261224254224
11,1,Sardinero_Valdecilla,25,14.396666666666665,20.684855067879084,1.7784746897896035,2.6712600199860863
28,1,Valdecilla_Sardinero,26,14.5375,20.291522475881596,0.9609384880302057,1.3720974587841264
12,1,Sardinero_Valdecilla,27,15.226666666666665,19.351482575479647,0.8099725646931227,1.0172396054172668
13,1,Sardinero_Valdecilla,29,15.743333333333334,19.022344364672517,2.438994556050597,2.810164724152387
29,1,Valdecilla_Sardinero,30,16.153333333333332,18.758785938471394,3.447914023161122,3.29512314309273
14,1,Sardinero_Valdecilla,31,16.2,18.271467622090675,1.5235193176035253,1.6403372415680004
30,1,Valdecilla_Sardinero,32,16.8375,17.515565181420683,1.1063265039459793,1.1076329059864356
15,1,Sardinero_Valdecilla,33,16.408333333333335,17.983969682376305,1.1777646749795252,1.2316088808156156
31,1,Valdecilla_Sardinero,34,15.8375,18.71396156645145,1.7162823194334895,1.8522804470590866
32,1,Valdecilla_Sardinero,36,14.775,19.992517412049125,1.217199274594787,1.522032935682199
16,1,Sardinero_Valdecilla,37,13.483333333333334,22.039868053894285,1.5465612990928785,2.741367906318637
33,1,Valdecilla_Sardinero,38,12.816666666666666,23.227350686965323,1.7542013060712907,2.8116022694804155
34,2,Sardinero_Valdecilla,0,18.85,15.596816976127322,,
35,2,Sardinero_Valdecilla,2,13.003333333333334,22.699537244808138,0.8967069383769334,1.634091445025041
52,2,Valdecilla_Sardinero,3,13.116666666666665,22.669867564282335,1.549611659834907,2.8912264089955135
36,2,Sardinero_Valdecilla,4,14.903333333333332,20.261186457688275,2.747129815320387,3.6331725538232913
53,2,Valdecilla_Sardinero,5,16.083333333333332,18.559380763349665,2.2562259540116,2.6760356014357765
54,2,Valdecilla_Sardinero,7,17.016666666666666,17.429817073049406,1.76198278463024,1.8441957403648908
37,2,Sardinero_Valdecilla,8,15.676666666666668,18.886711338180284,1.4211986333920938,1.8348009522050226
55,2,Valdecilla_Sardinero,9,15.266666666666666,19.26008476385504,0.19860625479688268,0.2503754063272152
38,2,Sardinero_Valdecilla,10,15.613333333333333,19.156859732788767,2.446011492659473,2.622532975601377
56,2,Valdecilla_Sardinero,11,14.133333333333335,20.84555849982016,0.7269609495854794,1.061862937828554
39,2,Sardinero_Valdecilla,12,15.716666666666665,18.761544965040777,0.9629237883769531,1.1294844742687062
40,2,Sardinero_Valdecilla,14,16.220000000000002,18.32092751339719,1.7861893019000594,2.2218781201810436
57,2,Valdecilla_Sardinero,15,15.496666666666666,19.100384048734846,1.4002678315236694,1.779494761736148
41,2,Sardinero_Valdecilla,16,16.55,18.16626326979003,3.060047203702729,2.721116481081301
58,2,Valdecilla_Sardinero,17,14.65,20.360199739858356,2.1587033144922914,2.6441555736085167
42,2,Sardinero_Valdecilla,18,15.754166666666668,18.716826535186016,0.983886379317961,1.1773856742323077
59,2,Valdecilla_Sardinero,19,15.913333333333332,18.59558098174382,1.4590902797443484,1.6442440945033552
43,2,Sardinero_Valdecilla,20,17.891666666666666,16.73271622684709,2.631029231083306,2.735154225388909
44,2,Sardinero_Valdecilla,22,13.926666666666668,21.33708753240665,1.652212321572369,2.390005174092758
60,2,Valdecilla_Sardinero,23,15.906666666666666,18.504106303232636,0.5980988398435682,0.7081932768528915
45,2,Sardinero_Valdecilla,24,14.973333333333334,19.748662029885004,1.315009505669066,1.6212702599517357
61,2,Valdecilla_Sardinero,25,15.106666666666666,19.625058607271676,1.556018780235138,1.987344295036419
46,2,Sardinero_Valdecilla,26,15.836666666666664,18.75899203527444,1.8610555547263428,2.0758075654678714
62,2,Valdecilla_Sardinero,27,19.700000000000003,16.225299901523048,7.100909566151835,4.670642045187665
63,2,Valdecilla_Sardinero,29,15.791666666666668,18.673905036892947,1.0083448116885705,1.1811923311274122
47,2,Sardinero_Valdecilla,30,15.308333333333334,19.30148924126784,1.252146305497233,1.5695898920462197
64,2,Valdecilla_Sardinero,31,15.579166666666667,18.88800102269821,0.5365139534273298,0.6447020936402551
48,2,Sardinero_Valdecilla,32,15.129166666666666,19.44916707809628,0.5150287658273376,0.6465451692385822
65,2,Valdecilla_Sardinero,33,15.596666666666668,18.91812488011862,1.0644116789204368,1.2453109032904264
49,2,Sardinero_Valdecilla,34,15.069999999999999,19.61988094462142,1.3010359120502568,1.6092863810260742
66,2,Valdecilla_Sardinero,35,15.041666666666668,19.61947515311587,1.0751830162900258,1.3768005555975422
50,2,Sardinero_Valdecilla,36,14.138888888888888,20.92511996688822,1.4109033092838608,1.9753295368340358
67,2,Valdecilla_Sardinero,37,14.35,20.523292108216268,0.6561673228343173,0.9708403442641222
51,2,Sardinero_Valdecilla,38,13.419999999999998,21.98570280657922,0.9213064395495972,1.423987617965483
68,2,Valdecilla_Sardinero,39,12.95,22.832123063441784,1.1249074035966988,1.8646586739472084
87,3,Valdecilla_Sardinero,2,20.88,15.436163412954482,8.011852331251355,4.555578924217367
69,3,Sardinero_Valdecilla,3,13.98333333333333,21.16188825563959,1.2088791870525724,1.983112161420776
88,3,Valdecilla_Sardinero,4,13.963333333333333,21.118439158481827,0.8543516059952527,1.294037992791134
70,3,Sardinero_Valdecilla,5,16.59166666666667,18.09744722561002,2.770028078477826,3.017106615880192
89,3,Valdecilla_Sardinero,6,15.095833333333333,19.638811383842683,1.6707380826271776,1.9672685720083698
71,3,Sardinero_Valdecilla,7,16.056666666666665,18.534864738102975,1.9918444829967143,2.2688634100097596
90,3,Valdecilla_Sardinero,8,14.113333333333333,20.923007926756554,1.0618641888469327,1.5254078483279594
72,3,Sardinero_Valdecilla,9,15.5,19.173136365709986,1.9323273244688346,2.0605888687671823
91,3,Valdecilla_Sardinero,10,15.666666666666668,18.770120586518818,0.2616719744684595,0.3115758960651379
73,3,Sardinero_Valdecilla,11,15.286666666666667,19.254711146360435,0.5871778076339208,0.7249472294556424
92,3,Valdecilla_Sardinero,12,15.203333333333333,19.36450721742874,0.6447867864651075,0.7855330143566411
93,3,Valdecilla_Sardinero,14,15.039999999999997,19.61064221689976,0.9442516143015643,1.2520949111787403
74,3,Sardinero_Valdecilla,15,15.986666666666668,18.540358915255464,1.6359417946722785,1.839332419357155
94,3,Valdecilla_Sardinero,16,15.836666666666668,18.58047141678312,0.5118593556827893,0.6173680940529059
75,3,Sardinero_Valdecilla,17,15.62,19.001675905279146,1.7415430578145994,2.0224137800192175
95,3,Valdecilla_Sardinero,18,16.483333333333334,17.904215830327324,1.1707666054532149,1.1985587581866117
76,3,Sardinero_Valdecilla,19,15.395833333333332,19.195914649764436,1.232835860631601,1.6628327308758761
96,3,Valdecilla_Sardinero,20,16.343333333333334,18.047203989101646,1.0486499256981172,1.1342811609969343
77,3,Sardinero_Valdecilla,21,12.9,22.790697674418606,,
97,3,Valdecilla_Sardinero,22,14.596666666666668,20.17579691918966,0.6722061522413418,0.9291405730260061
78,3,Sardinero_Valdecilla,23,13.280000000000001,22.176212505021418,0.6158102160749055,1.0159853857370014
98,3,Valdecilla_Sardinero,24,14.396666666666667,20.565071230762573,1.3537704548572644,1.914340489430941
79,3,Sardinero_Valdecilla,25,13.669999999999998,21.572565547854005,0.8350316028616986,1.3444860187678052
99,3,Valdecilla_Sardinero,26,15.266666666666666,19.381542898689258,1.3356230339766124,1.7738640829569283
80,3,Sardinero_Valdecilla,27,14.25,20.67985123317132,0.77772817302134,1.1066061451066258
100,3,Valdecilla_Sardinero,28,17.346666666666668,18.087569021451774,5.541540098805264,4.526843972160874
81,3,Sardinero_Valdecilla,29,15.493333333333334,19.120137634785657,1.4764164573573255,1.8989333355417892
101,3,Valdecilla_Sardinero,30,15.395833333333332,19.113403263054124,0.534438958160799,0.665627612393312
82,3,Sardinero_Valdecilla,31,15.559999999999999,19.10649010280266,1.8652003169156453,2.210682360216312
102,3,Valdecilla_Sardinero,32,15.243333333333334,19.384686260585635,1.1755377020278373,1.5844952004678965
83,3,Sardinero_Valdecilla,33,15.470000000000002,19.064849756146486,1.004669652727259,1.1620484753682405
103,3,Valdecilla_Sardinero,34,16.023333333333333,18.371997137990327,0.6412444498351972,0.742541845782885
84,3,Sardinero_Valdecilla,35,14.6,20.270467908949847,1.2742644937374659,1.91602043354931
85,3,Sardinero_Valdecilla,37,14.695833333333333,20.070330082243625,0.9705262986113757,1.3064050961657638
104,3,Valdecilla_Sardinero,38,14.186666666666667,20.785018812135622,0.8424006700429956,1.2920946587475524
86,3,Sardinero_Valdecilla,39,13.14,22.745281818588143,1.8604285647249252,3.285004353731222
105,101,Sardinero_Valdecilla,1,15.4125,19.14542974453864,1.064961745096282,1.3519443987928954
107,101,Valdecilla_Sardinero,2,18.756666666666668,17.73686082171713,8.869114637011094,5.608023974396115
106,101,Sardinero_Valdecilla,3,18.816666666666666,16.30454555168532,4.812931077374322,3.3761411539134065
108,102,Sardinero_Valdecilla,2,16.153333333333336,18.29365550788261,1.284977302004462,1.4663072237794204
110,102,Valdecilla_Sardinero,3,15.974999999999998,18.509954028590954,1.4053798748354802,1.6105166122387375
