,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
18,1,Valdecilla_Sardinero,2,18.2,17.833560607936978,5.934679154483977,5.2058590398586215
0,1,Sardinero_Valdecilla,3,13.493333333333334,22.34254247865779,1.0597824724389853,1.7412141632765792
19,1,Valdecilla_Sardinero,4,14.309999999999999,21.186444669177895,1.7103687061891395,2.3294638422541123
1,1,Sardinero_Valdecilla,5,14.99,20.202208459842943,1.623122847407977,2.1887003566810335
2,1,Sardinero_Valdecilla,7,13.993333333333334,21.502613376332654,0.829708784253045,1.3467864733115558
20,1,Valdecilla_Sardinero,8,14.691666666666666,20.474360311030328,0.8840667814560583,1.211060257800083
3,1,Sardinero_Valdecilla,9,14.036666666666667,21.522427528320996,1.3870131778593737,1.896739383331171
21,1,Valdecilla_Sardinero,10,15.179166666666667,19.795999629814958,0.7063698275926946,0.9188986056171459
4,1,Sardinero_Valdecilla,11,15.88,19.18052486978464,2.3309928738153145,2.4671126237800856
22,1,Valdecilla_Sardinero,12,14.396666666666667,20.928806225551224,1.047443978878531,1.5599012714743936
5,1,Sardinero_Valdecilla,13,16.54,18.228145020386762,1.270913931870378,1.471522884727891
23,1,Valdecilla_Sardinero,14,15.39666666666667,19.5364340423066,0.8796621826335136,1.1321024854485169
6,1,Sardinero_Valdecilla,15,15.826666666666668,19.10946172916236,1.618838747030997,1.8877838954612431
24,1,Valdecilla_Sardinero,16,15.51,19.43143268906085,1.1843657468122861,1.460069848265668
7,1,Sardinero_Valdecilla,17,14.523333333333335,20.786116399798903,1.2449118665815482,1.895626117642403
25,1,Valdecilla_Sardinero,18,15.104166666666666,19.86478970402576,0.20519863908291824,0.2670277777995402
8,1,Sardinero_Valdecilla,19,15.545833333333334,19.56959443240023,2.104025022735304,2.680829826652572
26,1,Valdecilla_Sardinero,20,16.016666666666666,19.106996681465624,2.51757709801397,3.0126585771027656
9,1,Sardinero_Valdecilla,21,14.473333333333333,20.74516103278743,0.4698699583690975,0.6696541900013068
