,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
17,1,Valdecilla_Sardinero,2,13.379166666666666,22.513306750417904,1.0129142956688737,1.592195631341618
0,1,Sardinero_Valdecilla,3,14.479999999999999,20.85267374103511,1.3473430644543851,1.8097780520964557
18,1,Valdecilla_Sardinero,4,16.28,18.472283632332896,0.9025734811575683,1.009500797409127
1,1,Sardinero_Valdecilla,5,16.206666666666667,18.655574168489043,1.6786899654194638,1.7486809056981172
2,1,Sardinero_Valdecilla,7,15.606666666666666,19.624656795049848,2.6595634562419788,2.9702271185466684
19,1,Valdecilla_Sardinero,8,15.51,19.448122955852824,1.2785951491991339,1.6068571070220055
3,1,Sardinero_Valdecilla,9,16.096666666666668,18.7638860353698,1.492918469158834,1.7117386242929309
20,1,Valdecilla_Sardinero,10,15.460000000000003,19.514950340292806,1.247976139373043,1.706878422679004
4,1,Sardinero_Valdecilla,11,16.173333333333336,18.71774672856348,1.7200855921855873,1.9867772359593443
21,1,Valdecilla_Sardinero,12,16.9,18.056486758297016,2.7174334296251748,2.532605344763804
5,1,Sardinero_Valdecilla,13,17.303333333333335,17.39802184092744,1.1208503716177083,1.16465319359917
22,1,Valdecilla_Sardinero,14,16.163333333333334,18.611607669460767,0.9425438392397928,1.0954905714071903
6,1,Sardinero_Valdecilla,15,16.299999999999997,18.43898475186599,0.7878416366532325,0.8814726189510458
23,1,Valdecilla_Sardinero,16,16.130000000000003,18.96670514824138,2.496091388996449,2.9939879283615527
7,1,Sardinero_Valdecilla,17,15.593333333333334,19.391969573324083,1.585113034875852,1.8860308703331643
24,1,Valdecilla_Sardinero,18,17.046666666666667,17.76822615382369,1.8062161184826868,2.007312832760798
8,1,Sardinero_Valdecilla,19,16.643333333333334,18.191215682251997,1.8439314882428068,1.8772787004138909
25,1,Valdecilla_Sardinero,20,16.211111111111112,18.545498523228517,0.9168686646124128,1.0527307144946718
9,1,Sardinero_Valdecilla,21,14.069999999999999,21.36053926998532,0.6748868217873436,1.0063554487770672
26,1,Valdecilla_Sardinero,22,14.233333333333333,21.221243177541147,1.360623495422704,2.009921553639814
10,1,Sardinero_Valdecilla,23,13.223333333333334,22.80763327210813,1.102119170809884,1.8118961054344076
27,1,Valdecilla_Sardinero,24,15.059999999999999,20.013716589649363,1.1142137237631844,1.5794404201000292
11,1,Sardinero_Valdecilla,25,14.766666666666666,20.438175807880974,1.2529964086141665,1.804881941986734
28,1,Valdecilla_Sardinero,26,16.78666666666667,18.092511670005315,2.1252908297715667,2.187821353804731
12,1,Sardinero_Valdecilla,27,15.190000000000001,19.792014636160324,0.7767989872976576,1.0312493030731928
13,1,Sardinero_Valdecilla,29,16.32333333333333,19.011962516195304,3.786885263643461,3.421264321550239
29,1,Valdecilla_Sardinero,30,16.587500000000002,18.216672556025557,1.6249999999999996,1.7857997269604562
14,1,Sardinero_Valdecilla,31,15.258333333333335,19.723923364556615,0.9624909811987276,1.3220627687569309
30,1,Valdecilla_Sardinero,32,16.520833333333336,18.22492008955823,1.1277948821910373,1.2908730509146682
15,1,Sardinero_Valdecilla,33,15.823333333333332,19.125656165068428,1.6576673704670404,1.988163526495355
31,1,Valdecilla_Sardinero,34,15.01666666666667,20.07753880190965,1.1602202855971415,1.616720376551468
32,1,Valdecilla_Sardinero,36,15.412500000000001,19.657422568032175,1.7406030776929224,2.2789564779941536
16,1,Sardinero_Valdecilla,37,14.891666666666666,20.185698187623252,0.7509870048685802,1.0631744010886186
33,1,Valdecilla_Sardinero,38,13.416666666666666,22.997124690711043,2.6901311409586635,4.019114074416226
34,2,Sardinero_Valdecilla,2,12.563333333333333,23.93389875951488,0.6682689079504853,1.2905105049716854
51,2,Valdecilla_Sardinero,3,13.796666666666667,21.85897127516917,1.1380050771220473,1.738377250162373
35,2,Sardinero_Valdecilla,4,15.803333333333333,19.070672670530364,1.1553258318663957,1.494741798263326
52,2,Valdecilla_Sardinero,5,15.23333333333333,19.813136912213636,1.3314048553647728,1.7105585549204505
53,2,Valdecilla_Sardinero,7,15.16,19.846373528747428,0.8999691352732296,1.211408671401733
36,2,Sardinero_Valdecilla,8,15.396666666666667,19.60800950275363,1.3362676046028772,1.7786626479711412
54,2,Valdecilla_Sardinero,9,23.02333333333333,15.420228873476717,10.977347888568833,6.269189431475875
37,2,Sardinero_Valdecilla,10,15.580000000000002,19.350765118903873,1.1902614091964094,1.5614492487729612
55,2,Valdecilla_Sardinero,11,20.245833333333334,16.648779406558276,9.37221440097151,5.2756886656709545
38,2,Sardinero_Valdecilla,12,15.303333333333333,19.79673782807155,1.7236669567459297,2.15402758953229
39,2,Sardinero_Valdecilla,14,16.529999999999998,18.283265948851415,1.6081562942284757,1.7305298784617789
56,2,Valdecilla_Sardinero,15,15.710000000000003,19.184083456617113,1.187878594619651,1.4561608725564836
40,2,Sardinero_Valdecilla,16,16.830000000000002,17.95260268206798,1.606903509514149,1.6676193906154422
57,2,Valdecilla_Sardinero,17,14.38,20.91676871264641,0.8228000972289685,1.191264288993463
41,2,Sardinero_Valdecilla,18,13.739999999999998,21.87359967904369,0.651771091377606,1.0426481356661048
58,2,Valdecilla_Sardinero,19,17.573333333333334,17.397819490021387,2.838979668041946,2.5439986248556563
42,2,Sardinero_Valdecilla,20,18.526666666666664,16.332424166109718,1.9737724736599658,1.6421229087521967
43,2,Sardinero_Valdecilla,22,13.536666666666667,22.295025107869332,1.1769428382230145,1.9171902324957995
59,2,Valdecilla_Sardinero,23,15.570000000000002,19.50422981029698,1.9689393647906528,2.349467649615289
44,2,Sardinero_Valdecilla,24,15.616666666666667,19.405250443227573,1.901071822439667,2.1385095902684057
60,2,Valdecilla_Sardinero,25,14.74333333333333,20.410585479397128,0.8954049363276934,1.2864621690109868
45,2,Sardinero_Valdecilla,26,15.156666666666666,20.089140831076712,2.009304744322164,2.7904151084790776
61,2,Valdecilla_Sardinero,27,17.106666666666666,19.206565672777636,6.877121894772227,5.246417905436994
62,2,Valdecilla_Sardinero,29,14.283333333333333,21.213289855330583,1.5774451918635195,2.5371297244916033
46,2,Sardinero_Valdecilla,30,14.625,20.603590765198962,1.133047349538534,1.5632873902069722
63,2,Valdecilla_Sardinero,31,15.704166666666666,19.156683869162677,0.9824737297402049,1.140034117418369
47,2,Sardinero_Valdecilla,32,14.508333333333333,20.743996019119358,0.9631641527720937,1.3309122313037867
64,2,Valdecilla_Sardinero,33,14.99,20.103564453425594,1.1114679982397653,1.5228765526835981
48,2,Sardinero_Valdecilla,34,14.756666666666666,20.379106133019583,0.8115999288100293,1.1217918612014453
65,2,Valdecilla_Sardinero,35,14.876666666666669,20.216526540376506,0.8287038071591082,1.1388079827243307
49,2,Sardinero_Valdecilla,36,14.27,21.084286636608283,0.8405024952041752,1.2992857508966436
66,2,Valdecilla_Sardinero,37,14.256666666666666,21.092594982691498,0.7808115436305145,1.1381302868876566
50,2,Sardinero_Valdecilla,38,12.436666666666666,24.21033116488801,0.8295246295988513,1.6518771807376231
67,2,Valdecilla_Sardinero,39,12.663333333333334,23.719773761889165,0.49824692673412446,0.9324198538367598
86,3,Valdecilla_Sardinero,2,12.155555555555557,24.93333222686135,1.5257360093968975,3.032798028009122
68,3,Sardinero_Valdecilla,3,14.006666666666666,21.49531667093428,0.9167121200852044,1.4713711932512863
87,3,Valdecilla_Sardinero,4,14.373333333333335,21.02563069810084,1.3720220276819333,2.0218993053505256
69,3,Sardinero_Valdecilla,5,15.190000000000001,19.76970955444552,0.5347117603594168,0.706070364242779
88,3,Valdecilla_Sardinero,6,15.229999999999999,20.029946004794077,2.109548398222814,3.0145685571690053
70,3,Sardinero_Valdecilla,7,15.473333333333333,19.725196549904545,2.427006615382643,2.698872635710512
89,3,Valdecilla_Sardinero,8,16.71,18.285679022538176,2.536500213548844,2.7479640156144756
71,3,Sardinero_Valdecilla,9,15.48,19.45456136669453,1.0905783379065948,1.3273388124543912
