,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
18,1,Valdecilla_Sardinero,2,22.141666666666666,13.681853637879028,4.011661242668169,2.9769396655393034
0,1,Sardinero_Valdecilla,3,12.940000000000001,22.76142493813141,0.6088011899535752,1.0943376795029036
19,1,Valdecilla_Sardinero,4,13.958333333333334,21.06531284238006,0.17976321874848308,0.27190553483469476
1,1,Sardinero_Valdecilla,5,15.583333333333334,19.070311675722884,1.9218408420632096,2.0719692913199905
2,1,Sardinero_Valdecilla,7,15.2,19.398558595373053,0.8955135088006454,1.1986004732835889
20,1,Valdecilla_Sardinero,8,15.183333333333334,19.39159428172557,0.654577896221849,0.819646922935759
3,1,Sardinero_Valdecilla,9,14.076666666666668,20.93406066535964,0.7571510930968656,1.1262796770710974
21,1,Valdecilla_Sardinero,10,14.8875,19.886300081202364,1.389269392322614,1.9777808119829041
4,1,Sardinero_Valdecilla,11,15.203333333333333,19.397607611127846,0.9285143450097516,1.223581530737077
22,1,Valdecilla_Sardinero,12,15.943333333333333,18.47194068655417,0.7352815031597691,0.8577482099121375
5,1,Sardinero_Valdecilla,13,16.923333333333332,17.769917319051878,2.8697076893339197,2.941820179797043
23,1,Valdecilla_Sardinero,14,14.933333333333334,19.806550697837825,1.292446001450995,1.7228403061735038
6,1,Sardinero_Valdecilla,15,15.456666666666667,19.058953901325218,0.7751881492042207,0.9483007289507095
24,1,Valdecilla_Sardinero,16,14.933333333333332,19.787816479586503,1.2038710709854081,1.555782082717828
7,1,Sardinero_Valdecilla,17,16.09,18.69764206693788,2.5807675430210892,3.354497011589491
25,1,Valdecilla_Sardinero,18,15.556666666666667,18.914072365761236,0.4986927355039818,0.6015541799527062
8,1,Sardinero_Valdecilla,19,16.143333333333334,18.274123736524984,1.0800334356964243,1.1652964058249802
26,1,Valdecilla_Sardinero,20,15.919999999999998,18.662611383070413,1.7979695337920623,2.175517892718471
9,1,Sardinero_Valdecilla,21,14.413333333333332,20.527019148645,1.2482432099198897,1.8703368187314549
27,1,Valdecilla_Sardinero,22,15.223333333333333,19.494135902079513,1.6587143615865063,2.0918875151617344
10,1,Sardinero_Valdecilla,23,14.563333333333333,20.24947065429064,0.8889288185476074,1.2666424803278693
28,1,Valdecilla_Sardinero,24,15.023333333333332,19.809391794088306,1.8288050136025362,2.478785411961571
11,1,Sardinero_Valdecilla,25,14.453333333333333,20.44477944880353,1.1378830246461094,1.6465876547457996
29,1,Valdecilla_Sardinero,26,17.570833333333333,16.8986458129064,1.9843076505047916,1.9710637615569082
12,1,Sardinero_Valdecilla,27,15.454166666666666,19.100963293963527,1.1706578555730167,1.3552745722951756
13,1,Sardinero_Valdecilla,29,16.256666666666668,18.099649309329617,0.5164784603446704,0.5810979006889262
30,1,Valdecilla_Sardinero,30,15.613333333333333,18.920028349586868,1.2078102315991355,1.4557476745702596
14,1,Sardinero_Valdecilla,31,16.626666666666665,17.73295642274661,0.9608734452454065,1.0933720523051187
31,1,Valdecilla_Sardinero,32,17.92083333333333,16.52628640128706,1.7500462956839273,1.6511882418060917
15,1,Sardinero_Valdecilla,33,17.71333333333333,17.347170655060616,4.784195624948648,3.4758384535916758
