,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
17,1,Valdecilla_Sardinero,2,21.76,15.192326381562387,9.98619602807351,4.694068826838233
0,1,Sardinero_Valdecilla,3,13.84,21.46810016068512,1.5545006343588994,2.5130562819369557
18,1,Valdecilla_Sardinero,4,15.3625,19.77637838134337,3.335204336013456,3.977312730260351
1,1,Sardinero_Valdecilla,5,13.926666666666668,21.238809522979153,1.2036749284309833,1.8571615182006072
2,1,Sardinero_Valdecilla,7,14.053333333333333,21.057081296187757,1.2772257261563267,1.886925026368444
19,1,Valdecilla_Sardinero,8,19.686666666666664,16.76585859415626,9.246541395450397,4.895201798458161
3,1,Sardinero_Valdecilla,9,14.763333333333332,20.034964529319165,1.271995370361945,1.7530807738495928
20,1,Valdecilla_Sardinero,10,16.883333333333333,17.848218985690398,3.283009008234389,2.989003923525793
4,1,Sardinero_Valdecilla,11,17.60333333333333,17.37864499073177,4.326170361878968,3.4954888049514072
21,1,Valdecilla_Sardinero,12,16.41111111111111,18.085706965700364,1.8997319499027967,2.217581082951731
5,1,Sardinero_Valdecilla,13,17.35,17.167201227537852,2.3025649948602007,2.0968145475520563
22,1,Valdecilla_Sardinero,14,15.008333333333335,19.626930202730506,0.7607866299405475,0.9949485838276702
6,1,Sardinero_Valdecilla,15,16.270000000000003,18.144899966671098,1.2138323149796642,1.2547872061804966
23,1,Valdecilla_Sardinero,16,15.796666666666667,18.65450523775879,0.8386000238492726,1.0129247229657408
7,1,Sardinero_Valdecilla,17,15.066666666666668,19.67382599863771,1.5060987130109813,2.0100008317621865
24,1,Valdecilla_Sardinero,18,16.619999999999997,17.828500403706794,1.624696552864222,1.7797444449254798
8,1,Sardinero_Valdecilla,19,14.804166666666667,19.91076862383506,0.8687341791791512,1.1713073042699482
25,1,Valdecilla_Sardinero,20,16.35,18.223972117052124,2.2926210134060776,2.161301181127125
