,coche,sentido,viaje,media tiempo viaje (minutos),media velocidad comercial (km/h),desviación tiempo viaje,desviación velocidad comercial
18,1,Valdecilla_Sardinero,2,17.583333333333332,18.129075826593432,5.635633981227878,4.450591054073008
0,1,Sardinero_Valdecilla,3,13.212500000000002,22.794946424619628,0.973954805400622,1.614265321533728
19,1,Valdecilla_Sardinero,4,13.145833333333334,22.836718638548426,0.4051462927369798,0.6835458322238764
1,1,Sardinero_Valdecilla,5,13.875,21.66596985247012,0.7165374560523166,1.1455544005113747
2,1,Sardinero_Valdecilla,7,13.608333333333334,22.088073512005593,0.6780281868935997,1.1446546900036474
20,1,Valdecilla_Sardinero,8,14.754166666666665,20.378117351024624,0.8087913936971131,1.0920445461929218
3,1,Sardinero_Valdecilla,9,13.954166666666666,21.623680004478437,1.2751452350106507,1.8204755261001666
21,1,Valdecilla_Sardinero,10,15.270833333333334,19.67014918590612,0.625296226096376,0.8095518260244818
4,1,Sardinero_Valdecilla,11,15.633333333333333,19.28439686522118,1.2756987918029117,1.5472500105856928
22,1,Valdecilla_Sardinero,12,14.720833333333333,20.423966531512143,0.794934774869169,1.1033455128152954
5,1,Sardinero_Valdecilla,13,20.72083333333333,15.404188268235604,6.741570525341121,3.7983154901315537
23,1,Valdecilla_Sardinero,14,15.745833333333334,19.07384171818003,0.6046693311223919,0.7355244720199469
6,1,Sardinero_Valdecilla,15,17.891666666666666,17.243058841860453,3.5096823745704353,3.2705079675611284
24,1,Valdecilla_Sardinero,16,15.758333333333333,19.114787948344443,1.1615363389350628,1.3980967877983008
7,1,Sardinero_Valdecilla,17,16.15833333333333,18.95601157702061,2.884136047543655,2.916866939051734
25,1,Valdecilla_Sardinero,18,14.5875,20.61965983389589,0.8380284402492949,1.2558218490699153
8,1,Sardinero_Valdecilla,19,15.988888888888889,19.058794921199524,2.33721898687149,3.0355849511004975
26,1,Valdecilla_Sardinero,20,15.120833333333334,20.13350269686937,2.1578613812617213,2.7542126862272784
9,1,Sardinero_Valdecilla,21,13.920833333333333,21.701465192122757,1.301308102555954,2.157871300764012
27,1,Valdecilla_Sardinero,22,14.433333333333332,20.800942285041227,0.49074772881118167,0.6936363658108592
10,1,Sardinero_Valdecilla,23,14.225000000000001,21.21856746290385,1.2487401058073897,1.9617761382264827
28,1,Valdecilla_Sardinero,24,14.3625,20.958184293251996,0.9605529850232297,1.4052230597878588
11,1,Sardinero_Valdecilla,25,14.1,21.28465555354074,0.3162277660168379,0.47924427508934675
29,1,Valdecilla_Sardinero,26,14.005555555555555,21.737977834577734,2.0950559083850853,3.199143837583328
12,1,Sardinero_Valdecilla,27,15.3375,19.65516136532772,1.225680083327891,1.5923419799040535
13,1,Sardinero_Valdecilla,29,15.145833333333332,19.926895731578476,1.3237415407346957,1.8254503705955185
30,1,Valdecilla_Sardinero,30,14.9,20.303609506380866,1.575448201953031,2.137728757991734
14,1,Sardinero_Valdecilla,31,14.845833333333335,20.59553235364308,2.3341020559108814,3.3058148751364596
31,1,Valdecilla_Sardinero,32,16.583333333333336,18.287729726036755,1.9530128671514837,2.2385581203994724
15,1,Sardinero_Valdecilla,33,15.911111111111111,18.92387693196591,1.1535372331000635,1.4303286462182996
32,1,Valdecilla_Sardinero,34,14.144444444444446,21.223237143192613,0.4385371304859091,0.6530470623192517
16,1,Sardinero_Valdecilla,35,12.116666666666667,24.759284731774414,,
33,1,Valdecilla_Sardinero,36,16.504166666666666,18.486003625018594,2.641281079465179,2.5752542361092603
17,1,Sardinero_Valdecilla,37,13.766666666666667,21.990631526410194,1.4343019982633443,2.5457251642387915
34,1,Valdecilla_Sardinero,38,12.508333333333333,24.376975357110602,1.8233313020504627,3.6098864679181912
35,2,Sardinero_Valdecilla,2,13.500000000000002,22.315895144475725,1.0006479382361686,1.686072112266964
52,2,Valdecilla_Sardinero,3,14.191666666666665,21.167794065158404,0.6068284277625274,0.8930775003532817
36,2,Sardinero_Valdecilla,4,13.720833333333333,21.898184517629115,0.6137883276106767,1.002703605342154
53,2,Valdecilla_Sardinero,5,14.183333333333332,21.173564276478384,0.518723504454998,0.8013061833557757
54,2,Valdecilla_Sardinero,7,16.62916666666667,18.39937843755443,2.876867348478331,2.771004141942269
37,2,Sardinero_Valdecilla,8,14.379166666666668,20.979391017374287,1.2768142502453637,1.7415031722967507
55,2,Valdecilla_Sardinero,9,14.716666666666667,20.436243313642564,0.8573214099741118,1.1730479548901833
38,2,Sardinero_Valdecilla,10,14.8125,20.418123316464786,1.5309991291092675,2.13590026905435
56,2,Valdecilla_Sardinero,11,20.733333333333334,16.003216961813752,8.737483110776873,5.470276403809938
39,2,Sardinero_Valdecilla,12,16.445833333333333,18.300125197861696,1.0547401821547577,1.2159441521794254
40,2,Sardinero_Valdecilla,14,20.154166666666665,15.607706759880674,5.574568161318433,3.5000458988425196
57,2,Valdecilla_Sardinero,15,15.554166666666667,19.486379186548533,1.790581066457355,2.3121234062570095
41,2,Sardinero_Valdecilla,16,18.991666666666667,16.18861196307453,3.6284498271504515,2.7554284121333534
58,2,Valdecilla_Sardinero,17,15.358333333333333,19.68081906436809,1.5339068975561627,1.9686397076250637
42,2,Sardinero_Valdecilla,18,14.491666666666667,20.758583833841236,0.8663995314796448,1.273320366532591
59,2,Valdecilla_Sardinero,19,15.566666666666668,19.4267293197294,1.6763883135412794,2.1591349882290976
43,2,Sardinero_Valdecilla,20,13.866666666666667,21.671451417121055,0.6446359868604559,1.056501604338018
44,2,Sardinero_Valdecilla,22,12.558333333333332,23.91580810327466,0.48352486626470087,0.9451692841915615
60,2,Valdecilla_Sardinero,23,14.858333333333333,20.276024769713665,1.0912531023247236,1.550865370557194
