,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
52,Sardinero,3,30,2000-01-01 18:41:00,-3.6333333333333333
14,Sardinero,1,30,2000-01-01 19:12:00,-2.5100000000000002
33,Sardinero,2,31,2000-01-01 19:27:00,-3.1833333333333336
53,Sardinero,3,32,2000-01-01 19:42:00,-3.1100000000000003
15,Sardinero,1,32,2000-01-01 19:57:00,-0.05
34,Sardinero,2,33,2000-01-01 20:12:00,-2.7966666666666664
54,Sardinero,3,34,2000-01-01 20:27:00,-4.1125
16,Sardinero,1,34,2000-01-01 20:42:00,-3.546666666666667
35,Sardinero,2,35,2000-01-01 20:57:00,-3.0633333333333335
55,Sardinero,3,36,2000-01-01 21:12:00,-4.619999999999999
17,Sardinero,1,36,2000-01-01 21:25:00,-1.896666666666667
36,Sardinero,2,37,2000-01-01 21:40:00,-2.0966666666666667
56,Sardinero,3,38,2000-01-01 21:55:00,-3.233333333333333
18,Sardinero,1,38,2000-01-01 22:10:00,-2.6399999999999997
37,Sardinero,2,39,2000-01-01 22:24:00,-2.503333333333333
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.9766666666666666
96,Valdecilla,3,3,2000-01-01 07:45:00,0.6066666666666667
59,Valdecilla,1,3,2000-01-01 08:00:00,-0.27
78,Valdecilla,2,4,2000-01-01 08:17:00,0.07000000000000002
97,Valdecilla,3,5,2000-01-01 08:32:00,0.3266666666666667
60,Valdecilla,1,5,2000-01-01 08:47:00,-0.42333333333333345
79,Valdecilla,2,6,2000-01-01 09:02:00,0.13666666666666663
98,Valdecilla,3,7,2000-01-01 09:18:00,-1.1666666666666665
61,Valdecilla,1,7,2000-01-01 09:33:00,-1.13
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.8366666666666667
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.3533333333333333
115,Valdecilla,101,1,2000-01-01 10:16:00,1.5125
62,Valdecilla,1,9,2000-01-01 10:33:00,-1.5833333333333333
81,Valdecilla,2,10,2000-01-01 10:48:00,0.5133333333333334
100,Valdecilla,3,11,2000-01-01 11:03:00,-0.8099999999999999
116,Valdecilla,101,3,2000-01-01 11:17:00,-0.2875
63,Valdecilla,1,11,2000-01-01 11:33:00,-0.9466666666666667
82,Valdecilla,2,12,2000-01-01 11:48:00,1.7133333333333336
101,Valdecilla,3,13,2000-01-01 12:02:00,1.7033333333333331
64,Valdecilla,1,13,2000-01-01 12:19:00,0.03333333333333348
83,Valdecilla,2,14,2000-01-01 12:34:00,0.30000000000000004
102,Valdecilla,3,15,2000-01-01 12:49:00,-0.55
65,Valdecilla,1,15,2000-01-01 13:04:00,-1.4266666666666665
84,Valdecilla,2,16,2000-01-01 13:21:00,-2.3933333333333335
103,Valdecilla,3,17,2000-01-01 13:35:00,0.19666666666666668
66,Valdecilla,1,17,2000-01-01 13:51:00,-3.1366666666666667
85,Valdecilla,2,18,2000-01-01 14:06:00,-4.716666666666667
104,Valdecilla,3,19,2000-01-01 14:20:00,-1.64
67,Valdecilla,1,19,2000-01-01 14:35:00,-2.6133333333333333
86,Valdecilla,2,20,2000-01-01 14:50:00,-2.8466666666666667
105,Valdecilla,3,21,2000-01-01 15:05:00,-3.9266666666666667
68,Valdecilla,1,21,2000-01-01 15:17:00,-0.7766666666666667
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.28
106,Valdecilla,3,23,2000-01-01 15:47:00,-2.4766666666666666
69,Valdecilla,1,23,2000-01-01 16:02:00,-0.33666666666666656
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.7633333333333332
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.8633333333333333
70,Valdecilla,1,25,2000-01-01 16:48:00,-0.7833333333333332
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.3166666666666667
108,Valdecilla,3,27,2000-01-01 17:18:00,-2.3666666666666663
117,Valdecilla,102,2,2000-01-01 17:33:00,-0.9566666666666667
71,Valdecilla,1,27,2000-01-01 17:48:00,0.16
90,Valdecilla,2,28,2000-01-01 18:04:00,-0.20333333333333328
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.3966666666666667
118,Valdecilla,102,4,2000-01-01 18:34:00,-0.9333333333333333
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.8666666666666668
91,Valdecilla,2,30,2000-01-01 19:04:00,-1.4033333333333335
110,Valdecilla,3,31,2000-01-01 19:19:00,-0.8366666666666667
73,Valdecilla,1,31,2000-01-01 19:34:00,-0.05
92,Valdecilla,2,32,2000-01-01 19:49:00,0.6866666666666668
111,Valdecilla,3,33,2000-01-01 20:04:00,-1.2125
74,Valdecilla,1,33,2000-01-01 20:19:00,0.5066666666666667
93,Valdecilla,2,34,2000-01-01 20:34:00,-0.5199999999999999
112,Valdecilla,3,35,2000-01-01 20:49:00,-1.9899999999999998
75,Valdecilla,1,35,2000-01-01 21:04:00,-3.38
94,Valdecilla,2,36,2000-01-01 21:16:00,-0.0333333333333334
113,Valdecilla,3,37,2000-01-01 21:31:00,-2.3433333333333333
76,Valdecilla,1,37,2000-01-01 21:46:00,0.5033333333333333
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.64
114,Valdecilla,3,39,2000-01-01 22:14:00,-0.21333333333333337
