,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-3.704166666666667
0,Sardinero,1,2,2000-01-01 07:39:00,-3.2041666666666666
19,Sardinero,2,3,2000-01-01 07:54:00,-1.7416666666666667
39,Sardinero,3,4,2000-01-01 08:09:00,-1.4125
1,Sardinero,1,4,2000-01-01 08:27:00,-3.6833333333333336
20,Sardinero,2,5,2000-01-01 08:42:00,-3.7541666666666664
40,Sardinero,3,6,2000-01-01 08:57:00,-2.5374999999999996
2,Sardinero,1,6,2000-01-01 09:12:00,-3.970833333333333
21,Sardinero,2,7,2000-01-01 09:26:00,-1.7125
41,Sardinero,3,8,2000-01-01 09:41:00,-1.8
3,Sardinero,1,8,2000-01-01 09:55:00,-0.43888888888888894
22,Sardinero,2,9,2000-01-01 10:10:00,-0.3708333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,0.0
57,Sardinero,101,2,2000-01-01 10:40:00,-1.0833333333333333
4,Sardinero,1,10,2000-01-01 10:55:00,1.9291666666666667
23,Sardinero,2,11,2000-01-01 11:11:00,-1.75
43,Sardinero,3,12,2000-01-01 11:25:00,-1.75
5,Sardinero,1,12,2000-01-01 11:57:00,0.525
24,Sardinero,2,13,2000-01-01 12:12:00,-0.5333333333333333
44,Sardinero,3,14,2000-01-01 12:28:00,-0.9000000000000001
6,Sardinero,1,14,2000-01-01 12:43:00,-1.475
25,Sardinero,2,15,2000-01-01 12:58:00,-1.2666666666666666
45,Sardinero,3,16,2000-01-01 13:13:00,-2.2416666666666667
7,Sardinero,1,16,2000-01-01 13:27:00,-1.3333333333333335
26,Sardinero,2,17,2000-01-01 13:42:00,-0.7041666666666666
46,Sardinero,3,18,2000-01-01 13:57:00,0.3208333333333333
8,Sardinero,1,18,2000-01-01 14:12:00,-0.9291666666666665
27,Sardinero,2,19,2000-01-01 14:29:00,-2.9375
47,Sardinero,3,20,2000-01-01 14:44:00,-4.558333333333334
9,Sardinero,1,20,2000-01-01 14:59:00,-4.245833333333334
28,Sardinero,2,21,2000-01-01 15:14:00,-2.5458333333333334
48,Sardinero,3,22,2000-01-01 15:27:00,-3.4458333333333337
10,Sardinero,1,22,2000-01-01 15:42:00,-2.1125
29,Sardinero,2,23,2000-01-01 15:57:00,-3.441666666666667
49,Sardinero,3,24,2000-01-01 16:12:00,-2.5583333333333336
11,Sardinero,1,24,2000-01-01 16:26:00,-2.0375
30,Sardinero,2,25,2000-01-01 16:41:00,-1.1708333333333334
50,Sardinero,3,26,2000-01-01 16:56:00,-1.2208333333333332
12,Sardinero,1,26,2000-01-01 17:10:00,3.55
31,Sardinero,2,27,2000-01-01 17:25:00,1.225
51,Sardinero,3,28,2000-01-01 17:41:00,-0.8791666666666667
58,Sardinero,102,3,2000-01-01 17:56:00,1.008333333333333
13,Sardinero,1,28,2000-01-01 18:11:00,0.175
32,Sardinero,2,29,2000-01-01 18:25:00,3.833333333333333
52,Sardinero,3,30,2000-01-01 18:41:00,0.3541666666666667
14,Sardinero,1,30,2000-01-01 19:12:00,1.0
33,Sardinero,2,31,2000-01-01 19:27:00,3.533333333333333
53,Sardinero,3,32,2000-01-01 19:42:00,0.03333333333333344
15,Sardinero,1,32,2000-01-01 19:57:00,-0.9583333333333335
34,Sardinero,2,33,2000-01-01 20:12:00,1.3708333333333333
54,Sardinero,3,34,2000-01-01 20:27:00,0.8791666666666667
16,Sardinero,1,34,2000-01-01 20:42:00,3.9624999999999995
35,Sardinero,2,35,2000-01-01 20:57:00,0.5208333333333334
55,Sardinero,3,36,2000-01-01 21:12:00,2.3916666666666666
17,Sardinero,1,36,2000-01-01 21:25:00,1.0333333333333332
36,Sardinero,2,37,2000-01-01 21:40:00,4.120833333333333
56,Sardinero,3,38,2000-01-01 21:55:00,2.6166666666666667
18,Sardinero,1,38,2000-01-01 22:10:00,-0.10833333333333334
