,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
13,Sardinero,1,28,2000-01-01 18:11:00,-1.2733333333333332
32,Sardinero,2,29,2000-01-01 18:25:00,-1.3166666666666664
52,Sardinero,3,30,2000-01-01 18:41:00,-3.35
14,Sardinero,1,30,2000-01-01 19:12:00,-0.5466666666666666
33,Sardinero,2,31,2000-01-01 19:27:00,-2.6700000000000004
53,Sardinero,3,32,2000-01-01 19:42:00,-2.9733333333333336
15,Sardinero,1,32,2000-01-01 19:57:00,-0.5199999999999999
34,Sardinero,2,33,2000-01-01 20:12:00,-3.4833333333333334
54,Sardinero,3,34,2000-01-01 20:27:00,-3.4699999999999998
16,Sardinero,1,34,2000-01-01 20:42:00,-3.4
35,Sardinero,2,35,2000-01-01 20:57:00,-2.023333333333333
55,Sardinero,3,36,2000-01-01 21:12:00,-3.323333333333333
17,Sardinero,1,36,2000-01-01 21:25:00,-0.6866666666666668
36,Sardinero,2,37,2000-01-01 21:40:00,-2.8899999999999997
56,Sardinero,3,38,2000-01-01 21:55:00,-2.6166666666666667
18,Sardinero,1,38,2000-01-01 22:10:00,-2.953333333333333
37,Sardinero,2,39,2000-01-01 22:24:00,-1.7466666666666666
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.8
96,Valdecilla,3,3,2000-01-01 07:45:00,-0.5299999999999999
59,Valdecilla,1,3,2000-01-01 08:00:00,0.6333333333333334
78,Valdecilla,2,4,2000-01-01 08:17:00,-2.033333333333333
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.7166666666666663
60,Valdecilla,1,5,2000-01-01 08:47:00,-0.5433333333333333
79,Valdecilla,2,6,2000-01-01 09:02:00,-1.02
98,Valdecilla,3,7,2000-01-01 09:18:00,-1.9766666666666666
61,Valdecilla,1,7,2000-01-01 09:33:00,-1.7666666666666668
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.6866666666666663
99,Valdecilla,3,9,2000-01-01 10:03:00,-0.5666666666666667
62,Valdecilla,1,9,2000-01-01 10:33:00,-0.6100000000000001
81,Valdecilla,2,10,2000-01-01 10:48:00,0.7899999999999999
100,Valdecilla,3,11,2000-01-01 11:03:00,0.6866666666666668
63,Valdecilla,1,11,2000-01-01 11:33:00,0.2791666666666667
82,Valdecilla,2,12,2000-01-01 11:48:00,2.2333333333333334
101,Valdecilla,3,13,2000-01-01 12:02:00,1.9100000000000001
64,Valdecilla,1,13,2000-01-01 12:19:00,2.663333333333333
83,Valdecilla,2,14,2000-01-01 12:34:00,0.9866666666666664
102,Valdecilla,3,15,2000-01-01 12:49:00,-0.9066666666666666
65,Valdecilla,1,15,2000-01-01 13:04:00,-0.7266666666666666
84,Valdecilla,2,16,2000-01-01 13:21:00,-2.326666666666667
103,Valdecilla,3,17,2000-01-01 13:35:00,-2.1266666666666665
66,Valdecilla,1,17,2000-01-01 13:51:00,-3.8866666666666667
85,Valdecilla,2,18,2000-01-01 14:06:00,-4.123333333333333
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.396666666666667
67,Valdecilla,1,19,2000-01-01 14:35:00,-3.2166666666666663
86,Valdecilla,2,20,2000-01-01 14:50:00,-3.3899999999999997
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.973333333333333
68,Valdecilla,1,21,2000-01-01 15:17:00,-0.8666666666666668
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.1766666666666667
106,Valdecilla,3,23,2000-01-01 15:47:00,-2.7733333333333334
69,Valdecilla,1,23,2000-01-01 16:02:00,-0.9166666666666667
88,Valdecilla,2,24,2000-01-01 16:18:00,-2.45
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.6
70,Valdecilla,1,25,2000-01-01 16:48:00,-0.9166666666666667
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.2100000000000002
108,Valdecilla,3,27,2000-01-01 17:18:00,-1.7799999999999998
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.38
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.4833333333333334
109,Valdecilla,3,29,2000-01-01 18:19:00,-2.4366666666666665
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.05333333333333332
91,Valdecilla,2,30,2000-01-01 19:04:00,-1.4566666666666666
110,Valdecilla,3,31,2000-01-01 19:19:00,-1.0933333333333333
73,Valdecilla,1,31,2000-01-01 19:34:00,0.44333333333333336
92,Valdecilla,2,32,2000-01-01 19:49:00,-0.5999999999999999
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.9166666666666667
74,Valdecilla,1,33,2000-01-01 20:19:00,-0.10333333333333332
93,Valdecilla,2,34,2000-01-01 20:34:00,-2.396666666666667
112,Valdecilla,3,35,2000-01-01 20:49:00,-2.85
75,Valdecilla,1,35,2000-01-01 21:04:00,-2.486666666666667
94,Valdecilla,2,36,2000-01-01 21:16:00,0.29333333333333333
113,Valdecilla,3,37,2000-01-01 21:31:00,-0.71
76,Valdecilla,1,37,2000-01-01 21:46:00,0.22666666666666666
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.11
114,Valdecilla,3,39,2000-01-01 22:14:00,1.31
