,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-2.6833333333333336
0,Sardinero,1,2,2000-01-01 07:39:00,-2.0166666666666666
19,Sardinero,2,3,2000-01-01 07:54:00,-1.7899999999999998
39,Sardinero,3,4,2000-01-01 08:09:00,-2.9533333333333336
1,Sardinero,1,4,2000-01-01 08:27:00,-4.6000000000000005
20,Sardinero,2,5,2000-01-01 08:42:00,-4.206666666666667
40,Sardinero,3,6,2000-01-01 08:57:00,-2.7866666666666666
2,Sardinero,1,6,2000-01-01 09:12:00,-2.4600000000000004
21,Sardinero,2,7,2000-01-01 09:26:00,-1.06
41,Sardinero,3,8,2000-01-01 09:41:00,-2.8966666666666665
3,Sardinero,1,8,2000-01-01 09:55:00,-0.9125000000000001
22,Sardinero,2,9,2000-01-01 10:10:00,-1.2966666666666666
42,Sardinero,3,10,2000-01-01 10:25:00,-0.9291666666666667
57,Sardinero,101,2,2000-01-01 10:40:00,-1.6291666666666664
4,Sardinero,1,10,2000-01-01 10:55:00,-0.7666666666666667
23,Sardinero,2,11,2000-01-01 11:11:00,-1.7266666666666666
43,Sardinero,3,12,2000-01-01 11:25:00,-1.0766666666666667
5,Sardinero,1,12,2000-01-01 11:57:00,-0.6833333333333332
24,Sardinero,2,13,2000-01-01 12:12:00,-1.4233333333333333
44,Sardinero,3,14,2000-01-01 12:28:00,-4.183333333333333
6,Sardinero,1,14,2000-01-01 12:43:00,-1.5533333333333332
25,Sardinero,2,15,2000-01-01 12:58:00,-2.08
45,Sardinero,3,16,2000-01-01 13:13:00,-3.84
7,Sardinero,1,16,2000-01-01 13:27:00,-2.456666666666666
26,Sardinero,2,17,2000-01-01 13:42:00,-3.6300000000000003
46,Sardinero,3,18,2000-01-01 13:57:00,-3.123333333333334
8,Sardinero,1,18,2000-01-01 14:12:00,-1.5933333333333335
27,Sardinero,2,19,2000-01-01 14:29:00,-5.733333333333333
47,Sardinero,3,20,2000-01-01 14:44:00,-5.303333333333333
9,Sardinero,1,20,2000-01-01 14:59:00,-5.12
28,Sardinero,2,21,2000-01-01 15:14:00,-5.9799999999999995
48,Sardinero,3,22,2000-01-01 15:27:00,-3.9333333333333327
10,Sardinero,1,22,2000-01-01 15:42:00,-3.703333333333333
29,Sardinero,2,23,2000-01-01 15:57:00,-4.746666666666666
49,Sardinero,3,24,2000-01-01 16:12:00,-4.623333333333333
11,Sardinero,1,24,2000-01-01 16:26:00,-1.6866666666666663
30,Sardinero,2,25,2000-01-01 16:41:00,-1.52
50,Sardinero,3,26,2000-01-01 16:56:00,-1.52
12,Sardinero,1,26,2000-01-01 17:10:00,-2.246666666666667
31,Sardinero,2,27,2000-01-01 17:25:00,-0.7416666666666667
51,Sardinero,3,28,2000-01-01 17:41:00,-3.253333333333333
58,Sardinero,102,3,2000-01-01 17:56:00,-1.58
