,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-3.0566666666666666
0,Sardinero,1,2,2000-01-01 07:39:00,-2.7366666666666672
19,Sardinero,2,3,2000-01-01 07:54:00,-1.1199999999999999
39,Sardinero,3,4,2000-01-01 08:09:00,-0.5233333333333332
1,Sardinero,1,4,2000-01-01 08:27:00,-3.08
20,Sardinero,2,5,2000-01-01 08:42:00,-4.0633333333333335
40,Sardinero,3,6,2000-01-01 08:57:00,-2.5333333333333337
2,Sardinero,1,6,2000-01-01 09:12:00,-1.1466666666666665
21,Sardinero,2,7,2000-01-01 09:26:00,-1.02
41,Sardinero,3,8,2000-01-01 09:41:00,-0.79
3,Sardinero,1,8,2000-01-01 09:55:00,-1.85
22,Sardinero,2,9,2000-01-01 10:10:00,-0.2958333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,-0.22916666666666666
57,Sardinero,101,2,2000-01-01 10:40:00,4.483333333333333
4,Sardinero,1,10,2000-01-01 10:55:00,-0.6916666666666667
23,Sardinero,2,11,2000-01-01 11:11:00,-3.345833333333333
43,Sardinero,3,12,2000-01-01 11:25:00,-0.7533333333333333
5,Sardinero,1,12,2000-01-01 11:57:00,-3.6266666666666674
24,Sardinero,2,13,2000-01-01 12:12:00,-1.7166666666666668
44,Sardinero,3,14,2000-01-01 12:28:00,-2.13
6,Sardinero,1,14,2000-01-01 12:43:00,-2.843333333333333
25,Sardinero,2,15,2000-01-01 12:58:00,-0.7708333333333334
45,Sardinero,3,16,2000-01-01 13:13:00,-1.4233333333333333
7,Sardinero,1,16,2000-01-01 13:27:00,-2.716666666666667
26,Sardinero,2,17,2000-01-01 13:42:00,-3.296666666666667
46,Sardinero,3,18,2000-01-01 13:57:00,-1.7233333333333334
8,Sardinero,1,18,2000-01-01 14:12:00,-3.3866666666666667
27,Sardinero,2,19,2000-01-01 14:29:00,-4.16
47,Sardinero,3,20,2000-01-01 14:44:00,-3.293333333333334
9,Sardinero,1,20,2000-01-01 14:59:00,-3.35
28,Sardinero,2,21,2000-01-01 15:14:00,-4.493333333333334
48,Sardinero,3,22,2000-01-01 15:27:00,-2.6933333333333334
10,Sardinero,1,22,2000-01-01 15:42:00,-4.376666666666667
29,Sardinero,2,23,2000-01-01 15:57:00,-2.7133333333333334
49,Sardinero,3,24,2000-01-01 16:12:00,-3.083333333333333
11,Sardinero,1,24,2000-01-01 16:26:00,-2.566666666666667
30,Sardinero,2,25,2000-01-01 16:41:00,-1.7866666666666666
50,Sardinero,3,26,2000-01-01 16:56:00,-1.49
12,Sardinero,1,26,2000-01-01 17:10:00,-2.033333333333333
31,Sardinero,2,27,2000-01-01 17:25:00,3.8555555555555556
51,Sardinero,3,28,2000-01-01 17:41:00,-1.8055555555555554
58,Sardinero,102,3,2000-01-01 17:56:00,-2.4
13,Sardinero,1,28,2000-01-01 18:11:00,-1.9388888888888889
32,Sardinero,2,29,2000-01-01 18:25:00,2.522222222222222
52,Sardinero,3,30,2000-01-01 18:41:00,-2.05
14,Sardinero,1,30,2000-01-01 19:12:00,-1.3333333333333333
33,Sardinero,2,31,2000-01-01 19:27:00,0.6333333333333333
53,Sardinero,3,32,2000-01-01 19:42:00,-1.7533333333333334
15,Sardinero,1,32,2000-01-01 19:57:00,-2.5900000000000007
34,Sardinero,2,33,2000-01-01 20:12:00,-0.7400000000000001
54,Sardinero,3,34,2000-01-01 20:27:00,-1.1083333333333334
16,Sardinero,1,34,2000-01-01 20:42:00,-0.7708333333333333
35,Sardinero,2,35,2000-01-01 20:57:00,-1.388888888888889
55,Sardinero,3,36,2000-01-01 21:12:00,-0.7333333333333333
17,Sardinero,1,36,2000-01-01 21:25:00,-0.8583333333333333
36,Sardinero,2,37,2000-01-01 21:40:00,1.1458333333333333
56,Sardinero,3,38,2000-01-01 21:55:00,0.65
18,Sardinero,1,38,2000-01-01 22:10:00,-1.1541666666666666
37,Sardinero,2,39,2000-01-01 22:24:00,1.5133333333333332
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.5466666666666666
96,Valdecilla,3,3,2000-01-01 07:45:00,0.21333333333333337
59,Valdecilla,1,3,2000-01-01 08:00:00,-1.0433333333333334
78,Valdecilla,2,4,2000-01-01 08:17:00,-1.8166666666666669
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.6266666666666665
60,Valdecilla,1,5,2000-01-01 08:47:00,-1.7866666666666666
79,Valdecilla,2,6,2000-01-01 09:02:00,-1.5633333333333332
98,Valdecilla,3,7,2000-01-01 09:18:00,-2.1866666666666665
61,Valdecilla,1,7,2000-01-01 09:33:00,-3.4233333333333333
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.4400000000000002
99,Valdecilla,3,9,2000-01-01 10:03:00,-0.9066666666666668
62,Valdecilla,1,9,2000-01-01 10:33:00,1.02
81,Valdecilla,2,10,2000-01-01 10:48:00,-0.8600000000000001
100,Valdecilla,3,11,2000-01-01 11:03:00,-0.036666666666666625
63,Valdecilla,1,11,2000-01-01 11:33:00,-0.8866666666666667
82,Valdecilla,2,12,2000-01-01 11:48:00,0.4766666666666667
101,Valdecilla,3,13,2000-01-01 12:02:00,2.2033333333333336
64,Valdecilla,1,13,2000-01-01 12:19:00,1.28
83,Valdecilla,2,14,2000-01-01 12:34:00,2.379166666666667
102,Valdecilla,3,15,2000-01-01 12:49:00,0.7041666666666667
65,Valdecilla,1,15,2000-01-01 13:04:00,1.2333333333333334
84,Valdecilla,2,16,2000-01-01 13:21:00,-1.2233333333333332
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.29
66,Valdecilla,1,17,2000-01-01 13:51:00,-2.973333333333333
85,Valdecilla,2,18,2000-01-01 14:06:00,-2.78
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.743333333333333
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.5699999999999998
86,Valdecilla,2,20,2000-01-01 14:50:00,-3.513333333333333
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.8966666666666665
68,Valdecilla,1,21,2000-01-01 15:17:00,0.17666666666666667
87,Valdecilla,2,22,2000-01-01 15:32:00,-1.5933333333333333
106,Valdecilla,3,23,2000-01-01 15:47:00,-1.6766666666666665
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.9600000000000002
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.2466666666666666
107,Valdecilla,3,25,2000-01-01 16:32:00,0.13666666666666663
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.0166666666666668
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.2366666666666668
108,Valdecilla,3,27,2000-01-01 17:18:00,0.6333333333333334
71,Valdecilla,1,27,2000-01-01 17:48:00,-1.1199999999999999
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.4833333333333334
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.226666666666667
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.6966666666666667
91,Valdecilla,2,30,2000-01-01 19:04:00,-1.1766666666666667
110,Valdecilla,3,31,2000-01-01 19:19:00,0.42666666666666664
73,Valdecilla,1,31,2000-01-01 19:34:00,-0.17333333333333334
92,Valdecilla,2,32,2000-01-01 19:49:00,0.5833333333333334
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.7433333333333333
74,Valdecilla,1,33,2000-01-01 20:19:00,0.8066666666666666
93,Valdecilla,2,34,2000-01-01 20:34:00,1.7766666666666666
112,Valdecilla,3,35,2000-01-01 20:49:00,-0.9666666666666666
75,Valdecilla,1,35,2000-01-01 21:04:00,-0.9666666666666668
94,Valdecilla,2,36,2000-01-01 21:16:00,0.225
113,Valdecilla,3,37,2000-01-01 21:31:00,-0.6066666666666667
76,Valdecilla,1,37,2000-01-01 21:46:00,2.2066666666666666
95,Valdecilla,2,38,2000-01-01 22:01:00,0.7666666666666667
114,Valdecilla,3,39,2000-01-01 22:14:00,1.396666666666667
