,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-1.6933333333333334
0,Sardinero,1,2,2000-01-01 07:39:00,-2.1399999999999997
19,Sardinero,2,3,2000-01-01 07:54:00,-1.7033333333333336
39,Sardinero,3,4,2000-01-01 08:09:00,-0.9466666666666667
1,Sardinero,1,4,2000-01-01 08:27:00,-3.22
20,Sardinero,2,5,2000-01-01 08:42:00,-2.6766666666666667
40,Sardinero,3,6,2000-01-01 08:57:00,-2.42
2,Sardinero,1,6,2000-01-01 09:12:00,-2.0433333333333334
21,Sardinero,2,7,2000-01-01 09:26:00,-0.24000000000000007
41,Sardinero,3,8,2000-01-01 09:41:00,-2.4066666666666667
3,Sardinero,1,8,2000-01-01 09:55:00,-1.1766666666666667
22,Sardinero,2,9,2000-01-01 10:10:00,-1.0733333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,-0.8833333333333334
57,Sardinero,101,2,2000-01-01 10:40:00,-2.2874999999999996
4,Sardinero,1,10,2000-01-01 10:55:00,-0.9733333333333333
23,Sardinero,2,11,2000-01-01 11:11:00,-1.9666666666666663
43,Sardinero,3,12,2000-01-01 11:25:00,-0.3466666666666667
5,Sardinero,1,12,2000-01-01 11:57:00,-1.5033333333333334
24,Sardinero,2,13,2000-01-01 12:12:00,-0.7633333333333334
44,Sardinero,3,14,2000-01-01 12:28:00,-3.4766666666666666
6,Sardinero,1,14,2000-01-01 12:43:00,-2.3933333333333335
25,Sardinero,2,15,2000-01-01 12:58:00,-2.353333333333333
45,Sardinero,3,16,2000-01-01 13:13:00,-3.95
7,Sardinero,1,16,2000-01-01 13:27:00,-0.020000000000000063
26,Sardinero,2,17,2000-01-01 13:42:00,-2.4966666666666666
46,Sardinero,3,18,2000-01-01 13:57:00,-1.2066666666666666
8,Sardinero,1,18,2000-01-01 14:12:00,-2.56
27,Sardinero,2,19,2000-01-01 14:29:00,-5.756666666666667
47,Sardinero,3,20,2000-01-01 14:44:00,-5.433333333333333
9,Sardinero,1,20,2000-01-01 14:59:00,-4.746666666666667
28,Sardinero,2,21,2000-01-01 15:14:00,-4.3933333333333335
48,Sardinero,3,22,2000-01-01 15:27:00,-2.6566666666666667
