,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
99,Valdecilla,3,9,2000-01-01 10:03:00,-0.7458333333333333
62,Valdecilla,1,9,2000-01-01 10:33:00,1.3166666666666667
81,Valdecilla,2,10,2000-01-01 10:48:00,-0.41250000000000003
100,Valdecilla,3,11,2000-01-01 11:03:00,0.1833333333333333
63,Valdecilla,1,11,2000-01-01 11:33:00,0.3916666666666667
82,Valdecilla,2,12,2000-01-01 11:48:00,-0.5625
101,Valdecilla,3,13,2000-01-01 12:02:00,0.8416666666666667
64,Valdecilla,1,13,2000-01-01 12:19:00,-0.6625000000000001
83,Valdecilla,2,14,2000-01-01 12:34:00,0.05833333333333332
102,Valdecilla,3,15,2000-01-01 12:49:00,-0.9500000000000001
65,Valdecilla,1,15,2000-01-01 13:04:00,0.8791666666666668
84,Valdecilla,2,16,2000-01-01 13:21:00,-0.9666666666666668
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.6958333333333333
66,Valdecilla,1,17,2000-01-01 13:51:00,-2.229166666666667
85,Valdecilla,2,18,2000-01-01 14:06:00,-2.1083333333333334
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.3916666666666666
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.2375
86,Valdecilla,2,20,2000-01-01 14:50:00,-2.6875
105,Valdecilla,3,21,2000-01-01 15:05:00,-3.3666666666666667
68,Valdecilla,1,21,2000-01-01 15:17:00,-1.5125
87,Valdecilla,2,22,2000-01-01 15:32:00,-1.3166666666666667
106,Valdecilla,3,23,2000-01-01 15:47:00,-1.2291666666666665
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.2083333333333333
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.7708333333333333
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.5166666666666666
70,Valdecilla,1,25,2000-01-01 16:48:00,0.8125
89,Valdecilla,2,26,2000-01-01 17:03:00,-0.175
108,Valdecilla,3,27,2000-01-01 17:18:00,-1.9333333333333331
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.38749999999999996
90,Valdecilla,2,28,2000-01-01 18:04:00,-3.0583333333333336
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.7666666666666666
72,Valdecilla,1,29,2000-01-01 18:49:00,1.3541666666666665
91,Valdecilla,2,30,2000-01-01 19:04:00,-1.0
110,Valdecilla,3,31,2000-01-01 19:19:00,-1.0125
73,Valdecilla,1,31,2000-01-01 19:34:00,-0.375
92,Valdecilla,2,32,2000-01-01 19:49:00,0.9708333333333333
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.12916666666666665
74,Valdecilla,1,33,2000-01-01 20:19:00,-0.6208333333333333
93,Valdecilla,2,34,2000-01-01 20:34:00,0.5249999999999999
112,Valdecilla,3,35,2000-01-01 20:49:00,-1.0166666666666666
75,Valdecilla,1,35,2000-01-01 21:04:00,-1.3875000000000002
94,Valdecilla,2,36,2000-01-01 21:16:00,1.5916666666666668
113,Valdecilla,3,37,2000-01-01 21:31:00,0.15833333333333333
76,Valdecilla,1,37,2000-01-01 21:46:00,-0.020833333333333343
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.1666666666666665
114,Valdecilla,3,39,2000-01-01 22:14:00,0.6791666666666667
