,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-2.48
0,Sardinero,1,2,2000-01-01 07:39:00,-2.5100000000000002
19,Sardinero,2,3,2000-01-01 07:54:00,-1.846666666666667
39,Sardinero,3,4,2000-01-01 08:09:00,-1.8266666666666667
1,Sardinero,1,4,2000-01-01 08:27:00,-3.29
20,Sardinero,2,5,2000-01-01 08:42:00,-4.470000000000001
40,Sardinero,3,6,2000-01-01 08:57:00,-2.3233333333333333
2,Sardinero,1,6,2000-01-01 09:12:00,-2.7333333333333334
21,Sardinero,2,7,2000-01-01 09:26:00,-2.9133333333333336
41,Sardinero,3,8,2000-01-01 09:41:00,-2.12
3,Sardinero,1,8,2000-01-01 09:55:00,-1.1444444444444446
22,Sardinero,2,9,2000-01-01 10:10:00,-1.2583333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,-0.35666666666666663
57,Sardinero,101,2,2000-01-01 10:40:00,-0.6583333333333332
4,Sardinero,1,10,2000-01-01 10:55:00,3.922222222222222
23,Sardinero,2,11,2000-01-01 11:11:00,-1.4944444444444442
43,Sardinero,3,12,2000-01-01 11:25:00,0.8766666666666666
5,Sardinero,1,12,2000-01-01 11:57:00,1.7066666666666666
24,Sardinero,2,13,2000-01-01 12:12:00,-2.77
44,Sardinero,3,14,2000-01-01 12:28:00,-0.5033333333333333
6,Sardinero,1,14,2000-01-01 12:43:00,1.0208333333333333
25,Sardinero,2,15,2000-01-01 12:58:00,-0.8966666666666665
45,Sardinero,3,16,2000-01-01 13:13:00,0.3933333333333332
7,Sardinero,1,16,2000-01-01 13:27:00,1.1533333333333333
26,Sardinero,2,17,2000-01-01 13:42:00,-3.5966666666666667
46,Sardinero,3,18,2000-01-01 13:57:00,0.42333333333333345
8,Sardinero,1,18,2000-01-01 14:12:00,-0.9466666666666665
27,Sardinero,2,19,2000-01-01 14:29:00,-3.2566666666666664
47,Sardinero,3,20,2000-01-01 14:44:00,-3.4333333333333336
9,Sardinero,1,20,2000-01-01 14:59:00,-3.81
28,Sardinero,2,21,2000-01-01 15:14:00,-4.723333333333334
48,Sardinero,3,22,2000-01-01 15:27:00,-3.8166666666666673
10,Sardinero,1,22,2000-01-01 15:42:00,-2.3200000000000003
29,Sardinero,2,23,2000-01-01 15:57:00,-3.9633333333333334
49,Sardinero,3,24,2000-01-01 16:12:00,-1.5066666666666664
11,Sardinero,1,24,2000-01-01 16:26:00,-0.6733333333333335
30,Sardinero,2,25,2000-01-01 16:41:00,-1.8133333333333337
50,Sardinero,3,26,2000-01-01 16:56:00,-0.24999999999999992
12,Sardinero,1,26,2000-01-01 17:10:00,1.7833333333333332
31,Sardinero,2,27,2000-01-01 17:25:00,1.3166666666666667
51,Sardinero,3,28,2000-01-01 17:41:00,-1.875
58,Sardinero,102,3,2000-01-01 17:56:00,-0.20666666666666664
13,Sardinero,1,28,2000-01-01 18:11:00,0.21000000000000005
32,Sardinero,2,29,2000-01-01 18:25:00,3.4708333333333337
52,Sardinero,3,30,2000-01-01 18:41:00,1.6300000000000001
14,Sardinero,1,30,2000-01-01 19:12:00,0.12
33,Sardinero,2,31,2000-01-01 19:27:00,-1.75
53,Sardinero,3,32,2000-01-01 19:42:00,-0.9800000000000001
15,Sardinero,1,32,2000-01-01 19:57:00,-0.5266666666666666
34,Sardinero,2,33,2000-01-01 20:12:00,-1.1133333333333333
54,Sardinero,3,34,2000-01-01 20:27:00,-1.8000000000000003
16,Sardinero,1,34,2000-01-01 20:42:00,-1.7866666666666666
35,Sardinero,2,35,2000-01-01 20:57:00,-0.4900000000000001
55,Sardinero,3,36,2000-01-01 21:12:00,-1.5633333333333332
17,Sardinero,1,36,2000-01-01 21:25:00,-0.9266666666666665
36,Sardinero,2,37,2000-01-01 21:40:00,-0.7000000000000001
56,Sardinero,3,38,2000-01-01 21:55:00,-1.58
18,Sardinero,1,38,2000-01-01 22:10:00,-1.7833333333333332
37,Sardinero,2,39,2000-01-01 22:24:00,0.09000000000000004
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.6599999999999999
96,Valdecilla,3,3,2000-01-01 07:45:00,-0.16333333333333333
59,Valdecilla,1,3,2000-01-01 08:00:00,1.3266666666666667
78,Valdecilla,2,4,2000-01-01 08:17:00,-2.3099999999999996
97,Valdecilla,3,5,2000-01-01 08:32:00,-0.5933333333333334
60,Valdecilla,1,5,2000-01-01 08:47:00,-1.3333333333333333
79,Valdecilla,2,6,2000-01-01 09:02:00,-0.6199999999999999
98,Valdecilla,3,7,2000-01-01 09:18:00,-1.8900000000000001
61,Valdecilla,1,7,2000-01-01 09:33:00,-1.7933333333333334
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.7366666666666668
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.3066666666666666
62,Valdecilla,1,9,2000-01-01 10:33:00,0.7033333333333334
81,Valdecilla,2,10,2000-01-01 10:48:00,0.8933333333333332
100,Valdecilla,3,11,2000-01-01 11:03:00,0.7533333333333333
63,Valdecilla,1,11,2000-01-01 11:33:00,2.1
82,Valdecilla,2,12,2000-01-01 11:48:00,-0.4833333333333334
101,Valdecilla,3,13,2000-01-01 12:02:00,2.78
64,Valdecilla,1,13,2000-01-01 12:19:00,0.38333333333333347
83,Valdecilla,2,14,2000-01-01 12:34:00,-0.10833333333333339
102,Valdecilla,3,15,2000-01-01 12:49:00,1.33
65,Valdecilla,1,15,2000-01-01 13:04:00,-0.33333333333333337
84,Valdecilla,2,16,2000-01-01 13:21:00,-1.2633333333333334
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.5933333333333333
66,Valdecilla,1,17,2000-01-01 13:51:00,-2.2333333333333334
85,Valdecilla,2,18,2000-01-01 14:06:00,-3.9933333333333336
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.46
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.49
86,Valdecilla,2,20,2000-01-01 14:50:00,-3.3800000000000003
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.986666666666666
68,Valdecilla,1,21,2000-01-01 15:17:00,-1.5033333333333334
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.816666666666667
106,Valdecilla,3,23,2000-01-01 15:47:00,-0.23999999999999985
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.4366666666666668
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.8366666666666667
107,Valdecilla,3,25,2000-01-01 16:32:00,-0.5833333333333333
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.3800000000000001
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.02
108,Valdecilla,3,27,2000-01-01 17:18:00,-0.5633333333333334
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.7466666666666667
90,Valdecilla,2,28,2000-01-01 18:04:00,0.013333333333333374
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.4266666666666667
72,Valdecilla,1,29,2000-01-01 18:49:00,-0.11333333333333331
91,Valdecilla,2,30,2000-01-01 19:04:00,-0.8133333333333332
110,Valdecilla,3,31,2000-01-01 19:19:00,-0.0033333333333333327
73,Valdecilla,1,31,2000-01-01 19:34:00,-0.23000000000000007
92,Valdecilla,2,32,2000-01-01 19:49:00,-0.30000000000000004
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.6066666666666665
74,Valdecilla,1,33,2000-01-01 20:19:00,1.5866666666666664
93,Valdecilla,2,34,2000-01-01 20:34:00,-0.35416666666666674
112,Valdecilla,3,35,2000-01-01 20:49:00,-0.52
75,Valdecilla,1,35,2000-01-01 21:04:00,0.1700000000000001
94,Valdecilla,2,36,2000-01-01 21:16:00,1.1583333333333332
113,Valdecilla,3,37,2000-01-01 21:31:00,1.3633333333333333
76,Valdecilla,1,37,2000-01-01 21:46:00,2.02
95,Valdecilla,2,38,2000-01-01 22:01:00,1.4466666666666668
114,Valdecilla,3,39,2000-01-01 22:14:00,1.86
