,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
80,Valdecilla,2,8,2000-01-01 09:48:00,-0.6791666666666667
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.5208333333333335
62,Valdecilla,1,9,2000-01-01 10:33:00,0.025
81,Valdecilla,2,10,2000-01-01 10:48:00,-0.6875
100,Valdecilla,3,11,2000-01-01 11:03:00,-1.2291666666666665
63,Valdecilla,1,11,2000-01-01 11:33:00,-0.47500000000000003
82,Valdecilla,2,12,2000-01-01 11:48:00,0.4625
101,Valdecilla,3,13,2000-01-01 12:02:00,-0.5125
64,Valdecilla,1,13,2000-01-01 12:19:00,0.6
83,Valdecilla,2,14,2000-01-01 12:34:00,-2.2041666666666666
102,Valdecilla,3,15,2000-01-01 12:49:00,-2.8583333333333334
65,Valdecilla,1,15,2000-01-01 13:04:00,-1.5208333333333335
84,Valdecilla,2,16,2000-01-01 13:21:00,-1.0875000000000001
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.5125
66,Valdecilla,1,17,2000-01-01 13:51:00,-4.204166666666667
85,Valdecilla,2,18,2000-01-01 14:06:00,-3.0416666666666665
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.433333333333333
67,Valdecilla,1,19,2000-01-01 14:35:00,-1.8916666666666668
86,Valdecilla,2,20,2000-01-01 14:50:00,-1.2541666666666667
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.416666666666667
68,Valdecilla,1,21,2000-01-01 15:17:00,-0.7291666666666667
87,Valdecilla,2,22,2000-01-01 15:32:00,-0.9624999999999999
106,Valdecilla,3,23,2000-01-01 15:47:00,-1.6416666666666666
69,Valdecilla,1,23,2000-01-01 16:02:00,0.38749999999999996
88,Valdecilla,2,24,2000-01-01 16:18:00,-0.8208333333333333
107,Valdecilla,3,25,2000-01-01 16:32:00,0.5958333333333333
70,Valdecilla,1,25,2000-01-01 16:48:00,0.4875000000000001
89,Valdecilla,2,26,2000-01-01 17:03:00,-0.5499999999999999
108,Valdecilla,3,27,2000-01-01 17:18:00,-0.39166666666666666
71,Valdecilla,1,27,2000-01-01 17:48:00,0.06666666666666668
90,Valdecilla,2,28,2000-01-01 18:04:00,-0.6333333333333334
109,Valdecilla,3,29,2000-01-01 18:19:00,-1.8625
72,Valdecilla,1,29,2000-01-01 18:49:00,-1.4666666666666668
91,Valdecilla,2,30,2000-01-01 19:04:00,3.1916666666666664
110,Valdecilla,3,31,2000-01-01 19:19:00,1.6749999999999998
73,Valdecilla,1,31,2000-01-01 19:34:00,1.7625
92,Valdecilla,2,32,2000-01-01 19:49:00,-0.049999999999999996
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.6958333333333332
74,Valdecilla,1,33,2000-01-01 20:19:00,-0.13749999999999996
93,Valdecilla,2,34,2000-01-01 20:34:00,0.4458333333333333
112,Valdecilla,3,35,2000-01-01 20:49:00,-1.7958333333333334
75,Valdecilla,1,35,2000-01-01 21:04:00,-2.0458333333333334
94,Valdecilla,2,36,2000-01-01 21:16:00,1.1541666666666668
113,Valdecilla,3,37,2000-01-01 21:31:00,-0.7791666666666668
76,Valdecilla,1,37,2000-01-01 21:46:00,-1.6666666666666667
95,Valdecilla,2,38,2000-01-01 22:01:00,-1.3583333333333334
114,Valdecilla,3,39,2000-01-01 22:14:00,-0.12083333333333335
