,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-3.8291666666666666
0,Sardinero,1,2,2000-01-01 07:39:00,-1.3833333333333333
19,Sardinero,2,3,2000-01-01 07:54:00,-1.075
39,Sardinero,3,4,2000-01-01 08:09:00,-0.4041666666666667
1,Sardinero,1,4,2000-01-01 08:27:00,-1.1
20,Sardinero,2,5,2000-01-01 08:42:00,-2.020833333333333
40,Sardinero,3,6,2000-01-01 08:57:00,-2.8083333333333336
2,Sardinero,1,6,2000-01-01 09:12:00,-3.6791666666666667
21,Sardinero,2,7,2000-01-01 09:26:00,-0.9750000000000001
41,Sardinero,3,8,2000-01-01 09:41:00,-3.5250000000000004
3,Sardinero,1,8,2000-01-01 09:55:00,-1.4833333333333334
22,Sardinero,2,9,2000-01-01 10:10:00,-1.1333333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,-1.675
57,Sardinero,101,2,2000-01-01 10:40:00,-1.1041666666666667
4,Sardinero,1,10,2000-01-01 10:55:00,1.2458333333333333
23,Sardinero,2,11,2000-01-01 11:11:00,-2.5541666666666667
43,Sardinero,3,12,2000-01-01 11:25:00,-0.5875
5,Sardinero,1,12,2000-01-01 11:57:00,-0.10833333333333317
24,Sardinero,2,13,2000-01-01 12:12:00,-2.6958333333333337
44,Sardinero,3,14,2000-01-01 12:28:00,-4.45
6,Sardinero,1,14,2000-01-01 12:43:00,-3.2041666666666666
25,Sardinero,2,15,2000-01-01 12:58:00,-4.362500000000001
45,Sardinero,3,16,2000-01-01 13:13:00,-3.2666666666666666
7,Sardinero,1,16,2000-01-01 13:27:00,-3.354166666666667
26,Sardinero,2,17,2000-01-01 13:42:00,-3.479166666666667
46,Sardinero,3,18,2000-01-01 13:57:00,-3.4000000000000004
8,Sardinero,1,18,2000-01-01 14:12:00,-3.0083333333333333
27,Sardinero,2,19,2000-01-01 14:29:00,-2.9916666666666667
47,Sardinero,3,20,2000-01-01 14:44:00,-4.533333333333333
9,Sardinero,1,20,2000-01-01 14:59:00,0.02499999999999994
28,Sardinero,2,21,2000-01-01 15:14:00,-3.0374999999999996
48,Sardinero,3,22,2000-01-01 15:27:00,-3.1999999999999997
10,Sardinero,1,22,2000-01-01 15:42:00,-3.0791666666666666
29,Sardinero,2,23,2000-01-01 15:57:00,-2.0083333333333333
49,Sardinero,3,24,2000-01-01 16:12:00,-3.4791666666666665
11,Sardinero,1,24,2000-01-01 16:26:00,-1.9916666666666667
30,Sardinero,2,25,2000-01-01 16:41:00,-1.2958333333333334
50,Sardinero,3,26,2000-01-01 16:56:00,-1.2
12,Sardinero,1,26,2000-01-01 17:10:00,-1.1222222222222222
31,Sardinero,2,27,2000-01-01 17:25:00,0.28333333333333327
51,Sardinero,3,28,2000-01-01 17:41:00,-1.6416666666666666
58,Sardinero,102,3,2000-01-01 17:56:00,-1.1333333333333333
13,Sardinero,1,28,2000-01-01 18:11:00,-2.6277777777777778
32,Sardinero,2,29,2000-01-01 18:25:00,-0.7388888888888889
52,Sardinero,3,30,2000-01-01 18:41:00,-1.1666666666666667
14,Sardinero,1,30,2000-01-01 19:12:00,2.095833333333333
33,Sardinero,2,31,2000-01-01 19:27:00,0.8
53,Sardinero,3,32,2000-01-01 19:42:00,-0.7124999999999999
15,Sardinero,1,32,2000-01-01 19:57:00,-1.5166666666666666
34,Sardinero,2,33,2000-01-01 20:12:00,-1.9208333333333334
54,Sardinero,3,34,2000-01-01 20:27:00,-1.5666666666666667
16,Sardinero,1,34,2000-01-01 20:42:00,-2.7249999999999996
35,Sardinero,2,35,2000-01-01 20:57:00,-1.1083333333333334
55,Sardinero,3,36,2000-01-01 21:12:00,-3.083333333333333
17,Sardinero,1,36,2000-01-01 21:25:00,-2.1791666666666667
36,Sardinero,2,37,2000-01-01 21:40:00,-2.4749999999999996
56,Sardinero,3,38,2000-01-01 21:55:00,-2.6166666666666663
18,Sardinero,1,38,2000-01-01 22:10:00,-3.225
37,Sardinero,2,39,2000-01-01 22:24:00,-1.375
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.22083333333333335
96,Valdecilla,3,3,2000-01-01 07:45:00,-0.3500000000000001
59,Valdecilla,1,3,2000-01-01 08:00:00,0.6125
78,Valdecilla,2,4,2000-01-01 08:17:00,-0.9791666666666666
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.3916666666666666
60,Valdecilla,1,5,2000-01-01 08:47:00,-1.1083333333333334
79,Valdecilla,2,6,2000-01-01 09:02:00,-0.9041666666666667
98,Valdecilla,3,7,2000-01-01 09:18:00,-1.9375
61,Valdecilla,1,7,2000-01-01 09:33:00,-1.7833333333333334
