,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-3.275
0,Sardinero,1,2,2000-01-01 07:39:00,-2.1166666666666667
19,Sardinero,2,3,2000-01-01 07:54:00,-1.4666666666666666
39,Sardinero,3,4,2000-01-01 08:09:00,-2.908333333333333
1,Sardinero,1,4,2000-01-01 08:27:00,-5.637499999999999
20,Sardinero,2,5,2000-01-01 08:42:00,-5.179166666666666
40,Sardinero,3,6,2000-01-01 08:57:00,-4.083333333333333
2,Sardinero,1,6,2000-01-01 09:12:00,-4.383333333333334
21,Sardinero,2,7,2000-01-01 09:26:00,-3.4624999999999995
41,Sardinero,3,8,2000-01-01 09:41:00,-1.4083333333333332
3,Sardinero,1,8,2000-01-01 09:55:00,-2.658333333333333
22,Sardinero,2,9,2000-01-01 10:10:00,-1.6833333333333333
42,Sardinero,3,10,2000-01-01 10:25:00,-0.75
57,Sardinero,101,2,2000-01-01 10:40:00,-0.7583333333333334
4,Sardinero,1,10,2000-01-01 10:55:00,1.4666666666666668
23,Sardinero,2,11,2000-01-01 11:11:00,-0.15000000000000005
43,Sardinero,3,12,2000-01-01 11:25:00,0.5875
5,Sardinero,1,12,2000-01-01 11:57:00,-1.3375000000000001
24,Sardinero,2,13,2000-01-01 12:12:00,-0.9083333333333334
44,Sardinero,3,14,2000-01-01 12:28:00,-2.4375
6,Sardinero,1,14,2000-01-01 12:43:00,-0.38750000000000007
25,Sardinero,2,15,2000-01-01 12:58:00,-1.8083333333333333
45,Sardinero,3,16,2000-01-01 13:13:00,-0.26249999999999996
7,Sardinero,1,16,2000-01-01 13:27:00,-0.7250000000000001
26,Sardinero,2,17,2000-01-01 13:42:00,-3.3916666666666666
46,Sardinero,3,18,2000-01-01 13:57:00,-0.45833333333333337
8,Sardinero,1,18,2000-01-01 14:12:00,-2.9458333333333333
27,Sardinero,2,19,2000-01-01 14:29:00,-4.8999999999999995
47,Sardinero,3,20,2000-01-01 14:44:00,-3.9541666666666666
9,Sardinero,1,20,2000-01-01 14:59:00,-4.5625
28,Sardinero,2,21,2000-01-01 15:14:00,-3.7375
48,Sardinero,3,22,2000-01-01 15:27:00,-3.6958333333333333
10,Sardinero,1,22,2000-01-01 15:42:00,-4.175
29,Sardinero,2,23,2000-01-01 15:57:00,-2.9375
49,Sardinero,3,24,2000-01-01 16:12:00,-2.3375
11,Sardinero,1,24,2000-01-01 16:26:00,-3.291666666666667
30,Sardinero,2,25,2000-01-01 16:41:00,-2.0791666666666666
50,Sardinero,3,26,2000-01-01 16:56:00,-1.1083333333333334
12,Sardinero,1,26,2000-01-01 17:10:00,-0.75
31,Sardinero,2,27,2000-01-01 17:25:00,0.37500000000000006
51,Sardinero,3,28,2000-01-01 17:41:00,-1.261111111111111
58,Sardinero,102,3,2000-01-01 17:56:00,-2.3375000000000004
13,Sardinero,1,28,2000-01-01 18:11:00,1.1124999999999998
32,Sardinero,2,29,2000-01-01 18:25:00,2.283333333333333
52,Sardinero,3,30,2000-01-01 18:41:00,-0.5333333333333332
14,Sardinero,1,30,2000-01-01 19:12:00,-1.8166666666666669
33,Sardinero,2,31,2000-01-01 19:27:00,-2.9625
53,Sardinero,3,32,2000-01-01 19:42:00,-1.5458333333333332
15,Sardinero,1,32,2000-01-01 19:57:00,-1.375
34,Sardinero,2,33,2000-01-01 20:12:00,-1.9458333333333333
54,Sardinero,3,34,2000-01-01 20:27:00,-1.2083333333333333
16,Sardinero,1,34,2000-01-01 20:42:00,-2.066666666666667
35,Sardinero,2,35,2000-01-01 20:57:00,-0.7041666666666667
55,Sardinero,3,36,2000-01-01 21:12:00,0.33333333333333337
17,Sardinero,1,36,2000-01-01 21:25:00,-0.2708333333333333
36,Sardinero,2,37,2000-01-01 21:40:00,1.3083333333333333
56,Sardinero,3,38,2000-01-01 21:55:00,0.2458333333333334
18,Sardinero,1,38,2000-01-01 22:10:00,-0.6416666666666666
37,Sardinero,2,39,2000-01-01 22:24:00,0.7208333333333334
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.6958333333333334
96,Valdecilla,3,3,2000-01-01 07:45:00,0.037499999999999964
59,Valdecilla,1,3,2000-01-01 08:00:00,0.3666666666666667
78,Valdecilla,2,4,2000-01-01 08:17:00,-2.7666666666666666
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.9458333333333333
60,Valdecilla,1,5,2000-01-01 08:47:00,-0.38750000000000007
79,Valdecilla,2,6,2000-01-01 09:02:00,-1.0541666666666667
98,Valdecilla,3,7,2000-01-01 09:18:00,-2.441666666666667
61,Valdecilla,1,7,2000-01-01 09:33:00,-3.4791666666666665
80,Valdecilla,2,8,2000-01-01 09:48:00,-2.5708333333333333
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.1958333333333333
62,Valdecilla,1,9,2000-01-01 10:33:00,-0.016666666666666607
81,Valdecilla,2,10,2000-01-01 10:48:00,-0.7458333333333332
100,Valdecilla,3,11,2000-01-01 11:03:00,0.24999999999999994
63,Valdecilla,1,11,2000-01-01 11:33:00,-0.2833333333333333
82,Valdecilla,2,12,2000-01-01 11:48:00,2.1166666666666667
101,Valdecilla,3,13,2000-01-01 12:02:00,2.1291666666666664
64,Valdecilla,1,13,2000-01-01 12:19:00,2.55
83,Valdecilla,2,14,2000-01-01 12:34:00,1.8041666666666667
102,Valdecilla,3,15,2000-01-01 12:49:00,0.13888888888888887
65,Valdecilla,1,15,2000-01-01 13:04:00,0.22499999999999998
84,Valdecilla,2,16,2000-01-01 13:21:00,-2.0083333333333333
103,Valdecilla,3,17,2000-01-01 13:35:00,-0.9666666666666666
66,Valdecilla,1,17,2000-01-01 13:51:00,-1.7624999999999997
85,Valdecilla,2,18,2000-01-01 14:06:00,-3.6083333333333334
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.275
67,Valdecilla,1,19,2000-01-01 14:35:00,-2.1333333333333333
86,Valdecilla,2,20,2000-01-01 14:50:00,-3.425
105,Valdecilla,3,21,2000-01-01 15:05:00,-4.416666666666667
68,Valdecilla,1,21,2000-01-01 15:17:00,-1.5208333333333335
87,Valdecilla,2,22,2000-01-01 15:32:00,-2.2958333333333334
106,Valdecilla,3,23,2000-01-01 15:47:00,-2.6125000000000003
69,Valdecilla,1,23,2000-01-01 16:02:00,-1.5875
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.1958333333333333
107,Valdecilla,3,25,2000-01-01 16:32:00,-1.4791666666666665
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.2791666666666668
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.05
108,Valdecilla,3,27,2000-01-01 17:18:00,-2.5666666666666664
71,Valdecilla,1,27,2000-01-01 17:48:00,-1.775
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.6916666666666669
109,Valdecilla,3,29,2000-01-01 18:19:00,-0.4083333333333334
72,Valdecilla,1,29,2000-01-01 18:49:00,-1.0208333333333335
91,Valdecilla,2,30,2000-01-01 19:04:00,0.9333333333333333
110,Valdecilla,3,31,2000-01-01 19:19:00,-1.6041666666666667
73,Valdecilla,1,31,2000-01-01 19:34:00,-1.3958333333333333
92,Valdecilla,2,32,2000-01-01 19:49:00,-0.5416666666666667
111,Valdecilla,3,33,2000-01-01 20:04:00,-0.4458333333333333
74,Valdecilla,1,33,2000-01-01 20:19:00,-0.37500000000000006
93,Valdecilla,2,34,2000-01-01 20:34:00,-0.9416666666666667
