,Intercambiador,Coche,Viaje,Hora Llegada Teórica,Desvio medio (minutos)
38,Sardinero,3,2,2000-01-01 07:24:00,-4.3533333333333335
0,Sardinero,1,2,2000-01-01 07:39:00,-2.8200000000000003
19,Sardinero,2,3,2000-01-01 07:54:00,-3.146666666666667
39,Sardinero,3,4,2000-01-01 08:09:00,-1.6300000000000001
1,Sardinero,1,4,2000-01-01 08:27:00,-3.8633333333333333
20,Sardinero,2,5,2000-01-01 08:42:00,-4.593333333333334
40,Sardinero,3,6,2000-01-01 08:57:00,-3.4266666666666667
2,Sardinero,1,6,2000-01-01 09:12:00,-2.77
21,Sardinero,2,7,2000-01-01 09:26:00,-1.693333333333333
41,Sardinero,3,8,2000-01-01 09:41:00,-1.7033333333333331
3,Sardinero,1,8,2000-01-01 09:55:00,-0.99
22,Sardinero,2,9,2000-01-01 10:10:00,-1.4041666666666668
42,Sardinero,3,10,2000-01-01 10:25:00,-0.8125000000000001
57,Sardinero,101,2,2000-01-01 10:40:00,0.5866666666666667
4,Sardinero,1,10,2000-01-01 10:55:00,-0.3600000000000001
23,Sardinero,2,11,2000-01-01 11:11:00,-0.6133333333333333
43,Sardinero,3,12,2000-01-01 11:25:00,-1.41
5,Sardinero,1,12,2000-01-01 11:57:00,-0.7299999999999999
24,Sardinero,2,13,2000-01-01 12:12:00,-2.6866666666666665
44,Sardinero,3,14,2000-01-01 12:28:00,-2.8200000000000003
6,Sardinero,1,14,2000-01-01 12:43:00,-2.9866666666666672
25,Sardinero,2,15,2000-01-01 12:58:00,-2.0933333333333333
45,Sardinero,3,16,2000-01-01 13:13:00,-3.9666666666666663
7,Sardinero,1,16,2000-01-01 13:27:00,-4.01
26,Sardinero,2,17,2000-01-01 13:42:00,-2.5733333333333333
46,Sardinero,3,18,2000-01-01 13:57:00,-1.69
8,Sardinero,1,18,2000-01-01 14:12:00,-2.1933333333333334
27,Sardinero,2,19,2000-01-01 14:29:00,-5.863333333333333
47,Sardinero,3,20,2000-01-01 14:44:00,-5.403333333333333
9,Sardinero,1,20,2000-01-01 14:59:00,-5.64
28,Sardinero,2,21,2000-01-01 15:14:00,-5.253333333333334
48,Sardinero,3,22,2000-01-01 15:27:00,-4.023333333333333
10,Sardinero,1,22,2000-01-01 15:42:00,-3.513333333333333
29,Sardinero,2,23,2000-01-01 15:57:00,-2.1799999999999997
49,Sardinero,3,24,2000-01-01 16:12:00,-3.7766666666666664
11,Sardinero,1,24,2000-01-01 16:26:00,-1.8
30,Sardinero,2,25,2000-01-01 16:41:00,-1.72
50,Sardinero,3,26,2000-01-01 16:56:00,-3.1066666666666665
12,Sardinero,1,26,2000-01-01 17:10:00,-0.93
31,Sardinero,2,27,2000-01-01 17:25:00,-1.0399999999999998
51,Sardinero,3,28,2000-01-01 17:41:00,-2.6375
58,Sardinero,102,3,2000-01-01 17:56:00,0.40833333333333327
13,Sardinero,1,28,2000-01-01 18:11:00,0.6799999999999999
32,Sardinero,2,29,2000-01-01 18:25:00,0.8083333333333333
52,Sardinero,3,30,2000-01-01 18:41:00,-2.703333333333333
14,Sardinero,1,30,2000-01-01 19:12:00,-2.086666666666667
33,Sardinero,2,31,2000-01-01 19:27:00,-0.9
53,Sardinero,3,32,2000-01-01 19:42:00,-2.6291666666666664
15,Sardinero,1,32,2000-01-01 19:57:00,-2.5100000000000002
34,Sardinero,2,33,2000-01-01 20:12:00,-2.583333333333333
54,Sardinero,3,34,2000-01-01 20:27:00,-4.133333333333333
16,Sardinero,1,34,2000-01-01 20:42:00,-2.033333333333333
35,Sardinero,2,35,2000-01-01 20:57:00,-4.820833333333333
55,Sardinero,3,36,2000-01-01 21:12:00,-4.916666666666667
17,Sardinero,1,36,2000-01-01 21:25:00,-2.2166666666666663
36,Sardinero,2,37,2000-01-01 21:40:00,-2.8866666666666667
56,Sardinero,3,38,2000-01-01 21:55:00,-2.896666666666667
18,Sardinero,1,38,2000-01-01 22:10:00,-2.8899999999999997
37,Sardinero,2,39,2000-01-01 22:24:00,-2.3766666666666665
77,Valdecilla,2,2,2000-01-01 07:30:00,-0.6333333333333334
96,Valdecilla,3,3,2000-01-01 07:45:00,0.023333333333333338
59,Valdecilla,1,3,2000-01-01 08:00:00,0.3466666666666667
78,Valdecilla,2,4,2000-01-01 08:17:00,-1.7333333333333332
97,Valdecilla,3,5,2000-01-01 08:32:00,-1.4266666666666665
60,Valdecilla,1,5,2000-01-01 08:47:00,-1.4866666666666668
79,Valdecilla,2,6,2000-01-01 09:02:00,-1.646666666666667
98,Valdecilla,3,7,2000-01-01 09:18:00,-1.4599999999999997
61,Valdecilla,1,7,2000-01-01 09:33:00,-0.72
80,Valdecilla,2,8,2000-01-01 09:48:00,-1.5666666666666669
99,Valdecilla,3,9,2000-01-01 10:03:00,-1.0466666666666666
115,Valdecilla,101,1,2000-01-01 10:16:00,-0.019999999999999997
62,Valdecilla,1,9,2000-01-01 10:33:00,-0.3433333333333334
81,Valdecilla,2,10,2000-01-01 10:48:00,-0.25
100,Valdecilla,3,11,2000-01-01 11:03:00,-0.020000000000000077
116,Valdecilla,101,3,2000-01-01 11:17:00,0.68
63,Valdecilla,1,11,2000-01-01 11:33:00,-0.02666666666666666
82,Valdecilla,2,12,2000-01-01 11:48:00,0.53
101,Valdecilla,3,13,2000-01-01 12:02:00,0.43
64,Valdecilla,1,13,2000-01-01 12:19:00,-0.03333333333333335
83,Valdecilla,2,14,2000-01-01 12:34:00,-0.5066666666666666
102,Valdecilla,3,15,2000-01-01 12:49:00,-1.5066666666666666
65,Valdecilla,1,15,2000-01-01 13:04:00,-0.1166666666666667
84,Valdecilla,2,16,2000-01-01 13:21:00,-3.2699999999999996
103,Valdecilla,3,17,2000-01-01 13:35:00,-1.9166666666666665
66,Valdecilla,1,17,2000-01-01 13:51:00,-4.193333333333333
85,Valdecilla,2,18,2000-01-01 14:06:00,-4.866666666666667
104,Valdecilla,3,19,2000-01-01 14:20:00,-2.1966666666666668
67,Valdecilla,1,19,2000-01-01 14:35:00,-2.9366666666666665
86,Valdecilla,2,20,2000-01-01 14:50:00,-3.5
105,Valdecilla,3,21,2000-01-01 15:05:00,-5.453333333333333
68,Valdecilla,1,21,2000-01-01 15:17:00,-2.0066666666666664
87,Valdecilla,2,22,2000-01-01 15:32:00,-1.9766666666666666
106,Valdecilla,3,23,2000-01-01 15:47:00,-2.7
69,Valdecilla,1,23,2000-01-01 16:02:00,-2.3433333333333333
88,Valdecilla,2,24,2000-01-01 16:18:00,-1.59
107,Valdecilla,3,25,2000-01-01 16:32:00,-1.4
70,Valdecilla,1,25,2000-01-01 16:48:00,-1.3933333333333333
89,Valdecilla,2,26,2000-01-01 17:03:00,-1.7733333333333334
108,Valdecilla,3,27,2000-01-01 17:18:00,-2.456666666666666
117,Valdecilla,102,2,2000-01-01 17:33:00,0.036666666666666695
71,Valdecilla,1,27,2000-01-01 17:48:00,-0.02666666666666666
90,Valdecilla,2,28,2000-01-01 18:04:00,-1.6099999999999999
109,Valdecilla,3,29,2000-01-01 18:19:00,-2.45
118,Valdecilla,102,4,2000-01-01 18:34:00,-0.9599999999999997
